	Kohl-Grounhog-KPM-R010	Kohl-Grounhog-KPM-R011	Kohl-Grounhog-KPM-R012	Kohl-Grounhog-KPM-R013	Kohl-Grounhog-KPM-R014	Kohl-Grounhog-KPM-R015	Kohl-Grounhog-KPM-R022	Kohl-Grounhog-KPM-R023	Kohl-Grounhog-KPM-R024	Kohl-Grounhog-KPM-R025	Kohl-Grounhog-KPM-R026	Kohl-Grounhog-KPM-R027	Kohl-Grounhog-KPM-R028	Kohl-Grounhog-KPM-R029	Kohl-Grounhog-KPM-R030	Kohl-Grounhog-KPM-R031	Kohl-Grounhog-KPM-R032	Kohl-Grounhog-KPM-R033	Kohl-Grounhog-KPM-R034	Kohl-Grounhog-KPM-R035	Kohl-Grounhog-KPM-R036	Kohl-Grounhog-KPM-R037	Kohl-Grounhog-KPM-R048	Kohl-Grounhog-KPM-R049	Kohl-Grounhog-KPM-R050	Kohl-Grounhog-KPM-R051	Kohl-Grounhog-KPM-R052	Kohl-Grounhog-KPM-R053	Kohl-Grounhog-KPM-R054	Kohl-Grounhog-KPM-R055	Kohl-Grounhog-KPM-R056	Kohl-Grounhog-KPM-R057	Kohl-Grounhog-KPM-R058	Kohl-Grounhog-KPM-R059	Kohl-Grounhog-KPM-R060	Kohl-Grounhog-KPM-R061	Kohl-Grounhog-KPM-R068	Kohl-Grounhog-KPM-R069	Kohl-Grounhog-KPM-R070	Kohl-Grounhog-KPM-R071	Kohl-Grounhog-KPM-R072	Kohl-Grounhog-KPM-R082	Kohl-Grounhog-KPM-R083	Kohl-Grounhog-KPM-R084	Kohl-Grounhog-KPM-R085	Kohl-Grounhog-KPM-R098	Kohl-Grounhog-KPM-R099	Kohl-Grounhog-KPM-R100	Kohl-Grounhog-KPM-R101	Kohl-Grounhog-KPM-R102	Kohl-Grounhog-KPM-R103	Kohl-Grounhog-KPM-R104	Kohl-Grounhog-KPM-R109	Kohl-Grounhog-KPM-R110	Kohl-Grounhog-KPM-R111	Kohl-Grounhog-KPM-R112	Kohl-Grounhog-KPM-R113	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003
Kohl-Grounhog-KPM-R056	0.415657974	0.448840032	0.589484794	0.448554447	0.699801381	0.609912337	0.630913713	0.600204014	0.590912013	0.382542568	0.359636339	0.159211842	0.554106972	0.117212105	0.100255197	0.091393662	0.141856168	0.108926405	0.091393664	0.133778432	0.489800773	0.473911869	0.394957931	0.097974986	0.020045459	0.100544936	0.469373479	0.086705248	0.486260264	0.431403404	0	0.501407529	0.189975421	0.099855498	0.157517814	0.543673002	0.280102005	0.186003237	0.233514873	0.326051958	0.364749247	0.338765731	0.566959442	0.630339336	0.305771269	0.243748574	0.22759856	0.577326587	0.406596295	0.380103016	0.336296611	0.386736013	0.272610471	0.364905567	0.349726961	0.410015766	0.468555854	0.906088906	0.921809002
Kohl-Grounhog-KPM-R057	0.656943466	0.672801317	0.407457535	0.670645096	0.593946153	0.416904964	0.444372246	0.464850167	0.74627375	0.693614329	0.570030684	0.458804618	0.33208219	0.491140761	0.480665901	0.457309111	0.426741486	0.449785059	0.457309113	0.472945321	0.241795335	0.273351207	0.610454457	0.475307711	0.501868405	0.467070431	0.195786654	0.459811691	0.23394973	0.336045936	0.501407529	0	0.559227191	0.486885468	0.464254985	0.308394419	0.58182867	0.527517149	0.518964945	0.61545406	0.613658975	0.603954299	0.354162458	0.448644374	0.556204055	0.507784605	0.52672371	0.361878205	0.63646635	0.643785143	0.624620202	0.638444788	0.532349242	0.638159763	0.621636591	0.660561709	0.679022939	0.944885515	0.951826529
Kohl-Grounhog-KPM-R058	0.432887297	0.492613686	0.61841164	0.464621611	0.730776927	0.642341264	0.658909169	0.676413576	0.622349107	0.428800158	0.370151105	0.207282929	0.465641374	0.139500606	0.145167417	0.132823179	0.186125149	0.150450301	0.132823182	0.133056531	0.515880392	0.498564012	0.413114225	0.101963152	0.185540033	0.142214358	0.494975393	0.127879126	0.512266117	0.587844988	0.189975421	0.559227191	0	0.132463489	0.193519264	0.450980726	0.294217304	0.195506984	0.237090271	0.343677272	0.376830202	0.350372668	0.59639357	0.664718845	0.31445468	0.248087735	0.237663156	0.608375482	0.424295895	0.394019697	0.333093956	0.404975717	0.286019805	0.383322386	0.364260313	0.415435702	0.487874298	0.910831801	0.927336801
Kohl-Grounhog-KPM-R059	0.392109703	0.4286048	0.576587935	0.428289373	0.696042845	0.597815602	0.622379036	0.631535279	0.567406853	0.31433422	0.333662305	0.10766399	0.537124372	0.020123329	0.04377214	0.041474448	0.096010531	0.061465995	0.04147445	0.08993851	0.467861984	0.450893415	0.378036403	0.049585888	0.090441205	0.043593847	0.44474131	0.036398876	0.463865487	0.517692649	0.099855498	0.486885468	0.132463489	0	0.07251015	0.525370298	0.239345434	0.141969657	0.188699315	0.289209858	0.336136758	0.304352603	0.551196089	0.619789583	0.270142721	0.200442629	0.182550098	0.562016897	0.384326193	0.350970452	0.284862043	0.360823067	0.231627673	0.334943201	0.318440036	0.373582982	0.449869855	0.90634968	0.923060467
Kohl-Grounhog-KPM-R060	0.373765922	0.412621235	0.564632601	0.412284242	0.690679288	0.586069806	0.61380078	0.621338831	0.55348966	0.270626932	0.314020521	0.069558297	0.52206059	0.091887634	0.113152028	0.103773042	0.048282959	0.122427897	0.103773044	0.148688896	0.449639263	0.467310733	0.357027258	0.110625892	0.156113514	0.113576806	0.424487625	0.098707814	0.445299452	0.503480676	0.157517814	0.464254985	0.193519264	0.07251015	0	0.50929504	0.208447032	0.203659915	0.155105095	0.260895616	0.314227506	0.277910837	0.536986017	0.609005204	0.243181444	0.167960137	0.148850664	0.547962545	0.367183885	0.328388389	0.256109433	0.340881953	0.200656774	0.311888219	0.294489588	0.353990994	0.434938203	0.912670062	0.923450026
Kohl-Grounhog-KPM-R061	0.678295439	0.717366622	0.393821089	0.692254988	0.605798033	0.408305363	0.493006908	0.45954361	0.794472921	0.750345376	0.59137398	0.496399625	0.046452574	0.526987584	0.514982264	0.502831867	0.472442974	0.513058296	0.502831869	0.498213613	0.19226701	0.231540165	0.625880427	0.482370579	0.539042746	0.503915744	0.133959329	0.505307648	0.182412791	0.368692924	0.543673002	0.308394419	0.450980726	0.525370298	0.50929504	0	0.59213075	0.530800419	0.521839254	0.629909439	0.62568588	0.616647019	0.329444579	0.440494189	0.580938461	0.529254064	0.530463937	0.337482598	0.648751488	0.659823674	0.637195161	0.652226302	0.53686076	0.653248395	0.635084529	0.676526123	0.720243703	0.94986036	0.956456879
Kohl-Grounhog-KPM-R068	0.252655119	0.338592673	0.54816676	0.302531297	0.606085248	0.456078406	0.592759637	0.49550036	0.578804401	0.186348564	0.35937415	0.174977006	0.602818984	0.24960363	0.230207496	0.235274285	0.189075008	0.250835139	0.235274287	0.233871651	0.528400295	0.543648086	0.419794961	0.197228552	0.268467233	0.23692321	0.506686127	0.232068215	0.524654622	0.605449737	0.280102005	0.58182867	0.294217304	0.239345434	0.208447032	0.59213075	0	0.269188418	0.084343967	0.061769022	0.281172796	0.095400432	0.50348893	0.481087872	0.173137086	0.099560859	0.073554065	0.514615275	0.339209214	0.183192132	0.080970126	0.295361857	0.130801446	0.146266882	0.129160329	0.228546422	0.329659744	0.921425523	0.930197858
Kohl-Grounhog-KPM-R069	0.383549962	0.445023	0.553813354	0.417851199	0.687562752	0.596327441	0.619238193	0.626883053	0.598836222	0.404976169	0.351369309	0.194919545	0.541325457	0.154935917	0.138323937	0.138912463	0.187121314	0.154773555	0.138912465	0.140553091	0.47841915	0.462920792	0.394144478	0.104205494	0.177163147	0.140590249	0.457940898	0.136101453	0.474867618	0.553077129	0.186003237	0.527517149	0.195506984	0.141969657	0.203659915	0.530800419	0.269188418	0	0.226640857	0.314329935	0.33098155	0.330168174	0.554046817	0.616234064	0.298082883	0.23676848	0.217644908	0.563901692	0.374587616	0.246879363	0.327459321	0.376088687	0.261925939	0.353707745	0.341458134	0.401439588	0.438239412	0.893036635	0.910018542
Kohl-Grounhog-KPM-R070	0.298387225	0.364667298	0.568564633	0.330610553	0.621679105	0.48439284	0.534881837	0.52209842	0.551988272	0.257619777	0.303566541	0.121348359	0.534540902	0.186393204	0.180285908	0.164774636	0.113611732	0.181989035	0.164774638	0.172824065	0.460388646	0.47806198	0.383586158	0.14665448	0.221103774	0.166599217	0.435193793	0.168942311	0.456044782	0.546458308	0.233514873	0.518964945	0.237090271	0.188699315	0.155105095	0.521839254	0.084343967	0.226640857	0	0.141834528	0.311972257	0.14288268	0.428820044	0.50844842	0.212308697	0.016868695	0.019616729	0.539285257	0.300738236	0.222729224	0.131293604	0.252228113	0.077235253	0.211516617	0.188294497	0.276716432	0.368659865	0.916571932	0.92555398
Kohl-Grounhog-KPM-R071	0.279081342	0.363945182	0.559588301	0.328035808	0.617398211	0.496110786	0.623892079	0.463840657	0.594131536	0.158086362	0.399596612	0.227636922	0.639712635	0.299257301	0.279342137	0.284786786	0.241578702	0.299340146	0.284786788	0.281733383	0.563821477	0.578068932	0.455723272	0.246938947	0.315159816	0.286328951	0.543514975	0.28153193	0.560320043	0.637379029	0.326051958	0.61545406	0.343677272	0.289209858	0.260895616	0.629909439	0.061769022	0.314329935	0.141834528	0	0.263347082	0.094114584	0.514713598	0.471843612	0.201670747	0.15609601	0.130779725	0.485378738	0.380025615	0.158453596	0.04739093	0.278743657	0.13067207	0.167733153	0.183221057	0.276984803	0.315024512	0.926346604	0.931642209
Kohl-Grounhog-KPM-R072	0.294735231	0.356998176	0.454541678	0.32501222	0.685225068	0.607497231	0.689633848	0.588190402	0.645261854	0.362528895	0.418609633	0.295615594	0.63409476	0.331670315	0.327114911	0.313387773	0.280975492	0.328307945	0.313387775	0.318308649	0.56963925	0.581653468	0.472585062	0.29994187	0.355909595	0.317553814	0.552717144	0.319187305	0.566704596	0.632731935	0.364749247	0.613658975	0.376830202	0.336136758	0.314227506	0.62568588	0.281172796	0.33098155	0.311972257	0.263347082	0	0.298857006	0.618877505	0.592928037	0.271235624	0.321044945	0.322529393	0.517469651	0.452924259	0.279708019	0.25540811	0.416207537	0.341810979	0.345268274	0.349946046	0.411989518	0.363802198	0.903079692	0.90967366
Kohl-Grounhog-KPM-R082	0.290782925	0.359386288	0.548760991	0.324264264	0.565078137	0.426394976	0.613053845	0.496281236	0.597867471	0.238624944	0.394634788	0.246037157	0.626512903	0.302453704	0.294637651	0.28182048	0.23967764	0.29604612	0.281820482	0.28534065	0.552977183	0.567184255	0.462186275	0.263622922	0.328456606	0.283327175	0.532772952	0.285262427	0.549489638	0.625977781	0.338765731	0.603954299	0.350372668	0.304352603	0.277910837	0.616647019	0.095400432	0.330168174	0.14288268	0.094114584	0.298857006	0	0.475022913	0.412237361	0.128611099	0.156687781	0.158938761	0.515338141	0.392256381	0.204480219	0.106623232	0.332065365	0.151147282	0.185472898	0.200124496	0.288930309	0.358383768	0.9254438	0.93208264
Kohl-Grounhog-KPM-R083	0.60543192	0.650598199	0.387498942	0.623180299	0.466072032	0.226822922	0.392775939	0.270120169	0.742591742	0.644245166	0.597097288	0.505993933	0.355067191	0.549966431	0.53795423	0.529527062	0.501810641	0.538880215	0.529527063	0.524094766	0.254007986	0.288389789	0.642177898	0.50957895	0.560184485	0.530517759	0.203297787	0.531790219	0.245409713	0.404281333	0.566959442	0.354162458	0.59639357	0.551196089	0.536986017	0.329444579	0.50348893	0.554046817	0.428820044	0.514713598	0.618877505	0.475022913	0	0.208365211	0.53906119	0.43805876	0.439565051	0.309462837	0.595509498	0.570485122	0.525779712	0.562275212	0.407336142	0.548347577	0.557787015	0.608039939	0.649738759	0.950811108	0.955386047
Kohl-Grounhog-KPM-R084	0.593584899	0.641907294	0.349012408	0.612839517	0.40077277	0.090851452	0.47742266	0.168626161	0.782647533	0.613293189	0.653286446	0.57828733	0.4618792	0.618747682	0.605575141	0.598380057	0.574715574	0.606365739	0.598380058	0.590454487	0.357967788	0.38756557	0.692084921	0.577960599	0.624555031	0.599225914	0.314312313	0.600312336	0.350565803	0.491440516	0.630339336	0.448644374	0.664718845	0.619789583	0.609005204	0.440494189	0.481087872	0.616234064	0.50844842	0.471843612	0.592928037	0.412237361	0.208365211	0	0.48301549	0.516400724	0.517697271	0.219291467	0.651919899	0.537240101	0.483956943	0.612471789	0.496296222	0.537398424	0.54141451	0.596167037	0.627941814	0.957800864	0.960773607
Kohl-Grounhog-KPM-R085	0.320865743	0.382878699	0.522802312	0.350686829	0.604565509	0.487377741	0.642870066	0.554580602	0.613827728	0.309271401	0.347459804	0.212524128	0.591165519	0.268230601	0.261275372	0.248392643	0.206164502	0.242476392	0.248392645	0.232932983	0.521971217	0.536414662	0.432337443	0.23114053	0.295356447	0.249906083	0.501511038	0.251850375	0.51843278	0.595105775	0.305771269	0.556204055	0.31445468	0.270142721	0.243181444	0.580938461	0.173137086	0.298082883	0.212308697	0.201670747	0.271235624	0.128611099	0.53906119	0.48301549	0	0.201179701	0.225650423	0.488204169	0.415740549	0.2578787	0.192457271	0.378690505	0.252302626	0.26026484	0.260097745	0.3360015	0.390878683	0.919177108	0.926648585
Kohl-Grounhog-KPM-R098	0.299527894	0.367947862	0.574554634	0.334288705	0.626292907	0.492629911	0.540837684	0.529829161	0.554059007	0.265985186	0.2944127	0.134770165	0.541569911	0.198202887	0.19197949	0.176911679	0.127269104	0.171170102	0.176911681	0.162209137	0.468388633	0.485550154	0.39003743	0.158968699	0.231669287	0.178683673	0.443952208	0.180959403	0.464173117	0.552391062	0.243748574	0.507784605	0.248087735	0.200442629	0.167960137	0.529254064	0.099560859	0.23676848	0.016868695	0.15609601	0.321044945	0.156687781	0.43805876	0.516400724	0.201179701	0	0.031368155	0.546474136	0.306274086	0.230679105	0.145879613	0.258983822	0.08808824	0.219484896	0.196623966	0.283215483	0.373605049	0.916692465	0.925457332
Kohl-Grounhog-KPM-R099	0.29229105	0.373647885	0.575533896	0.340270257	0.627048688	0.493973208	0.539260189	0.527841764	0.543900654	0.242011067	0.313138033	0.115282837	0.542717383	0.193006535	0.174276113	0.17889436	0.129497835	0.195537449	0.178894363	0.179369628	0.46969504	0.486773673	0.378306489	0.140775858	0.215162001	0.180657838	0.445381317	0.175756341	0.465500299	0.553361884	0.22759856	0.52672371	0.237663156	0.182550098	0.148850664	0.530463937	0.073554065	0.217644908	0.019616729	0.130779725	0.322529393	0.158938761	0.439565051	0.517697271	0.225650423	0.031368155	0	0.544549427	0.286746537	0.228979318	0.148256	0.236540594	0.057753507	0.194189243	0.182034711	0.270581889	0.359888524	0.915530001	0.924594156
Kohl-Grounhog-KPM-R100	0.606528248	0.65296019	0.247631864	0.624762992	0.500297998	0.271175475	0.507887348	0.194897353	0.793370259	0.623057291	0.606920122	0.516137921	0.363870545	0.560784649	0.548268366	0.539807731	0.511923655	0.549197531	0.539807732	0.533853047	0.258405489	0.293925277	0.645680371	0.519255147	0.570547858	0.540802785	0.205769982	0.542080676	0.249501532	0.413096836	0.577326587	0.361878205	0.608375482	0.562016897	0.547962545	0.337482598	0.514615275	0.563901692	0.539285257	0.485378738	0.517469651	0.515338141	0.309462837	0.219291467	0.488204169	0.546474136	0.544549427	0	0.659803178	0.531909544	0.497160217	0.617335528	0.525042616	0.562557899	0.569141397	0.619519211	0.62277457	0.952951287	0.955909417
Kohl-Grounhog-KPM-R101	0.426648928	0.485216268	0.652418312	0.460778659	0.672225173	0.633525012	0.647190891	0.659441793	0.58931169	0.459361768	0.455411353	0.34314345	0.655533046	0.391498796	0.375930618	0.380535124	0.353109466	0.389964499	0.380535125	0.375847283	0.599724735	0.609387019	0.455800279	0.352683189	0.399353881	0.381529667	0.58624154	0.378042124	0.597375933	0.65214874	0.406596295	0.63646635	0.424295895	0.384326193	0.367183885	0.648751488	0.339209214	0.374587616	0.300738236	0.380025615	0.452924259	0.392256381	0.595509498	0.651919899	0.415740549	0.306274086	0.286746537	0.659803178	0	0.398089394	0.391684296	0.143467684	0.32661076	0.263680143	0.254033067	0.173930235	0.35717153	0.882315079	0.893106425
Kohl-Grounhog-KPM-R102	0.304518893	0.372337112	0.569307475	0.338905221	0.652928751	0.555976382	0.656120329	0.527860155	0.619653338	0.268035779	0.427708464	0.298738835	0.6679382	0.349307102	0.341222564	0.329984378	0.293205653	0.342459018	0.32998438	0.33166221	0.598999117	0.610854259	0.489578901	0.312587017	0.370993555	0.331304186	0.582232641	0.33299989	0.5960972	0.662324019	0.380103016	0.643785143	0.394019697	0.350970452	0.328388389	0.659823674	0.183192132	0.246879363	0.222729224	0.158453596	0.279708019	0.204480219	0.570485122	0.537240101	0.2578787	0.230679105	0.228979318	0.531909544	0.398089394	0	0.148290357	0.347508661	0.24984248	0.258146551	0.267483006	0.34423345	0.333939705	0.915311066	0.92110094
Kohl-Grounhog-KPM-R103	0.286511819	0.357677278	0.56957032	0.32133149	0.626001885	0.507629939	0.632342206	0.476150733	0.594513671	0.156082822	0.394136659	0.239585259	0.646812251	0.282818944	0.290388809	0.277015442	0.232918525	0.291857327	0.277015444	0.28084098	0.570736412	0.584767529	0.463547167	0.258180358	0.325590423	0.27858843	0.550737135	0.280608495	0.567288045	0.645996648	0.336296611	0.624620202	0.333093956	0.284862043	0.256109433	0.637195161	0.080970126	0.327459321	0.131293604	0.04739093	0.25540811	0.106623232	0.525779712	0.483956943	0.192457271	0.145879613	0.148256	0.497160217	0.391684296	0.148290357	0	0.29268845	0.170775746	0.184306161	0.187677534	0.269266014	0.322083951	0.926363511	0.932345731
Kohl-Grounhog-KPM-R104	0.417386573	0.483545834	0.661897325	0.457060006	0.653469516	0.625698343	0.641980599	0.605610041	0.569517396	0.371040545	0.442685667	0.314206825	0.659639438	0.368801927	0.35186842	0.356785621	0.325296501	0.36754723	0.356785622	0.352290678	0.598049444	0.608720299	0.443102842	0.326038408	0.378532072	0.357922236	0.58307028	0.354060622	0.595447486	0.655483368	0.386736013	0.638444788	0.404975717	0.360823067	0.340881953	0.652226302	0.295361857	0.376088687	0.252228113	0.278743657	0.416207537	0.332065365	0.562275212	0.612471789	0.378690505	0.258983822	0.236540594	0.617335528	0.143467684	0.347508661	0.29268845	0	0.255435416	0.183851692	0.19675925	0.106812128	0.306416968	0.898992971	0.905679672
Kohl-Grounhog-KPM-R109	0.316694614	0.396689637	0.559464741	0.363606503	0.614700009	0.499663656	0.544706406	0.506844544	0.557410783	0.265760746	0.352171279	0.167507272	0.54922994	0.241816499	0.222691205	0.227650688	0.181479545	0.243214482	0.22765069	0.226513199	0.474410267	0.491712748	0.412921061	0.189952274	0.260964249	0.229299628	0.44973369	0.22448371	0.470156632	0.559202537	0.272610471	0.532349242	0.286019805	0.231627673	0.200656774	0.53686076	0.130801446	0.261925939	0.077235253	0.13067207	0.341810979	0.151147282	0.407336142	0.496296222	0.252302626	0.08808824	0.057753507	0.525042616	0.32661076	0.24984248	0.170775746	0.255435416	0	0.207242158	0.23208436	0.315262325	0.378109248	0.919980973	0.927083731
Kohl-Grounhog-KPM-R110	0.318223576	0.397724666	0.59050605	0.365984111	0.586930686	0.539325095	0.642004198	0.547167678	0.565400667	0.274235693	0.427583594	0.282529028	0.661340169	0.343752253	0.325513228	0.330699411	0.294772086	0.342904072	0.330699413	0.326585691	0.593981233	0.605735765	0.429091092	0.297033715	0.355671551	0.331990204	0.577382369	0.327748116	0.591106206	0.656632019	0.364905567	0.638159763	0.383322386	0.334943201	0.311888219	0.653248395	0.146266882	0.353707745	0.211516617	0.167733153	0.345268274	0.185472898	0.548347577	0.537398424	0.26026484	0.219484896	0.194189243	0.562557899	0.263680143	0.258146551	0.184306161	0.183851692	0.207242158	0	0.03489487	0.143236659	0.223375238	0.912798769	0.919888993
Kohl-Grounhog-KPM-R111	0.314942701	0.397073586	0.593579515	0.365440216	0.589772175	0.518561546	0.628826892	0.554146184	0.570556561	0.28830063	0.412053244	0.264900183	0.643663768	0.324336779	0.309176789	0.311239495	0.273986452	0.323887944	0.311239497	0.307683293	0.576100693	0.588460392	0.416861509	0.280370859	0.340223815	0.312577381	0.558638303	0.308284201	0.573076849	0.641079037	0.349726961	0.621636591	0.364260313	0.318440036	0.294489588	0.635084529	0.129160329	0.341458134	0.188294497	0.183221057	0.349946046	0.200124496	0.557787015	0.54141451	0.260097745	0.196623966	0.182034711	0.569141397	0.254033067	0.267483006	0.187677534	0.19675925	0.23208436	0.03489487	0	0.116966884	0.229042015	0.9115499	0.92014739
Kohl-Grounhog-KPM-R112	0.37984992	0.451080589	0.63696305	0.422976029	0.630139895	0.575006755	0.664688638	0.607611496	0.592492941	0.356644509	0.461457936	0.340113772	0.683445237	0.378902214	0.376414501	0.378832601	0.348315427	0.389259736	0.378832603	0.373715149	0.621287872	0.631375286	0.462626801	0.350775836	0.402110331	0.379933939	0.607124619	0.376080578	0.618827901	0.676607338	0.410015766	0.660561709	0.415435702	0.373582982	0.353990994	0.676526123	0.228546422	0.401439588	0.276716432	0.276984803	0.411989518	0.288930309	0.608039939	0.596167037	0.3360015	0.283215483	0.270581889	0.619519211	0.173930235	0.34423345	0.269266014	0.106812128	0.315262325	0.143236659	0.116966884	0	0.302666464	0.901111549	0.911469112
Kohl-Grounhog-KPM-R113	0.36613725	0.436351043	0.610771615	0.408757457	0.664732138	0.640150078	0.68736765	0.621549489	0.590506113	0.40314742	0.51010524	0.410641864	0.725755062	0.45461525	0.440593696	0.443298316	0.418141323	0.451937503	0.443298318	0.436919109	0.66785481	0.676029707	0.50890231	0.417494246	0.461956435	0.444209762	0.656433913	0.440709049	0.665866378	0.714993031	0.468555854	0.679022939	0.487874298	0.449869855	0.434938203	0.720243703	0.329659744	0.438239412	0.368659865	0.315024512	0.363802198	0.358383768	0.649738759	0.627941814	0.390878683	0.373605049	0.359888524	0.62277457	0.35717153	0.333939705	0.322083951	0.306416968	0.378109248	0.223375238	0.229042015	0.302666464	0	0.9083836	0.914055811
Kohl-LQ-Groundhog-KPM-G002	0.908139113	0.906179633	0.939661594	0.896513124	0.948089783	0.955160339	0.94773064	0.958993799	0.905384576	0.935169186	0.904146327	0.911875963	0.949985676	0.906870687	0.905438167	0.906240581	0.911898453	0.906649377	0.906240581	0.904022579	0.942152609	0.938912233	0.899821458	0.902958185	0.905930056	0.906476919	0.94190461	0.90607251	0.942108368	0.945223393	0.906088906	0.944885515	0.910831801	0.90634968	0.912670062	0.94986036	0.921425523	0.893036635	0.916571932	0.926346604	0.903079692	0.9254438	0.950811108	0.957800864	0.919177108	0.916692465	0.915530001	0.952951287	0.882315079	0.915311066	0.926363511	0.898992971	0.919980973	0.912798769	0.9115499	0.901111549	0.9083836	0	0.476344306
Kohl-LQ-Groundhog-KPM-G003	0.915998577	0.906353776	0.945048668	0.906762096	0.951077353	0.960910921	0.952882789	0.961460267	0.912963921	0.940436519	0.912816647	0.921429822	0.956556654	0.923336589	0.92131487	0.921865121	0.921655342	0.922205904	0.921865121	0.919790002	0.949363559	0.949513565	0.909339456	0.919070141	0.921688326	0.922074815	0.949164578	0.921707608	0.949328052	0.952097613	0.921809002	0.951826529	0.927336801	0.923060467	0.923450026	0.956456879	0.930197858	0.910018542	0.92555398	0.931642209	0.90967366	0.93208264	0.955386047	0.960773607	0.926648585	0.925457332	0.924594156	0.955909417	0.893106425	0.92110094	0.932345731	0.905679672	0.927083731	0.919888993	0.92014739	0.911469112	0.914055811	0.476344306	0
