	Kohl-Grounhog-KPM-R010	Kohl-Grounhog-KPM-R011	Kohl-Grounhog-KPM-R012	Kohl-Grounhog-KPM-R013	Kohl-Grounhog-KPM-R014	Kohl-Grounhog-KPM-R015	Kohl-Grounhog-KPM-R022	Kohl-Grounhog-KPM-R023	Kohl-Grounhog-KPM-R024	Kohl-Grounhog-KPM-R025	Kohl-Grounhog-KPM-R026	Kohl-Grounhog-KPM-R027	Kohl-Grounhog-KPM-R028	Kohl-Grounhog-KPM-R029	Kohl-Grounhog-KPM-R030	Kohl-Grounhog-KPM-R031	Kohl-Grounhog-KPM-R032	Kohl-Grounhog-KPM-R033	Kohl-Grounhog-KPM-R034	Kohl-Grounhog-KPM-R035	Kohl-Grounhog-KPM-R036	Kohl-Grounhog-KPM-R037	Kohl-Grounhog-KPM-R048	Kohl-Grounhog-KPM-R049	Kohl-Grounhog-KPM-R050	Kohl-Grounhog-KPM-R051	Kohl-Grounhog-KPM-R052	Kohl-Grounhog-KPM-R053	Kohl-Grounhog-KPM-R054	Kohl-Grounhog-KPM-R055	Kohl-Grounhog-KPM-R056	Kohl-Grounhog-KPM-R057	Kohl-Grounhog-KPM-R058	Kohl-Grounhog-KPM-R059	Kohl-Grounhog-KPM-R060	Kohl-Grounhog-KPM-R061	Kohl-Grounhog-KPM-R068	Kohl-Grounhog-KPM-R069	Kohl-Grounhog-KPM-R070	Kohl-Grounhog-KPM-R071	Kohl-Grounhog-KPM-R072	Kohl-Grounhog-KPM-R082	Kohl-Grounhog-KPM-R083	Kohl-Grounhog-KPM-R084	Kohl-Grounhog-KPM-R085	Kohl-Grounhog-KPM-R098	Kohl-Grounhog-KPM-R099	Kohl-Grounhog-KPM-R100	Kohl-Grounhog-KPM-R101	Kohl-Grounhog-KPM-R102	Kohl-Grounhog-KPM-R103	Kohl-Grounhog-KPM-R104	Kohl-Grounhog-KPM-R109	Kohl-Grounhog-KPM-R110	Kohl-Grounhog-KPM-R111	Kohl-Grounhog-KPM-R112	Kohl-Grounhog-KPM-R113	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003
Kohl-Grounhog-KPM-R010	0	0.041496559	0.161768233	0.05901111	0.142107413	0.138139042	0.160847447	0.161502967	0.243242333	0.23116734	0.151185768	0.151749992	0.250797728	0.155022419	0.143044199	0.166127287	0.170430444	0.164487997	0.171973915	0.189565064	0.247907152	0.237278509	0.226836369	0.226011177	0.219582047	0.200408581	0.252406396	0.191177558	0.252274098	0.165170613	0.190308806	0.177808315	0.234510403	0.156136948	0.218486691	0.25832875	0.044955362	0.05763997	0.160932087	0.157572314	0.115408323	0.160627417	0.248507321	0.171017568	0.125958043	0.181594627	0.158406928	0.20172519	0.150596526	0.159568474	0.195765554	0.166843908	0.11707315	0.157027525	0.162461203	0.236287858	0.188335246	0.347988239	0.329011676
Kohl-Grounhog-KPM-R011	0.041496559	0	0.202636974	0.100059037	0.182961503	0.179130811	0.201701536	0.202357056	0.265690363	0.25360952	0.177246494	0.184472672	0.285827033	0.179053709	0.165330661	0.19160952	0.195947097	0.190004651	0.197490569	0.22409098	0.282936457	0.272307813	0.253358236	0.252450085	0.254107171	0.234909159	0.287450353	0.225732455	0.287318055	0.197987353	0.224833929	0.212365052	0.269051882	0.190662071	0.253007241	0.293372707	0.046986563	0.098518604	0.201786176	0.198442767	0.156277064	0.201481506	0.283014976	0.211871657	0.166812132	0.204033991	0.139552615	0.240740771	0.113632632	0.182007837	0.234781134	0.129847304	0.139528878	0.136650756	0.125359252	0.195127346	0.150767837	0.370420073	0.34916134
Kohl-Grounhog-KPM-R012	0.161768233	0.202636974	0	0.103173411	0.027868868	0.02730876	0.00914417	0.008312825	0.297396919	0.300579148	0.20553363	0.208416613	0.132223411	0.212391171	0.229467168	0.215023976	0.218941144	0.205810738	0.21429431	0.17993229	0.128979928	0.119267814	0.195960871	0.193112566	0.15472459	0.160725757	0.134598503	0.184005268	0.133837136	0.185137768	0.16115685	0.175484133	0.176769275	0.178343719	0.170916182	0.139579343	0.158132505	0.104770125	0.007700713	0.0101051	0.049624889	0.007835106	0.136307937	0.02580997	0.038925971	0.267050583	0.307974256	0.057774758	0.305490985	0.274263402	0.064693659	0.32313604	0.208930634	0.205894459	0.319205792	0.393566794	0.345520135	0.366718212	0.338460583
Kohl-Grounhog-KPM-R013	0.05901111	0.100059037	0.103173411	0	0.08349794	0.079529568	0.102237973	0.102893493	0.25031348	0.238251398	0.158444618	0.15885679	0.205694872	0.162239368	0.150899062	0.17252702	0.177201803	0.167158657	0.176037266	0.156353489	0.202804295	0.192175652	0.201803906	0.200895755	0.175726297	0.156528284	0.207869981	0.159698912	0.207185893	0.149742801	0.146453055	0.144521207	0.191127668	0.133051414	0.177595487	0.213240546	0.059122608	0.004097835	0.102322613	0.098979204	0.056813501	0.102017943	0.204612372	0.115551616	0.067348569	0.188635379	0.212953466	0.14739189	0.207071896	0.178564528	0.141432254	0.224430751	0.124130266	0.158377507	0.220497223	0.294896767	0.246814847	0.342991749	0.322630068
Kohl-Grounhog-KPM-R014	0.142107413	0.182961503	0.027868868	0.08349794	0	0.006120343	0.02413632	0.025481041	0.27740064	0.280700676	0.188515202	0.190002536	0.145734962	0.196562827	0.211512778	0.201327242	0.205188196	0.19205779	0.200621149	0.166179342	0.136753457	0.126106136	0.182090117	0.179359618	0.140971643	0.14697281	0.149496364	0.17025232	0.145489387	0.17138482	0.147403903	0.161731185	0.187275122	0.164583445	0.157169717	0.155807532	0.138389449	0.085009275	0.028792925	0.03120969	0.032625741	0.029051012	0.149308869	0.034962198	0.01676236	0.24602552	0.285601999	0.06683962	0.278041857	0.24899951	0.061181976	0.295524386	0.181495536	0.189127555	0.291594138	0.36595514	0.317961988	0.370598887	0.338891084
Kohl-Grounhog-KPM-R015	0.138139042	0.179130811	0.02730876	0.079529568	0.006120343	0	0.023775112	0.025105523	0.273694316	0.276876545	0.184118573	0.185424333	0.145243	0.192122304	0.207072255	0.196749039	0.200609993	0.187479588	0.196042946	0.161738819	0.139957661	0.129241106	0.1777674	0.174919095	0.136531119	0.142532286	0.148886162	0.165764696	0.144938527	0.166944297	0.142963379	0.157234503	0.185586042	0.160142922	0.155171589	0.15519733	0.133948925	0.080991566	0.028358237	0.030834172	0.02880161	0.028675494	0.149048712	0.040784187	0.012480248	0.241584997	0.281161475	0.072691429	0.278466296	0.247717664	0.067033785	0.296565217	0.182085931	0.19181828	0.292620177	0.366936801	0.319002819	0.369002188	0.337546505
Kohl-Grounhog-KPM-R022	0.160847447	0.201701536	0.00914417	0.102237973	0.02413632	0.023775112	0	0.001890536	0.295931381	0.299447271	0.207265204	0.208822571	0.132348312	0.215382862	0.230332814	0.220147277	0.224008231	0.210877826	0.219441184	0.185002695	0.127025284	0.116573032	0.200762437	0.198179653	0.159791678	0.165792845	0.136420385	0.189072355	0.132888119	0.190204855	0.166223938	0.180523106	0.184384883	0.183403481	0.175983269	0.143019254	0.157263802	0.10382931	0.006191515	0.00865036	0.051372336	0.006553378	0.136204877	0.021338121	0.035091759	0.264845556	0.304412973	0.053100546	0.301734067	0.270255733	0.060737021	0.319077964	0.205034836	0.20264875	0.31523436	0.389622393	0.34150485	0.372880677	0.339797964
Kohl-Grounhog-KPM-R023	0.161502967	0.202357056	0.008312825	0.102893493	0.025481041	0.025105523	0.001890536	0	0.296893089	0.300054407	0.208111994	0.209555433	0.131427643	0.216115724	0.231065676	0.220880139	0.224741093	0.211610688	0.220174046	0.185735558	0.126756483	0.116304231	0.201760821	0.198912515	0.16049488	0.166525707	0.136003192	0.189805217	0.13318288	0.190908057	0.16689748	0.181284082	0.18424594	0.184136343	0.176716131	0.142673986	0.157942346	0.104562172	0.004490322	0.006823441	0.05202293	0.004768282	0.135244675	0.020587171	0.036377417	0.265578418	0.305602143	0.052327668	0.303118797	0.271514737	0.061996025	0.320391286	0.20638998	0.203537985	0.316529068	0.390952805	0.342785393	0.373222131	0.340107211
Kohl-Grounhog-KPM-R024	0.243242333	0.265690363	0.297396919	0.25031348	0.27740064	0.273694316	0.295931381	0.296893089	0	0.03139041	0.192481477	0.204610691	0.341063289	0.189661664	0.200814702	0.204146322	0.19821448	0.222699246	0.210906127	0.262042998	0.340898202	0.336182542	0.284773553	0.288350433	0.292584334	0.272730273	0.3338467	0.267778024	0.338064709	0.233318126	0.262083718	0.248146815	0.335316537	0.231352012	0.29221336	0.338610557	0.285968039	0.249012609	0.296295363	0.295151066	0.259153124	0.296054634	0.321097069	0.306418654	0.261460956	0.090981885	0.153481199	0.320732006	0.200658418	0.092134616	0.312228887	0.239772131	0.160625339	0.385282702	0.214098516	0.265299446	0.266951875	0.39728484	0.375946343
Kohl-Grounhog-KPM-R025	0.23116734	0.25360952	0.300579148	0.238251398	0.280700676	0.276876545	0.299447271	0.300054407	0.03139041	0	0.194015557	0.205135702	0.345386198	0.1870935	0.189874539	0.206992501	0.201988617	0.227022155	0.215229036	0.266365907	0.345221112	0.340505452	0.289709888	0.292673343	0.296486291	0.277053182	0.338169609	0.267735525	0.342387618	0.23772804	0.265749439	0.252491263	0.324361938	0.231266946	0.294284967	0.342933466	0.273887197	0.236986085	0.29953191	0.296116468	0.25435298	0.299220679	0.324387934	0.309590935	0.26457845	0.080452457	0.14250736	0.323893324	0.190734489	0.079971055	0.315390204	0.229816362	0.150095911	0.374226275	0.203033907	0.254234837	0.258078293	0.387730926	0.367967453
Kohl-Grounhog-KPM-R026	0.151185768	0.177246494	0.20553363	0.158444618	0.188515202	0.184118573	0.207265204	0.208111994	0.192481477	0.194015557	0	0.032747643	0.180402186	0.013448582	0.037545295	0.046545	0.043959097	0.050772818	0.065369139	0.089050052	0.181420307	0.17291522	0.122290813	0.116503182	0.110652247	0.091482048	0.149934377	0.093014694	0.162152155	0.10538179	0.106152713	0.113358754	0.150687902	0.079925075	0.122922189	0.154520038	0.193160478	0.156807605	0.207392363	0.204197704	0.164889972	0.207204568	0.227658289	0.217626595	0.172457525	0.138998687	0.184750041	0.231896506	0.197143641	0.180216145	0.224432707	0.215404033	0.102262011	0.293409842	0.229090926	0.296320838	0.257057861	0.380589536	0.360230121
Kohl-Grounhog-KPM-R027	0.151749992	0.184472672	0.208416613	0.15885679	0.190002536	0.185424333	0.208822571	0.209555433	0.204610691	0.205135702	0.032747643	0	0.150341127	0.036313259	0.040004852	0.036957221	0.047900496	0.068667917	0.083193527	0.104681136	0.151359249	0.142854161	0.143970879	0.137902509	0.116210526	0.104145407	0.133410442	0.107561091	0.13762845	0.121800153	0.121521538	0.128916457	0.132623152	0.094244835	0.138356948	0.138174299	0.19373543	0.157383325	0.208835803	0.205627531	0.166789823	0.208648008	0.233292466	0.219070035	0.173923834	0.15130785	0.196957136	0.233339945	0.209782808	0.192872534	0.225432935	0.228042433	0.114918085	0.293984795	0.241287937	0.308517848	0.26969885	0.388898943	0.367841509
Kohl-Grounhog-KPM-R028	0.250797728	0.285827033	0.132223411	0.205694872	0.145734962	0.145243	0.132348312	0.131427643	0.341063289	0.345386198	0.180402186	0.150341127	0	0.186258932	0.189965037	0.175417726	0.192260706	0.184344839	0.207899993	0.166671742	0.010962769	0.023693768	0.185358592	0.177350067	0.123008896	0.136109408	0.048741141	0.171393219	0.021104467	0.21414971	0.16401088	0.198233167	0.114778386	0.187234312	0.162432308	0.029680336	0.252144157	0.206282245	0.130601374	0.13362175	0.165174937	0.130638267	0.175705076	0.138321611	0.154114429	0.294460478	0.330187027	0.154380016	0.335948517	0.318651385	0.164269813	0.354347672	0.241694461	0.290304606	0.368256171	0.437877848	0.394968106	0.416276964	0.383802068
Kohl-Grounhog-KPM-R029	0.155022419	0.179053709	0.212391171	0.162239368	0.196562827	0.192122304	0.215382862	0.216115724	0.189661664	0.1870935	0.013448582	0.036313259	0.186258932	0	0.028203114	0.048416136	0.045536685	0.054954683	0.068823141	0.091038903	0.187238328	0.178690112	0.12528612	0.118548551	0.109996203	0.090516683	0.153340466	0.09302554	0.167831497	0.10693374	0.107324361	0.115145187	0.145803818	0.079195819	0.124451033	0.157425864	0.196855696	0.160344193	0.215396094	0.212197826	0.167518154	0.215208299	0.233887525	0.225630326	0.180484125	0.134533901	0.180532499	0.239900236	0.193039878	0.176115991	0.231451522	0.211299503	0.098666737	0.297105061	0.224190256	0.291231393	0.252954098	0.379861097	0.362867756
Kohl-Grounhog-KPM-R030	0.143044199	0.165330661	0.229467168	0.150899062	0.211512778	0.207072255	0.230332814	0.231065676	0.200814702	0.189874539	0.037545295	0.040004852	0.189965037	0.028203114	0	0.05174206	0.057830893	0.074431728	0.088508694	0.118731098	0.190816311	0.182296326	0.150119621	0.143774796	0.129935148	0.117877849	0.167874094	0.120715015	0.172045644	0.134886966	0.13524444	0.143024016	0.142410404	0.107110076	0.152390228	0.172637951	0.184691715	0.148360506	0.230346045	0.227131378	0.183379427	0.23015825	0.252480823	0.240580277	0.195434077	0.120846619	0.166838822	0.254850188	0.176796526	0.16222163	0.246508173	0.195056151	0.084851771	0.28494108	0.207954194	0.275102029	0.236718035	0.3771144	0.358934193
Kohl-Grounhog-KPM-R031	0.166127287	0.19160952	0.215023976	0.17252702	0.201327242	0.196749039	0.220147277	0.220880139	0.204146322	0.206992501	0.046545	0.036957221	0.175417726	0.048416136	0.05174206	0	0.017930912	0.039047109	0.050835717	0.087284652	0.176380724	0.167966124	0.113311132	0.110811529	0.120319005	0.112629167	0.16181001	0.09259237	0.166087919	0.103677431	0.128933206	0.111655584	0.132219052	0.105709221	0.121926364	0.165849667	0.207475219	0.171011964	0.220160508	0.217812426	0.176849272	0.219972713	0.245355127	0.23039474	0.18524854	0.158205112	0.19971267	0.244664651	0.21258308	0.195655583	0.236478581	0.230842704	0.119201423	0.307724583	0.243807327	0.311037238	0.2724973	0.369374154	0.361757416
Kohl-Grounhog-KPM-R032	0.170430444	0.195947097	0.218941144	0.177201803	0.205188196	0.200609993	0.224008231	0.224741093	0.19821448	0.201988617	0.043959097	0.047900496	0.192260706	0.045536685	0.057830893	0.017930912	0	0.03051356	0.0367175	0.078825871	0.193223705	0.184850913	0.104940136	0.102540658	0.12493023	0.111987105	0.175046887	0.08484964	0.179321167	0.094980669	0.128574899	0.108254563	0.138048169	0.105898471	0.11390879	0.179079287	0.21226413	0.175901	0.224021463	0.222567748	0.181666256	0.223833667	0.24751523	0.234255694	0.189109494	0.149834014	0.195112302	0.248525605	0.207982711	0.191055215	0.240216421	0.226242336	0.112858294	0.312513495	0.23913309	0.306313755	0.267896931	0.366869053	0.359298314
Kohl-Grounhog-KPM-R033	0.164487997	0.190004651	0.205810738	0.167158657	0.19205779	0.187479588	0.210877826	0.211610688	0.222699246	0.227022155	0.050772818	0.068667917	0.184344839	0.054954683	0.074431728	0.039047109	0.03051356	0	0.024218023	0.054202464	0.185261378	0.176825874	0.076583417	0.072579788	0.110408041	0.092314862	0.157000278	0.05872412	0.165739376	0.0706422	0.108643097	0.08555919	0.11729553	0.086021258	0.088005232	0.161045376	0.203374595	0.165713599	0.210891057	0.212436732	0.17153524	0.211003201	0.231085236	0.221125289	0.177155975	0.172980269	0.219423906	0.2353952	0.232294315	0.215366819	0.227307621	0.25055394	0.136997206	0.302476281	0.263617054	0.330846966	0.292208535	0.36451684	0.356311162
Kohl-Grounhog-KPM-R034	0.171973915	0.197490569	0.21429431	0.176037266	0.200621149	0.196042946	0.219441184	0.220174046	0.210906127	0.215229036	0.065369139	0.083193527	0.207899993	0.068823141	0.088508694	0.050835717	0.0367175	0.024218023	0	0.068547562	0.208862991	0.200322966	0.07567704	0.078543997	0.133595024	0.115211109	0.180510534	0.07096485	0.189319222	0.078167685	0.11621852	0.093158564	0.13765754	0.093526664	0.090709342	0.184542934	0.211099593	0.174586276	0.219454416	0.221300029	0.180318751	0.219866498	0.239009766	0.229688647	0.186042141	0.161413004	0.207975704	0.243958558	0.220846113	0.203918616	0.235747865	0.239314397	0.127402235	0.311348958	0.252045737	0.319275648	0.280760333	0.360650551	0.352729107
Kohl-Grounhog-KPM-R035	0.189565064	0.22409098	0.17993229	0.156353489	0.166179342	0.161738819	0.185002695	0.185735558	0.262042998	0.266365907	0.089050052	0.104681136	0.166671742	0.091038903	0.118731098	0.087284652	0.078825871	0.054202464	0.068547562	0	0.16763474	0.159094715	0.071311608	0.066979389	0.068446937	0.050041067	0.119562664	0.015405794	0.148090971	0.053447326	0.058137511	0.040961768	0.090288764	0.066044934	0.042665098	0.136995076	0.193112768	0.156570368	0.185015927	0.186874116	0.145976232	0.185444194	0.196506143	0.195250159	0.151596968	0.21256047	0.259228675	0.20952007	0.272099084	0.255175197	0.201260131	0.290358709	0.177128701	0.282180799	0.303249463	0.370479374	0.332013304	0.365435465	0.352094187
Kohl-Grounhog-KPM-R036	0.247907152	0.282936457	0.128979928	0.202804295	0.136753457	0.139957661	0.127025284	0.126756483	0.340898202	0.345221112	0.181420307	0.151359249	0.010962769	0.187238328	0.190816311	0.176380724	0.193223705	0.185261378	0.208862991	0.16763474	0	0.01585957	0.18632159	0.178313065	0.123980964	0.137053823	0.04945352	0.172356217	0.019543769	0.215121778	0.164973878	0.199196165	0.115823355	0.18819731	0.163395307	0.030725461	0.24929021	0.203428298	0.127846095	0.130686658	0.160233075	0.127882988	0.176205275	0.129474736	0.148894276	0.294914074	0.327972381	0.144802662	0.329232562	0.31351262	0.154414301	0.345787278	0.233570325	0.281323101	0.358544187	0.431585203	0.385256122	0.415799823	0.383600351
Kohl-Grounhog-KPM-R037	0.237278509	0.272307813	0.119267814	0.192175652	0.126106136	0.129241106	0.116573032	0.116304231	0.336182542	0.340505452	0.17291522	0.142854161	0.023693768	0.178690112	0.182296326	0.167966124	0.184850913	0.176825874	0.200322966	0.159094715	0.01585957	0	0.177948799	0.169898465	0.115419171	0.128513797	0.041166525	0.163858	0.023283914	0.206727219	0.156433853	0.190823374	0.107334462	0.179657285	0.155022515	0.032650268	0.238573656	0.192649031	0.11721403	0.120234406	0.150256658	0.117250923	0.169809364	0.118696128	0.138177722	0.285735414	0.323113905	0.136052527	0.324336207	0.308796961	0.145942693	0.341140851	0.221883297	0.270675779	0.352622151	0.426938776	0.378997467	0.411752161	0.379308658
Kohl-Grounhog-KPM-R048	0.226836369	0.253358236	0.195960871	0.201803906	0.182090117	0.1777674	0.200762437	0.201760821	0.284773553	0.289709888	0.122290813	0.143970879	0.185358592	0.12528612	0.150119621	0.113311132	0.104940136	0.076583417	0.07567704	0.071311608	0.18632159	0.177948799	0	0.009280429	0.107915881	0.110289112	0.152704895	0.06700843	0.166806845	0.107153251	0.119943622	0.108133652	0.111866761	0.131293022	0.066959213	0.156749993	0.238507401	0.202115188	0.201041191	0.203792801	0.175804678	0.202369274	0.219220536	0.211275422	0.17569401	0.235256773	0.281704185	0.225539673	0.294533454	0.277657102	0.217556246	0.312793079	0.199566778	0.303316134	0.325956507	0.393186418	0.354449497	0.358219447	0.342556769
Kohl-Grounhog-KPM-R049	0.226011177	0.252450085	0.193112566	0.200895755	0.179359618	0.174919095	0.198179653	0.198912515	0.288350433	0.292673343	0.116503182	0.137902509	0.177350067	0.118548551	0.143774796	0.110811529	0.102540658	0.072579788	0.078543997	0.066979389	0.178313065	0.169898465	0.009280429	0	0.099746846	0.103301615	0.144057326	0.063381352	0.158801948	0.106028764	0.118326314	0.106925787	0.102629791	0.129675714	0.063149098	0.148102424	0.237642708	0.20115037	0.198192885	0.200644557	0.174939985	0.199221029	0.216359498	0.208427117	0.174838697	0.238421022	0.284887427	0.222697027	0.297757836	0.280840344	0.214658695	0.316017461	0.202573931	0.300612298	0.329131643	0.396361554	0.357673878	0.360110432	0.344536379
Kohl-Grounhog-KPM-R050	0.219582047	0.254107171	0.15472459	0.175726297	0.140971643	0.136531119	0.159791678	0.16049488	0.292584334	0.296486291	0.110652247	0.116210526	0.123008896	0.109996203	0.129935148	0.120319005	0.12493023	0.110408041	0.133595024	0.068446937	0.123980964	0.115419171	0.107915881	0.099746846	0	0.023135158	0.074563723	0.066930777	0.104482544	0.096831131	0.044584258	0.084233438	0.084581815	0.06951918	0.051178988	0.093390277	0.221803692	0.176328431	0.15980491	0.158412107	0.134914703	0.159617114	0.16670405	0.170039141	0.133223572	0.243594548	0.289991533	0.184309052	0.302821926	0.28594445	0.175868545	0.32108155	0.2075997	0.278384495	0.333981415	0.401030759	0.362745257	0.379371273	0.360121585
Kohl-Grounhog-KPM-R051	0.200408581	0.234909159	0.160725757	0.156528284	0.14697281	0.142532286	0.165792845	0.166525707	0.272730273	0.277053182	0.091482048	0.104145407	0.136109408	0.090516683	0.117877849	0.112629167	0.111987105	0.092314862	0.115211109	0.050041067	0.137053823	0.128513797	0.110289112	0.103301615	0.023135158	0	0.087649724	0.051837838	0.117549961	0.080070554	0.027970118	0.066773994	0.099195411	0.051900636	0.058357196	0.106476277	0.2026557	0.157158617	0.165806076	0.167951629	0.127050137	0.166518098	0.172960647	0.176040308	0.132693741	0.223857611	0.270499809	0.190310219	0.283370218	0.266442722	0.18187792	0.301629843	0.187961598	0.278261757	0.314520596	0.381578148	0.343284438	0.382213357	0.360014099
Kohl-Grounhog-KPM-R052	0.252406396	0.287450353	0.134598503	0.207869981	0.149496364	0.148886162	0.136420385	0.136003192	0.3338467	0.338169609	0.149934377	0.133410442	0.048741141	0.153340466	0.167874094	0.16181001	0.175046887	0.157000278	0.180510534	0.119562664	0.04945352	0.041166525	0.152704895	0.144057326	0.074563723	0.087649724	0	0.122922651	0.031591148	0.165704537	0.115523986	0.149742645	0.073642419	0.13874379	0.113941786	0.022410917	0.253811432	0.208454941	0.136003329	0.138448304	0.166236046	0.136040222	0.157601187	0.143544486	0.157481696	0.27810168	0.322755395	0.157985989	0.334593742	0.317666246	0.165509191	0.352992897	0.238964409	0.292032734	0.366901396	0.434131307	0.394507962	0.407144688	0.376358375
Kohl-Grounhog-KPM-R053	0.191177558	0.225732455	0.184005268	0.159698912	0.17025232	0.165764696	0.189072355	0.189805217	0.267778024	0.267735525	0.093014694	0.107561091	0.171393219	0.09302554	0.120715015	0.09259237	0.08484964	0.05872412	0.07096485	0.015405794	0.172356217	0.163858	0.06700843	0.063381352	0.066930777	0.051837838	0.122922651	0	0.152841472	0.059101515	0.058923518	0.05182667	0.080637881	0.066842294	0.031810284	0.141749204	0.19642071	0.15987831	0.189085587	0.18588371	0.142878073	0.188897792	0.200708232	0.199319819	0.154173618	0.214887626	0.260886224	0.213589729	0.273687831	0.256767553	0.205231299	0.291947456	0.17948286	0.279583786	0.304838209	0.371969629	0.333602051	0.360020382	0.346920719
Kohl-Grounhog-KPM-R054	0.252274098	0.287318055	0.133837136	0.207185893	0.145489387	0.144938527	0.132888119	0.13318288	0.338064709	0.342387618	0.162152155	0.13762845	0.021104467	0.167831497	0.172045644	0.166087919	0.179321167	0.165739376	0.189319222	0.148090971	0.019543769	0.023283914	0.166806845	0.158801948	0.104482544	0.117549961	0.031591148	0.152841472	0	0.195623359	0.145442807	0.179652396	0.097345545	0.168653541	0.143851537	0.012490722	0.253679134	0.207817222	0.135351725	0.138023826	0.163080044	0.135753121	0.171359763	0.140948778	0.153563732	0.281689549	0.324996071	0.155218689	0.332992783	0.31529377	0.1622774	0.351391938	0.236591934	0.289384364	0.365300437	0.432530349	0.392135486	0.411500871	0.381126947
Kohl-Grounhog-KPM-R055	0.165170613	0.197987353	0.185137768	0.149742801	0.17138482	0.166944297	0.190204855	0.190908057	0.233318126	0.23772804	0.10538179	0.121800153	0.21414971	0.10693374	0.134886966	0.103677431	0.094980669	0.0706422	0.078167685	0.053447326	0.215121778	0.206727219	0.107153251	0.106028764	0.096831131	0.080070554	0.165704537	0.059101515	0.195623359	0	0.067831565	0.025772162	0.139337938	0.046257743	0.070986491	0.184531091	0.188103571	0.148505542	0.191115792	0.193863334	0.152989983	0.192429803	0.193931914	0.200452319	0.158614827	0.184779203	0.234336147	0.214722229	0.245507125	0.228004655	0.206591042	0.264204935	0.150952224	0.285773882	0.276754877	0.342876844	0.305562769	0.356880857	0.347275285
Kohl-Grounhog-KPM-R056	0.190308806	0.224833929	0.16115685	0.146453055	0.147403903	0.142963379	0.166223938	0.16689748	0.262083718	0.265749439	0.106152713	0.121521538	0.16401088	0.107324361	0.13524444	0.128933206	0.128574899	0.108643097	0.11621852	0.058137511	0.164973878	0.156433853	0.119943622	0.118326314	0.044584258	0.027970118	0.115523986	0.058923518	0.145442807	0.067831565	0	0.052002308	0.119513409	0.034945645	0.061797774	0.134350539	0.192536023	0.147053376	0.16623717	0.164592979	0.123711495	0.166049374	0.167482306	0.176471401	0.131341385	0.212798019	0.259241443	0.190741312	0.272305644	0.25519436	0.182309013	0.291003454	0.17805513	0.271419001	0.303558864	0.370287196	0.332366756	0.373180602	0.352459424
Kohl-Grounhog-KPM-R057	0.177808315	0.212365052	0.175484133	0.144521207	0.161731185	0.157234503	0.180523106	0.181284082	0.248146815	0.252491263	0.113358754	0.128916457	0.198233167	0.115145187	0.143024016	0.111655584	0.108254563	0.08555919	0.093158564	0.040961768	0.199196165	0.190823374	0.108133652	0.106925787	0.084233438	0.066773994	0.149742645	0.05182667	0.179652396	0.025772162	0.052002308	0	0.130479326	0.046944461	0.063395032	0.168556501	0.181340253	0.14494804	0.181462157	0.184209699	0.143336347	0.182776168	0.182854806	0.190798683	0.148938322	0.199128529	0.246438417	0.205068594	0.259890755	0.242388286	0.196970237	0.278588566	0.165281537	0.278247966	0.291138508	0.357293306	0.319924861	0.360333388	0.348560713
Kohl-Grounhog-KPM-R058	0.234510403	0.269051882	0.176769275	0.191127668	0.187275122	0.185586042	0.184384883	0.18424594	0.335316537	0.324361938	0.150687902	0.132623152	0.114778386	0.145803818	0.142410404	0.132219052	0.138048169	0.11729553	0.13765754	0.090288764	0.115823355	0.107334462	0.111866761	0.102629791	0.084581815	0.099195411	0.073642419	0.080637881	0.097345545	0.139337938	0.119513409	0.130479326	0	0.138983863	0.072883765	0.085159767	0.236699629	0.191218796	0.182068296	0.178569253	0.176185378	0.181515997	0.199238364	0.192083826	0.185586369	0.261674714	0.307670531	0.206499538	0.318972379	0.303049725	0.207768968	0.337159824	0.225687093	0.277874834	0.350104713	0.417091714	0.378814419	0.369919681	0.355498213
Kohl-Grounhog-KPM-R059	0.156136948	0.190662071	0.178343719	0.133051414	0.164583445	0.160142922	0.183403481	0.184136343	0.231352012	0.231266946	0.079925075	0.094244835	0.187234312	0.079195819	0.107110076	0.105709221	0.105898471	0.086021258	0.093526664	0.066044934	0.18819731	0.179657285	0.131293022	0.129675714	0.06951918	0.051900636	0.13874379	0.066842294	0.168653541	0.046257743	0.034945645	0.046944461	0.138983863	0	0.073327516	0.157557646	0.175470243	0.131296864	0.183416712	0.180342251	0.137186039	0.183228917	0.187406856	0.193650944	0.148504743	0.178464601	0.224840266	0.207920855	0.238060937	0.220774429	0.19947214	0.256729804	0.143969785	0.268374414	0.269301579	0.335761814	0.298105862	0.369079865	0.352402561
Kohl-Grounhog-KPM-R060	0.218486691	0.253007241	0.170916182	0.177595487	0.157169717	0.155171589	0.175983269	0.176716131	0.29221336	0.294284967	0.122922189	0.138356948	0.162432308	0.124451033	0.152390228	0.121926364	0.11390879	0.088005232	0.090709342	0.042665098	0.163395307	0.155022515	0.066959213	0.063149098	0.051178988	0.058357196	0.113941786	0.031810284	0.143851537	0.070986491	0.061797774	0.063395032	0.072883765	0.073327516	0	0.132755642	0.220719339	0.177936613	0.175996501	0.172824936	0.15177104	0.175808706	0.183533358	0.186230732	0.155171915	0.241632774	0.287873807	0.200500643	0.300719776	0.283826724	0.192051929	0.319190379	0.206430833	0.273444128	0.331873799	0.398914936	0.360637641	0.363126961	0.348436159
