	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003	Kohl-LQ-Groundhog-KPM-G013	Kohl-LQ-Groundhog-KPM-G014	Kohl-LQ-Groundhog-KPM-G015	Kohl-LQ-Groundhog-KPM-G016	Kohl-LQ-Groundhog-KPM-G017	Kohl-LQ-Groundhog-KPM-G018	Kohl-LQ-Groundhog-KPM-G019	Kohl-LQ-Groundhog-KPM-G020	Kohl-LQ-Groundhog-KPM-G030	Kohl-LQ-Groundhog-KPM-G031	Kohl-LQ-Groundhog-KPM-G032	Kohl-LQ-Groundhog-KPM-G033	Kohl-LQ-Groundhog-KPM-G034	Kohl-LQ-Groundhog-KPM-G035	Kohl-LQ-Groundhog-KPM-G036	Kohl-LQ-Groundhog-KPM-G037	Kohl-LQ-Groundhog-KPM-G038	Kohl-LQ-Groundhog-KPM-G048	Kohl-LQ-Groundhog-KPM-G049	Kohl-LQ-Groundhog-KPM-G050	Kohl-LQ-Groundhog-KPM-G051	Kohl-LQ-Groundhog-KPM-G052	Kohl-LQ-Groundhog-KPM-G053	Kohl-LQ-Groundhog-KPM-G054	Kohl-LQ-Groundhog-KPM-G055	Kohl-LQ-Groundhog-KPM-G056	Kohl-LQ-Groundhog-KPM-G066	Kohl-LQ-Groundhog-KPM-G067	Kohl-LQ-Groundhog-KPM-G068	Kohl-LQ-Groundhog-KPM-G069	Kohl-LQ-Groundhog-KPM-G070	Kohl-LQ-Groundhog-KPM-G071	Kohl-LQ-Groundhog-KPM-G072	Kohl-LQ-Groundhog-KPM-G073	Kohl-LQ-Groundhog-KPM-G074	Kohl-LQ-Groundhog-KPM-G084	Kohl-LQ-Groundhog-KPM-G085	Kohl-LQ-Groundhog-KPM-G086	Kohl-LQ-Groundhog-KPM-G087	Kohl-LQ-Groundhog-KPM-G088	Kohl-LQ-Groundhog-KPM-G089	Kohl-LQ-Groundhog-KPM-G090	Kohl-LQ-Groundhog-KPM-G091	Kohl-LQ-Groundhog-KPM-G092	Kohl-LQ-Groundhog-KPM-G102	Kohl-LQ-Groundhog-KPM-G103	Kohl-LQ-Groundhog-KPM-G104	Kohl-LQ-Groundhog-KPM-G105	Kohl-LQ-Groundhog-KPM-G106	Kohl-LQ-Groundhog-KPM-G107	Kohl-LQ-Groundhog-KPM-G108	Kohl-LQ-Groundhog-KPM-G109	Kohl-LQ-Groundhog-KPM-G110
Kohl-LQ-Groundhog-KPM-G087	0.345198645	0.336659727	0.139616014	0.075157893	0.115047447	0.23533755	0.059957168	0.122724353	0.190636801	0.381707212	0.146239762	0.210097033	0.163612922	0.097889598	0.04994874	0.095587489	0.113758527	0.191223744	0.110318401	0.093334068	0.20620073	0.129877592	0.088075185	0.177724805	0.123486021	0.146316068	0.188163907	0.261490434	0.107347692	0.090815652	0.041372635	0.148044642	0.18896629	0.153557121	0.105660926	0.201330412	0.097025092	0.119040981	0.093495905	0.030558312	0	0.214433803	0.12847378	0.105168263	0.203736137	0.108186427	0.164034689	0.11276993	0.118872699	0.127666751	0.130873692	0.191431157	0.330407668	0.336486507	0.304015324
Kohl-LQ-Groundhog-KPM-G088	0.397279312	0.364483246	0.222430273	0.239045164	0.123605037	0.318684778	0.18294844	0.246660015	0.059246394	0.487335351	0.184106701	0.030606046	0.193525255	0.224787688	0.196803693	0.210166598	0.242830419	0.061911338	0.241715175	0.178293677	0.039464685	0.147660637	0.185692259	0.147629563	0.147861676	0.202985012	0.064359939	0.345657496	0.13791045	0.164330972	0.188616324	0.201021974	0.06526606	0.178522829	0.136022942	0.036775132	0.139073739	0.127642973	0.165645517	0.202171119	0.214433803	0	0.185146873	0.204562386	0.034878463	0.139951075	0.188912545	0.145933492	0.221844575	0.197164088	0.233859195	0.093996826	0.310530334	0.340037799	0.303288616
Kohl-LQ-Groundhog-KPM-G089	0.37518155	0.354036386	0.076563766	0.114740665	0.111571545	0.218576694	0.141495475	0.162304787	0.199124673	0.369617473	0.115243903	0.165078473	0.095615295	0.142518724	0.113406189	0.127280591	0.158454912	0.197242544	0.156868434	0.112913202	0.216195871	0.127985649	0.128043354	0.148319506	0.064427712	0.073418544	0.197742787	0.304318902	0.101644089	0.171314888	0.140597803	0.077645417	0.19860054	0.069744345	0.081881416	0.211075227	0.083115217	0.073023235	0.176683907	0.141957324	0.12847378	0.185146873	0	0.107450469	0.213677023	0.073487958	0.14926525	0.097631119	0.124670785	0.188970117	0.117280467	0.188380283	0.33891938	0.342824913	0.314365479
Kohl-LQ-Groundhog-KPM-G090	0.335163253	0.329699365	0.070703668	0.094407673	0.137822469	0.195533408	0.150799781	0.175491628	0.214041833	0.352913917	0.134549698	0.199973309	0.153900269	0.105128847	0.144247256	0.092563421	0.171085455	0.210976209	0.170024962	0.130298645	0.230377259	0.15402683	0.091148539	0.123247069	0.12122239	0.145571959	0.212456199	0.296573875	0.137483362	0.178321278	0.1179855	0.147080115	0.213078208	0.153070748	0.114409991	0.22588893	0.110421514	0.110508728	0.184201325	0.112252461	0.105168263	0.204562386	0.107450469	0	0.228270771	0.089163159	0.120410513	0.128469531	0.020266978	0.201939785	0.059073995	0.200610668	0.304968568	0.307863429	0.277169069
Kohl-LQ-Groundhog-KPM-G091	0.384389435	0.35164543	0.25013581	0.22857586	0.112259551	0.30437058	0.17452942	0.237617047	0.034633827	0.475904034	0.211222295	0.055133874	0.219627128	0.234352657	0.191577867	0.230855347	0.231900904	0.040808787	0.231148534	0.169334671	0.008129505	0.139035797	0.174336813	0.157272579	0.17572447	0.229973518	0.037833222	0.33543122	0.12536152	0.157776799	0.18684016	0.22818716	0.037605817	0.205623104	0.145162101	0.010061338	0.149285059	0.154323122	0.155726698	0.194094837	0.203736137	0.034878463	0.213677023	0.228270771	0	0.151507586	0.202329751	0.153784439	0.240800904	0.187060456	0.260992971	0.075785756	0.298053816	0.328630878	0.290799128
Kohl-LQ-Groundhog-KPM-G092	0.3586823	0.33403006	0.121914014	0.1143146	0.059935021	0.200106737	0.104352337	0.15624699	0.137207307	0.374470554	0.116722914	0.129767353	0.135831763	0.138676498	0.105860289	0.128708113	0.15157638	0.133236096	0.150593873	0.083848947	0.156928176	0.094959307	0.100487897	0.102096117	0.08474796	0.129812062	0.13534995	0.281579545	0.068929219	0.133277884	0.110382472	0.13162512	0.135321761	0.127470511	0.043975933	0.149606231	0.033184628	0.050886935	0.138412409	0.112943381	0.108186427	0.139951075	0.073487958	0.089163159	0.151507586	0	0.106428014	0.06600586	0.102723554	0.153063055	0.13747816	0.126862006	0.301157933	0.3118166	0.278573837
Kohl-LQ-Groundhog-KPM-G102	0.294385162	0.267939895	0.142506501	0.157973425	0.129766136	0.23272663	0.178905699	0.206958637	0.18959442	0.398330981	0.154436909	0.183490454	0.165408408	0.175041298	0.17281723	0.166092259	0.200499703	0.181473614	0.200157676	0.147904205	0.204249509	0.137783755	0.139301959	0.126094697	0.126665617	0.167446792	0.189843172	0.318120424	0.127731707	0.199422165	0.166032	0.172598871	0.189222268	0.16504169	0.123743178	0.200988903	0.116589589	0.13304182	0.204734488	0.16989515	0.164034689	0.188912545	0.14926525	0.120410513	0.202329751	0.106428014	0	0.122427575	0.132658571	0.221691977	0.152395527	0.150301454	0.216286425	0.226087743	0.187529837
Kohl-LQ-Groundhog-KPM-G103	0.371555014	0.349689642	0.146916103	0.11182839	0.076153756	0.193883113	0.111070826	0.118213378	0.1374982	0.373599311	0.072580579	0.135527942	0.100148839	0.110406659	0.075060919	0.094821055	0.114597749	0.137181508	0.112968107	0.047500837	0.159326067	0.044601885	0.070486937	0.127210245	0.063887646	0.090489513	0.136660718	0.290425423	0.04197994	0.138973047	0.109114509	0.087568631	0.137325968	0.080471637	0.028895345	0.149733692	0.051341303	0.069388739	0.144811776	0.106914856	0.11276993	0.145933492	0.097631119	0.128469531	0.153784439	0.06600586	0.122427575	0	0.140977982	0.17637255	0.130059321	0.151273924	0.310910078	0.322786647	0.294806011
Kohl-LQ-Groundhog-KPM-G104	0.33454063	0.330043989	0.084851018	0.107206556	0.151144587	0.179279371	0.164203836	0.185692759	0.225992903	0.336250154	0.14939544	0.217206112	0.168753838	0.114892282	0.156670671	0.102794227	0.181703183	0.223635233	0.179952827	0.143164409	0.242942614	0.166712604	0.100173202	0.134024657	0.138970088	0.162743844	0.224624226	0.304346621	0.150062203	0.190935329	0.130359658	0.164885426	0.225301235	0.170831032	0.126826352	0.238221958	0.124009787	0.128951917	0.196422075	0.125902579	0.118872699	0.221844575	0.124670785	0.020266978	0.240800904	0.102723554	0.132658571	0.140977982	0	0.214378961	0.068753921	0.213404661	0.297356792	0.299944953	0.270406297
Kohl-LQ-Groundhog-KPM-G105	0.371217509	0.346863225	0.224634439	0.15911669	0.167801053	0.307282231	0.093333444	0.188418707	0.173574741	0.453457482	0.210062026	0.192453355	0.230913595	0.206588164	0.124096364	0.202635719	0.181317231	0.175162715	0.176480271	0.158844154	0.188970839	0.191424176	0.182998069	0.202787309	0.198900688	0.213087755	0.171092938	0.223056538	0.166530569	0.092184017	0.124885316	0.209298148	0.171443731	0.214929203	0.155915984	0.184083409	0.147947152	0.154317706	0.086456672	0.132106076	0.127666751	0.197164088	0.188970117	0.201939785	0.187060456	0.153063055	0.221691977	0.17637255	0.214378961	0	0.246776225	0.17968852	0.342631966	0.351508487	0.319754121
Kohl-LQ-Groundhog-KPM-G106	0.338710374	0.335869231	0.08524727	0.110686897	0.160791976	0.186168716	0.183011083	0.174657931	0.247989583	0.335809478	0.129526642	0.224673756	0.138623575	0.096657623	0.147770074	0.077411518	0.170895035	0.244650023	0.17305544	0.153972275	0.264146688	0.156899881	0.10475905	0.156886563	0.116557232	0.135146057	0.246328242	0.316815272	0.147699272	0.209789361	0.150857307	0.141567066	0.246949742	0.144339337	0.14114869	0.258973961	0.145384335	0.150608287	0.216442308	0.14327601	0.130873692	0.233859195	0.117280467	0.059073995	0.260992971	0.13747816	0.152395527	0.130059321	0.068753921	0.246776225	0	0.233998016	0.311627202	0.316121429	0.287212139
Kohl-LQ-Groundhog-KPM-G107	0.33964245	0.30368477	0.222512469	0.203621618	0.085707523	0.279568456	0.173974071	0.238007786	0.049600588	0.448554431	0.209456685	0.086360686	0.212093066	0.231126796	0.189298731	0.228371032	0.231158576	0.043097454	0.231364249	0.168426828	0.080076159	0.138386088	0.172151977	0.126486111	0.16259488	0.223333536	0.051440376	0.322573276	0.115006388	0.159846129	0.184947418	0.227001667	0.051277401	0.204364278	0.142530055	0.071968491	0.141802552	0.152577501	0.158587802	0.190943406	0.191431157	0.093996826	0.188380283	0.200610668	0.075785756	0.126862006	0.150301454	0.151273924	0.213404661	0.17968852	0.233998016	0	0.263143287	0.280437546	0.245660955
Kohl-LQ-Groundhog-KPM-G108	0.334231619	0.301801447	0.321936778	0.313104465	0.291248648	0.245654178	0.34448524	0.346228047	0.298569714	0.382716179	0.334070418	0.306840594	0.335758423	0.331908087	0.340417601	0.335344547	0.343042778	0.293403659	0.34410149	0.315845542	0.298821257	0.296727523	0.303528022	0.275635898	0.313097734	0.350820085	0.301768539	0.42225353	0.291298221	0.34747023	0.340497426	0.355136477	0.301234851	0.34492106	0.311265043	0.29695003	0.310572129	0.328466557	0.345829508	0.33817445	0.330407668	0.310530334	0.33891938	0.304968568	0.298053816	0.301157933	0.216286425	0.310910078	0.297356792	0.342631966	0.311627202	0.263143287	0	0.106871358	0.151376902
Kohl-LQ-Groundhog-KPM-G109	0.309197754	0.262413402	0.327509206	0.317066996	0.303734774	0.25671566	0.350329648	0.353141659	0.318400319	0.384298976	0.339525486	0.33436642	0.341152237	0.335610357	0.345887451	0.340971671	0.350394807	0.312771678	0.351982856	0.322040968	0.330045907	0.314419964	0.31176529	0.287987028	0.32086736	0.357453205	0.319063926	0.431469055	0.306438587	0.353295352	0.346598266	0.362849243	0.318424385	0.350643184	0.323827935	0.327567786	0.318522662	0.33364155	0.351597038	0.343936121	0.336486507	0.340037799	0.342824913	0.307863429	0.328630878	0.3118166	0.226087743	0.322786647	0.299944953	0.351508487	0.316121429	0.280437546	0.106871358	0	0.138454015
Kohl-LQ-Groundhog-KPM-G110	0.284878092	0.228687839	0.295843429	0.288659662	0.270397054	0.302954614	0.319443906	0.325369034	0.284445885	0.44164898	0.313516828	0.297522854	0.314760255	0.305817389	0.318129935	0.312860688	0.322122452	0.279315833	0.323686481	0.295050547	0.292279648	0.28529564	0.281623104	0.253551961	0.292567819	0.330059527	0.28448603	0.40219117	0.276797569	0.322272164	0.315367642	0.33541286	0.284240469	0.324696778	0.293586011	0.289335524	0.287253254	0.303843739	0.320849752	0.313049495	0.304015324	0.303288616	0.314365479	0.277169069	0.290799128	0.278573837	0.187529837	0.294806011	0.270406297	0.319754121	0.287212139	0.245660955	0.151376902	0.138454015	0
