	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003	Kohl-LQ-Groundhog-KPM-G004	Kohl-LQ-Groundhog-KPM-G005	Kohl-LQ-Groundhog-KPM-G006	Kohl-LQ-Groundhog-KPM-G007	Kohl-LQ-Groundhog-KPM-G008	Kohl-LQ-Groundhog-KPM-G009	Kohl-LQ-Groundhog-KPM-G010	Kohl-LQ-Groundhog-KPM-G011	Kohl-LQ-Groundhog-KPM-G021	Kohl-LQ-Groundhog-KPM-G022	Kohl-LQ-Groundhog-KPM-G023	Kohl-LQ-Groundhog-KPM-G025	Kohl-LQ-Groundhog-KPM-G026	Kohl-LQ-Groundhog-KPM-G027	Kohl-LQ-Groundhog-KPM-G028	Kohl-LQ-Groundhog-KPM-G029	Kohl-LQ-Groundhog-KPM-G039	Kohl-LQ-Groundhog-KPM-G040	Kohl-LQ-Groundhog-KPM-G041	Kohl-LQ-Groundhog-KPM-G042	Kohl-LQ-Groundhog-KPM-G043	Kohl-LQ-Groundhog-KPM-G044	Kohl-LQ-Groundhog-KPM-G045	Kohl-LQ-Groundhog-KPM-G046	Kohl-LQ-Groundhog-KPM-G047	Kohl-LQ-Groundhog-KPM-G057	Kohl-LQ-Groundhog-KPM-G058	Kohl-LQ-Groundhog-KPM-G059	Kohl-LQ-Groundhog-KPM-G060	Kohl-LQ-Groundhog-KPM-G061	Kohl-LQ-Groundhog-KPM-G062	Kohl-LQ-Groundhog-KPM-G063	Kohl-LQ-Groundhog-KPM-G064	Kohl-LQ-Groundhog-KPM-G065	Kohl-LQ-Groundhog-KPM-G075	Kohl-LQ-Groundhog-KPM-G076	Kohl-LQ-Groundhog-KPM-G077	Kohl-LQ-Groundhog-KPM-G078	Kohl-LQ-Groundhog-KPM-G079	Kohl-LQ-Groundhog-KPM-G080	Kohl-LQ-Groundhog-KPM-G081	Kohl-LQ-Groundhog-KPM-G082	Kohl-LQ-Groundhog-KPM-G083	Kohl-LQ-Groundhog-KPM-G093	Kohl-LQ-Groundhog-KPM-G094	Kohl-LQ-Groundhog-KPM-G095	Kohl-LQ-Groundhog-KPM-G096	Kohl-LQ-Groundhog-KPM-G097	Kohl-LQ-Groundhog-KPM-G098	Kohl-LQ-Groundhog-KPM-G099	Kohl-LQ-Groundhog-KPM-G100	Kohl-LQ-Groundhog-KPM-G101
Kohl-LQ-Groundhog-KPM-G076	0.366904627	0.344790297	0.127058036	0.078826185	0.101989717	0.081863999	0.050173237	0.29184443	0.161570725	0.094204943	0.175511536	0.118292879	0.211994735	0.145936643	0.068864151	0.018681743	0.074949627	0.06924156	0.091632028	0.070324719	0.122476919	0.021150873	0.396215023	0.116100333	0.080740788	0.136088565	0.121138707	0.093668932	0.108814859	0.164765144	0.348353042	0.352357144	0.052389075	0.085507657	0.141071805	0.346977505	0.072694979	0	0.13962539	0.064748564	0.15424827	0.109177078	0.350716907	0.356691841	0.344495724	0.057397704	0.145784388	0.097013277	0.064072571	0.110923537	0.137350885	0.357872817	0.316694773	0.292866019
Kohl-LQ-Groundhog-KPM-G077	0.333961659	0.330987869	0.095074677	0.098836812	0.125410124	0.123044418	0.161914362	0.279824745	0.138757687	0.151692777	0.114509597	0.121541961	0.162622328	0.250726463	0.096384123	0.133344201	0.118767046	0.110854248	0.094198408	0.106278519	0.10536214	0.147802087	0.418744351	0.11596783	0.149229059	0.232234125	0.161195585	0.172436803	0.057591208	0.050733858	0.328539547	0.335617184	0.123186577	0.141898404	0.250884762	0.3326823	0.121613606	0.13962539	0	0.118780122	0.241601531	0.116463599	0.330702778	0.336560835	0.329602024	0.090162832	0.24104641	0.173333362	0.120686175	0.161938264	0.117576215	0.334020862	0.301139855	0.285250744
Kohl-LQ-Groundhog-KPM-G078	0.374932963	0.353280579	0.12963582	0.046042047	0.119926263	0.069590935	0.09332122	0.297759661	0.16944005	0.105985615	0.194114382	0.131756781	0.216718921	0.201899203	0.097277119	0.058115129	0.037799092	0.039197468	0.100341718	0.038296527	0.134543911	0.065923982	0.401475234	0.14206685	0.098175251	0.196077874	0.13863424	0.107372656	0.085683291	0.164446262	0.358509056	0.361938718	0.035182936	0.08940076	0.198948931	0.356169309	0.020372376	0.064748564	0.118780122	0	0.205373845	0.152289857	0.360068163	0.365830495	0.353769	0.097136027	0.200324641	0.106791012	0.013566745	0.112823723	0.15406496	0.367563291	0.332571802	0.309194206
Kohl-LQ-Groundhog-KPM-G079	0.395499075	0.362658159	0.225095373	0.217086619	0.181777089	0.210553259	0.183712183	0.42045691	0.263682291	0.187273044	0.259598877	0.208063202	0.306331233	0.034695071	0.202937356	0.161033095	0.185825908	0.193433583	0.195781269	0.208543	0.207875225	0.153045444	0.425766622	0.216789204	0.175034848	0.025227164	0.191784404	0.173076059	0.197661268	0.24704504	0.371289502	0.371269778	0.187386142	0.188729587	0.036253682	0.364208972	0.215517081	0.15424827	0.241601531	0.205373845	0	0.200004213	0.371280384	0.375447895	0.360040014	0.179536448	0.024886673	0.175855251	0.20657227	0.199688719	0.199451543	0.380193545	0.334657932	0.316111634
Kohl-LQ-Groundhog-KPM-G080	0.358994295	0.337118727	0.100198316	0.120836848	0.126558871	0.148589859	0.124693108	0.230014735	0.0868303	0.129400508	0.11008543	0.099609791	0.129464378	0.21502575	0.064638913	0.108474102	0.15189932	0.149529259	0.149043054	0.126766788	0.148226279	0.105087783	0.432884189	0.025785987	0.124290251	0.187027478	0.132867672	0.134522181	0.1320139	0.087703429	0.330263362	0.338316251	0.139108376	0.133357125	0.216139056	0.341888317	0.155603845	0.109177078	0.116463599	0.152289857	0.200004213	0	0.33429139	0.340066139	0.341006102	0.063105973	0.205650121	0.137361758	0.154817885	0.143381136	0.172702107	0.335777206	0.29664333	0.29377107
Kohl-LQ-Groundhog-KPM-G081	0.17553158	0.102121413	0.348819786	0.34107737	0.357448279	0.362259729	0.353128642	0.438800585	0.341815647	0.365715708	0.310776326	0.347939467	0.321970195	0.359463234	0.329570498	0.35198522	0.350245471	0.360686907	0.358689657	0.343522062	0.346312287	0.347919144	0.464769264	0.338463637	0.362947835	0.362474704	0.353725731	0.371650699	0.340210618	0.334862194	0.042218481	0.065077009	0.355840834	0.367257797	0.363421722	0.07771314	0.359157273	0.350716907	0.330702778	0.360068163	0.371280384	0.33429139	0	0.067435212	0.099334483	0.330178376	0.360425448	0.371500801	0.358241664	0.372282484	0.354667205	0.04646353	0.105293184	0.119666415
Kohl-LQ-Groundhog-KPM-G082	0.17652734	0.07062618	0.354717807	0.34776849	0.364313587	0.368268041	0.359124749	0.447648578	0.34828469	0.371759237	0.317385242	0.35467294	0.33197394	0.363638516	0.33549345	0.357979659	0.356222725	0.367153734	0.365052624	0.350738845	0.353457023	0.354122204	0.468402776	0.344114227	0.369239549	0.366685944	0.360674522	0.377658448	0.347393164	0.340758842	0.082728932	0.042437959	0.361835272	0.373244404	0.367589233	0.043981927	0.365707638	0.356691841	0.336560835	0.365830495	0.375447895	0.340066139	0.067435212	0	0.057691461	0.336691762	0.364675231	0.377734257	0.364675202	0.378060488	0.361194696	0.073953761	0.08249232	0.09653999
Kohl-LQ-Groundhog-KPM-G083	0.177754608	0.053280535	0.347791337	0.336514914	0.3519888	0.356057895	0.346926809	0.45803647	0.358728173	0.359643864	0.309940803	0.346242706	0.343095678	0.348186611	0.328369402	0.345781719	0.344010074	0.354750989	0.352705412	0.338927205	0.341812488	0.341747869	0.458587051	0.34410492	0.356846049	0.351239266	0.349143567	0.365417051	0.33579368	0.339945657	0.11666749	0.071813502	0.349710853	0.361054295	0.352248454	0.043430034	0.353211991	0.344495724	0.329602024	0.353769	0.360040014	0.341006102	0.099334483	0.057691461	0	0.328924792	0.349299495	0.365340757	0.352264762	0.366132683	0.348951428	0.105011762	0.089063972	0.071615742
Kohl-LQ-Groundhog-KPM-G093	0.350744827	0.331679634	0.09828386	0.07288844	0.115840162	0.104982424	0.095597392	0.262329582	0.129735729	0.119759583	0.128420955	0.090276281	0.177133665	0.175335733	0.033694828	0.051257823	0.091380586	0.091970827	0.126984467	0.078334134	0.136164579	0.062203847	0.408486873	0.080825581	0.111361383	0.165082075	0.124719885	0.125591993	0.096129899	0.114539826	0.326803772	0.33426763	0.081232792	0.11370034	0.174687312	0.332016981	0.106963188	0.057397704	0.090162832	0.097136027	0.179536448	0.063105973	0.330178376	0.336691762	0.328924792	0	0.169719437	0.127882444	0.097924924	0.134696283	0.161543605	0.336403399	0.296083288	0.277358843
Kohl-LQ-Groundhog-KPM-G094	0.384767447	0.351885495	0.244658204	0.210556005	0.201387731	0.206392077	0.174815351	0.413683303	0.277240437	0.206876513	0.258925904	0.227966332	0.306837118	0.01384249	0.19323876	0.15275907	0.179400155	0.187591653	0.217221652	0.202010433	0.227924449	0.143320611	0.418944113	0.224658945	0.195166386	0.037196874	0.210246393	0.193151943	0.204179164	0.266640268	0.360511607	0.360497439	0.181856677	0.206678491	0.021968897	0.353430205	0.210082462	0.145784388	0.24104641	0.200324641	0.024886673	0.205650121	0.360425448	0.364675231	0.349299495	0.169719437	0	0.195620695	0.201106583	0.21885247	0.218856572	0.369415104	0.324406813	0.305684937
Kohl-LQ-Groundhog-KPM-G095	0.3903519	0.366810515	0.085187708	0.107679802	0.053460509	0.097187185	0.095317901	0.307624521	0.151229395	0.053075153	0.183643358	0.079642906	0.2000967	0.205302787	0.123464922	0.096700407	0.13060402	0.123948276	0.085479695	0.101710893	0.095888552	0.088037969	0.41571391	0.12838502	0.07118977	0.171410217	0.080793761	0.010615969	0.137409908	0.174365036	0.368825006	0.372834608	0.104198248	0.077095108	0.20395027	0.367954734	0.102311576	0.097013277	0.173333362	0.106791012	0.175855251	0.137361758	0.371500801	0.377734257	0.365340757	0.127882444	0.195620695	0	0.112116162	0.027119686	0.122531494	0.378352881	0.337603705	0.312318157
Kohl-LQ-Groundhog-KPM-G096	0.373299791	0.352797511	0.132622556	0.047227971	0.119439855	0.074387133	0.094877567	0.299159061	0.173734803	0.110607923	0.194436972	0.136448413	0.219943723	0.198808477	0.098178024	0.060018845	0.038534619	0.031056446	0.102241356	0.038011636	0.135462947	0.067716338	0.402888456	0.146126947	0.103085893	0.196972204	0.143402452	0.112135174	0.080645046	0.167221101	0.356419238	0.360130931	0.036757574	0.095129887	0.197121876	0.354863619	0.015260793	0.064072571	0.120686175	0.013566745	0.20657227	0.154817885	0.358241664	0.364675202	0.352264762	0.097924924	0.201106583	0.112116162	0	0.119182361	0.146052829	0.366257133	0.332681918	0.309915223
Kohl-LQ-Groundhog-KPM-G097	0.387883936	0.365876451	0.072499299	0.107566766	0.053896719	0.089577403	0.088732336	0.296351682	0.134848217	0.039346158	0.189707337	0.063103894	0.202248225	0.228504608	0.130642792	0.111765937	0.138784542	0.131598025	0.084710568	0.104455913	0.086502132	0.102880117	0.414655047	0.127143275	0.065951377	0.195410876	0.074552817	0.028661229	0.132816221	0.163119704	0.370724425	0.374172346	0.117207263	0.070479689	0.228216415	0.36900964	0.107719695	0.110923537	0.161938264	0.112823723	0.199688719	0.143381136	0.372282484	0.378060488	0.366132683	0.134696283	0.21885247	0.027119686	0.119182361	0	0.126903332	0.379769649	0.34457712	0.318921179
Kohl-LQ-Groundhog-KPM-G098	0.359637487	0.34938922	0.133355162	0.16577404	0.090583859	0.148414689	0.150965126	0.351133818	0.194197198	0.115085867	0.166600527	0.13436825	0.21459828	0.229243023	0.170990449	0.144660458	0.152472475	0.122264381	0.064305628	0.158882365	0.057327941	0.145147846	0.416137566	0.173670664	0.124304801	0.196801588	0.128115256	0.121360083	0.102781016	0.114382543	0.353486254	0.356640122	0.150469439	0.130432463	0.230290811	0.351547099	0.149223492	0.137350885	0.117576215	0.15406496	0.199451543	0.172702107	0.354667205	0.361194696	0.348951428	0.161543605	0.218856572	0.122531494	0.146052829	0.126903332	0	0.362852573	0.325037927	0.299735113
Kohl-LQ-Groundhog-KPM-G099	0.181329637	0.11530779	0.353234056	0.348526893	0.365287572	0.369439411	0.360308325	0.43745521	0.343890438	0.372989605	0.313323337	0.355107649	0.321137649	0.368378063	0.333987064	0.359163235	0.357396649	0.368670924	0.366845309	0.351839334	0.354833589	0.354586215	0.473665507	0.339935306	0.369626084	0.371425236	0.360956337	0.378798567	0.348941096	0.337945842	0.047563977	0.070794723	0.363018848	0.37442798	0.372355794	0.084780099	0.367280662	0.357872817	0.334020862	0.367563291	0.380193545	0.335777206	0.04646353	0.073953761	0.105011762	0.336403399	0.369415104	0.378352881	0.366257133	0.379769649	0.362852573	0	0.106391371	0.121588532
Kohl-LQ-Groundhog-KPM-G100	0.18950662	0.093085999	0.319398647	0.311629537	0.327320783	0.329146489	0.323069498	0.413525323	0.310115748	0.331851256	0.274393032	0.315572274	0.295212766	0.327028123	0.294420834	0.317839923	0.322896712	0.330888473	0.33136658	0.315328637	0.320627581	0.312488343	0.461816257	0.300805082	0.328065301	0.326916562	0.31864023	0.33759056	0.313773771	0.305221705	0.119421978	0.093810893	0.323633711	0.333575952	0.332292587	0.091057177	0.335152136	0.316694773	0.301139855	0.332571802	0.334657932	0.29664333	0.105293184	0.08249232	0.089063972	0.296083288	0.324406813	0.337603705	0.332681918	0.34457712	0.325037927	0.106391371	0	0.061235938
Kohl-LQ-Groundhog-KPM-G101	0.189536971	0.091617559	0.303271602	0.289590605	0.300616238	0.303007489	0.301040359	0.419326815	0.312439147	0.306722315	0.263232501	0.295620165	0.298728823	0.3116154	0.280382801	0.294441183	0.299713496	0.306177388	0.30537904	0.293207185	0.294859979	0.291465493	0.448110567	0.297042937	0.303419674	0.308218149	0.295563929	0.312540716	0.288492441	0.299786616	0.131892787	0.103971949	0.297628376	0.307959939	0.316635987	0.079105082	0.312520421	0.292866019	0.285250744	0.309194206	0.316111634	0.29377107	0.119666415	0.09653999	0.071615742	0.277358843	0.305684937	0.312318157	0.309915223	0.318921179	0.299735113	0.121588532	0.061235938	0
