	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003	Kohl-LQ-Groundhog-KPM-G013	Kohl-LQ-Groundhog-KPM-G014	Kohl-LQ-Groundhog-KPM-G015	Kohl-LQ-Groundhog-KPM-G016	Kohl-LQ-Groundhog-KPM-G017	Kohl-LQ-Groundhog-KPM-G018	Kohl-LQ-Groundhog-KPM-G019	Kohl-LQ-Groundhog-KPM-G020	Kohl-LQ-Groundhog-KPM-G030	Kohl-LQ-Groundhog-KPM-G031	Kohl-LQ-Groundhog-KPM-G032	Kohl-LQ-Groundhog-KPM-G033	Kohl-LQ-Groundhog-KPM-G034	Kohl-LQ-Groundhog-KPM-G035	Kohl-LQ-Groundhog-KPM-G036	Kohl-LQ-Groundhog-KPM-G037	Kohl-LQ-Groundhog-KPM-G038	Kohl-LQ-Groundhog-KPM-G048	Kohl-LQ-Groundhog-KPM-G049	Kohl-LQ-Groundhog-KPM-G050	Kohl-LQ-Groundhog-KPM-G051	Kohl-LQ-Groundhog-KPM-G052	Kohl-LQ-Groundhog-KPM-G053	Kohl-LQ-Groundhog-KPM-G054	Kohl-LQ-Groundhog-KPM-G055	Kohl-LQ-Groundhog-KPM-G056	Kohl-LQ-Groundhog-KPM-G066	Kohl-LQ-Groundhog-KPM-G067	Kohl-LQ-Groundhog-KPM-G068	Kohl-LQ-Groundhog-KPM-G069	Kohl-LQ-Groundhog-KPM-G070	Kohl-LQ-Groundhog-KPM-G071	Kohl-LQ-Groundhog-KPM-G072	Kohl-LQ-Groundhog-KPM-G073	Kohl-LQ-Groundhog-KPM-G074	Kohl-LQ-Groundhog-KPM-G084	Kohl-LQ-Groundhog-KPM-G085	Kohl-LQ-Groundhog-KPM-G086	Kohl-LQ-Groundhog-KPM-G087	Kohl-LQ-Groundhog-KPM-G088	Kohl-LQ-Groundhog-KPM-G089	Kohl-LQ-Groundhog-KPM-G090	Kohl-LQ-Groundhog-KPM-G091	Kohl-LQ-Groundhog-KPM-G092	Kohl-LQ-Groundhog-KPM-G102	Kohl-LQ-Groundhog-KPM-G103	Kohl-LQ-Groundhog-KPM-G104	Kohl-LQ-Groundhog-KPM-G105	Kohl-LQ-Groundhog-KPM-G106	Kohl-LQ-Groundhog-KPM-G107	Kohl-LQ-Groundhog-KPM-G108	Kohl-LQ-Groundhog-KPM-G109	Kohl-LQ-Groundhog-KPM-G110
Kohl-LQ-Groundhog-KPM-G002	0	0.476344306	0.867212571	0.844121878	0.891140687	0.849170842	0.86916383	0.889106956	0.834702753	0.799619761	0.84584654	0.82633438	0.851089276	0.847816991	0.834764246	0.916916541	0.819881055	0.714775868	0.814165831	0.864680154	0.795804373	0.845429704	0.902034038	0.850843163	0.845838792	0.87318864	0.798709927	0.914444929	0.793437206	0.823192257	0.775825457	0.889725671	0.803670371	0.864157459	0.940505501	0.844602042	0.832577694	0.874647527	0.845872993	0.828152775	0.792855766	0.863128925	0.893571392	0.824243744	0.796994074	0.840686728	0.693225103	0.785081097	0.839831833	0.942973809	0.774351604	0.730483534	0.752322764	0.730349268	0.752981159
Kohl-LQ-Groundhog-KPM-G003	0.476344306	0	0.891638179	0.865732208	0.901822702	0.85713989	0.889412779	0.899034257	0.843486821	0.801056481	0.858338544	0.819238042	0.863679778	0.875886719	0.864142042	0.931934612	0.829943214	0.690233922	0.828233862	0.877805213	0.808969764	0.853701483	0.912602914	0.863812456	0.861140768	0.885344816	0.793132692	0.922107322	0.813435216	0.869157718	0.832666128	0.896454554	0.808612938	0.875700152	0.947429406	0.860506709	0.842657796	0.887042187	0.875694843	0.855575791	0.842633284	0.873282427	0.903453495	0.855294902	0.814339742	0.85215996	0.689237087	0.837611135	0.868294758	0.948459157	0.825737078	0.715214683	0.736769153	0.729707027	0.740417502
Kohl-LQ-Groundhog-KPM-G013	0.867212571	0.891638179	0	0.511051023	0.483602701	0.552158335	0.348931255	0.50693247	0.606645905	0.778468453	0.457085153	0.725760234	0.517878811	0.328845425	0.430087933	0.540425031	0.526049034	0.71824379	0.527315271	0.600995682	0.634487868	0.547310031	0.530037939	0.560854131	0.574709788	0.488142657	0.606972098	0.80588752	0.630844467	0.605184505	0.52809579	0.542874591	0.682389795	0.511599217	0.611701424	0.658978421	0.5845096	0.645948346	0.581786713	0.413462242	0.47447158	0.68436711	0.459589727	0.489058245	0.676942364	0.579801688	0.841132755	0.507051321	0.445065862	0.808064923	0.536618614	0.786732554	0.892862272	0.868872802	0.903182369
Kohl-LQ-Groundhog-KPM-G014	0.844121878	0.865732208	0.511051023	0	0.461169598	0.553685242	0.484610589	0.496737621	0.557400628	0.726710455	0.534920558	0.674738328	0.499260639	0.514567933	0.441644786	0.602985292	0.537225313	0.659607809	0.595667161	0.582100027	0.615436283	0.562063548	0.538777225	0.570983851	0.50555527	0.520378211	0.587254616	0.821642492	0.556433296	0.70010837	0.596751625	0.495743123	0.699441702	0.516194533	0.71744507	0.670106518	0.529806769	0.66322276	0.673184824	0.488386648	0.552147044	0.693338527	0.480034479	0.526941577	0.646227937	0.547390535	0.814390006	0.54082371	0.54624243	0.81560077	0.495164433	0.754615079	0.842324802	0.824573246	0.859284584
Kohl-LQ-Groundhog-KPM-G015	0.891140687	0.901822702	0.483602701	0.461169598	0	0.443046565	0.320921646	0.337706314	0.59326572	0.725190561	0.502756878	0.673666498	0.407585396	0.530275834	0.506454059	0.606023125	0.561753286	0.743112888	0.527699571	0.484976187	0.639546007	0.367453079	0.470184354	0.504219645	0.450476758	0.381919536	0.617323742	0.79390029	0.511158252	0.766418261	0.6060112	0.392648713	0.686768494	0.418335958	0.575025715	0.666397836	0.485271696	0.568249436	0.72465427	0.540113685	0.607901311	0.639506008	0.335961447	0.560774199	0.646165728	0.446739617	0.863021817	0.584952864	0.516764025	0.788920927	0.580704437	0.817659696	0.878683521	0.854255221	0.890401276
Kohl-LQ-Groundhog-KPM-G016	0.849170842	0.85713989	0.552158335	0.553685242	0.443046565	0	0.542595133	0.486973985	0.652850544	0.670924963	0.564045121	0.710018088	0.46518191	0.613768637	0.560826748	0.728774037	0.547500352	0.662735457	0.577018333	0.444791848	0.592313075	0.412030236	0.531548677	0.490416323	0.341874628	0.530173578	0.635527957	0.835002558	0.465907809	0.765823803	0.676446354	0.493105366	0.704263737	0.524433072	0.685175169	0.67323305	0.404677086	0.606548576	0.693824016	0.5626827	0.642577986	0.619623192	0.470244554	0.571080062	0.57459561	0.439090967	0.805544661	0.644496832	0.622890108	0.836804625	0.619532244	0.721652831	0.827987813	0.797402353	0.85649563
Kohl-LQ-Groundhog-KPM-G017	0.86916383	0.889412779	0.348931255	0.484610589	0.320921646	0.542595133	0	0.421048424	0.593718503	0.742165394	0.47326722	0.701633343	0.50451316	0.396028859	0.47037352	0.534637286	0.524141699	0.708849123	0.473132575	0.550452902	0.602303058	0.497853869	0.512131447	0.557370861	0.49351736	0.493955004	0.568515601	0.810529712	0.532748303	0.657115762	0.498996971	0.495637423	0.639189479	0.455509567	0.630944701	0.657758489	0.515743964	0.612685048	0.619229513	0.384186259	0.520364191	0.673323672	0.406393421	0.479082683	0.64444319	0.512605058	0.842575764	0.510199736	0.460999235	0.802512076	0.479217271	0.790067942	0.871187425	0.847806597	0.884369364
Kohl-LQ-Groundhog-KPM-G018	0.889106956	0.899034257	0.50693247	0.496737621	0.337706314	0.486973985	0.421048424	0	0.533563087	0.715448358	0.360666644	0.642221638	0.343535873	0.543392061	0.533000097	0.64049856	0.443710563	0.708662157	0.517377831	0.380328483	0.591176231	0.489247513	0.387557808	0.488734933	0.471667985	0.301563572	0.575057073	0.797032327	0.503145109	0.720689679	0.596814804	0.18268696	0.693197354	0.265503907	0.520584641	0.563712975	0.490917072	0.449823043	0.702774579	0.449441511	0.577268553	0.484203831	0.428591098	0.457328663	0.581937692	0.548878631	0.856328377	0.558237529	0.487920834	0.792442474	0.579705553	0.798318934	0.868448423	0.8430326	0.881106302
Kohl-LQ-Groundhog-KPM-G019	0.834702753	0.843486821	0.606645905	0.557400628	0.59326572	0.652850544	0.593718503	0.533563087	0	0.70866755	0.438876844	0.573932473	0.451471793	0.649541963	0.510926945	0.654035296	0.535113733	0.559734759	0.422043419	0.646285672	0.42522075	0.680957732	0.602889633	0.51783646	0.626324957	0.546959219	0.439222894	0.846648823	0.486532858	0.74633014	0.648966277	0.5406138	0.462488632	0.516990306	0.771078027	0.681288977	0.656569192	0.599758265	0.674225262	0.520175481	0.639015365	0.647407447	0.571553577	0.629951333	0.574154872	0.612275753	0.791343854	0.499345308	0.485108036	0.842779466	0.661720591	0.70354359	0.814897703	0.795289055	0.848757528
Kohl-LQ-Groundhog-KPM-G020	0.799619761	0.801056481	0.778468453	0.726710455	0.725190561	0.670924963	0.742165394	0.715448358	0.70866755	0	0.719740629	0.784468674	0.688254558	0.78213287	0.753395378	0.853636758	0.731255896	0.706887017	0.68629018	0.736288214	0.698400972	0.735802189	0.742825345	0.689657905	0.656024012	0.755721527	0.693146367	0.83308561	0.625431632	0.781837169	0.692859018	0.727740305	0.74345335	0.722756229	0.843622119	0.695722677	0.679911433	0.756917159	0.816003268	0.700587357	0.714380743	0.657567171	0.742702575	0.735701469	0.650990913	0.740862771	0.771301039	0.725723058	0.687481061	0.883971512	0.684143883	0.763388181	0.825899573	0.796950982	0.842853204
Kohl-LQ-Groundhog-KPM-G030	0.84584654	0.858338544	0.457085153	0.534920558	0.502756878	0.564045121	0.47326722	0.360666644	0.438876844	0.719740629	0	0.599628062	0.372892349	0.509053908	0.505809818	0.620479582	0.358773967	0.60105642	0.430010361	0.529560332	0.46669626	0.588300253	0.488350132	0.544058684	0.513744328	0.453513346	0.419006851	0.813705545	0.488583947	0.627564884	0.53407219	0.417939567	0.507786423	0.376899597	0.644068473	0.572015681	0.530778919	0.476132297	0.592250737	0.34082488	0.530902626	0.590373894	0.503144598	0.496875312	0.498310498	0.468728311	0.805818642	0.464127387	0.515562106	0.816360477	0.58059165	0.711802526	0.844382634	0.819996167	0.864071886
Kohl-LQ-Groundhog-KPM-G031	0.82633438	0.819238042	0.725760234	0.674738328	0.673666498	0.710018088	0.701633343	0.642221638	0.573932473	0.784468674	0.599628062	0	0.637313407	0.703496888	0.723520292	0.742206378	0.5844666	0.546292049	0.647369848	0.675284642	0.632850828	0.715873767	0.677152198	0.758588912	0.695097633	0.680812262	0.552379983	0.83418919	0.631556244	0.820834899	0.688440552	0.690751663	0.594167255	0.636858035	0.794154848	0.744742362	0.688091373	0.659113667	0.788315111	0.694404726	0.747135997	0.640273911	0.719523758	0.714762934	0.601067815	0.668957103	0.832856838	0.693699369	0.7035522	0.854563681	0.742641485	0.714962213	0.806860966	0.834104091	0.842186335
Kohl-LQ-Groundhog-KPM-G032	0.851089276	0.863679778	0.517878811	0.499260639	0.407585396	0.46518191	0.50451316	0.343535873	0.451471793	0.688254558	0.372892349	0.637313407	0	0.516621766	0.371087765	0.645359554	0.403873706	0.636603934	0.435381456	0.461696371	0.534043372	0.503774739	0.524243957	0.421895861	0.473932219	0.430722737	0.557381249	0.814522579	0.513774705	0.722572419	0.589440299	0.403281183	0.59732354	0.33633581	0.632484254	0.615316551	0.478105879	0.510209419	0.617549607	0.376730714	0.595570013	0.581139739	0.461131781	0.496518575	0.576004946	0.524983901	0.816958616	0.58603386	0.458391593	0.821842245	0.579718381	0.753616957	0.839355064	0.812141474	0.859246649
Kohl-LQ-Groundhog-KPM-G033	0.847816991	0.875886719	0.328845425	0.514567933	0.530275834	0.613768637	0.396028859	0.543392061	0.649541963	0.78213287	0.509053908	0.703496888	0.516621766	0	0.314709153	0.572210585	0.535321893	0.696758299	0.562674376	0.649879275	0.595580432	0.525493848	0.571667336	0.607979994	0.583428451	0.449260817	0.578444065	0.816384613	0.588781067	0.535605827	0.554227658	0.575303052	0.688335601	0.551877602	0.680423788	0.613882593	0.597609626	0.613470993	0.497694673	0.388229706	0.429785118	0.706251851	0.48773395	0.43378592	0.693774988	0.599458204	0.850768049	0.552292864	0.500570307	0.819264418	0.445648146	0.764342557	0.891734297	0.869081934	0.898263244
Kohl-LQ-Groundhog-KPM-G034	0.834764246	0.864142042	0.430087933	0.441644786	0.506454059	0.560826748	0.47037352	0.533000097	0.510926945	0.753395378	0.505809818	0.723520292	0.371087765	0.314709153	0	0.570059015	0.490263308	0.633340175	0.522005971	0.623053942	0.521974896	0.517830627	0.541013315	0.520712041	0.540261366	0.382110566	0.546457093	0.822783822	0.540188193	0.554152897	0.543986019	0.540221239	0.64084117	0.510693082	0.721777719	0.592617147	0.573392361	0.580405258	0.37170743	0.37168656	0.423633036	0.69620336	0.491305704	0.48186328	0.645341557	0.623807125	0.826795452	0.544380977	0.478330058	0.826042317	0.428323225	0.738095965	0.867051727	0.842167913	0.878204676
Kohl-LQ-Groundhog-KPM-G035	0.916916541	0.931934612	0.540425031	0.602985292	0.606023125	0.728774037	0.534637286	0.64049856	0.654035296	0.853636758	0.620479582	0.742206378	0.645359554	0.572210585	0.570059015	0	0.671276878	0.797309795	0.672221653	0.69279723	0.744743574	0.721278056	0.569334556	0.737021757	0.688377601	0.613101867	0.738211683	0.825537908	0.74924671	0.6068179	0.687849975	0.647674558	0.760591431	0.698254341	0.510831814	0.69333965	0.7376578	0.657493703	0.558835198	0.584094188	0.666805498	0.763563117	0.563001639	0.687717773	0.726920385	0.700944025	0.894573957	0.704667286	0.656687619	0.823347242	0.715364199	0.864255469	0.931717393	0.911206536	0.930429515
Kohl-LQ-Groundhog-KPM-G036	0.819881055	0.829943214	0.526049034	0.537225313	0.561753286	0.547500352	0.524141699	0.443710563	0.535113733	0.731255896	0.358773967	0.5844666	0.403873706	0.535321893	0.490263308	0.671276878	0	0.524424304	0.338227055	0.515809189	0.467782985	0.584232435	0.57142276	0.577268938	0.505529164	0.504306511	0.501738311	0.809976044	0.533104433	0.670924903	0.55112724	0.469629985	0.50136597	0.401474955	0.702325079	0.630555768	0.51411173	0.609517185	0.616711874	0.383290511	0.570433433	0.645773843	0.511620199	0.432926396	0.541412857	0.542984077	0.795273279	0.569747975	0.58247546	0.834353397	0.571595725	0.700101886	0.837330298	0.818525624	0.847809264
Kohl-LQ-Groundhog-KPM-G037	0.714775868	0.690233922	0.71824379	0.659607809	0.743112888	0.662735457	0.708849123	0.708662157	0.559734759	0.706887017	0.60105642	0.546292049	0.636603934	0.696758299	0.633340175	0.797309795	0.524424304	0	0.519599516	0.659636711	0.5024102	0.639590652	0.7442186	0.666223227	0.670052878	0.670798974	0.431235687	0.867256288	0.517809001	0.747099019	0.687765687	0.730216763	0.489492842	0.656339893	0.841643488	0.712759117	0.667643354	0.662643676	0.687125672	0.631430874	0.69009982	0.755057578	0.742112629	0.638918643	0.613901778	0.641132159	0.694467762	0.632136103	0.677544977	0.871984761	0.665191627	0.510457424	0.705435718	0.712624899	0.755702088
Kohl-LQ-Groundhog-KPM-G038	0.814165831	0.828233862	0.527315271	0.595667161	0.527699571	0.577018333	0.473132575	0.517377831	0.422043419	0.68629018	0.430010361	0.647369848	0.435381456	0.562674376	0.522005971	0.672221653	0.338227055	0.519599516	0	0.537583799	0.403027602	0.570743396	0.623119094	0.475766926	0.53128779	0.558644061	0.383535264	0.8365019	0.44853089	0.719318812	0.577531791	0.528723293	0.316064031	0.393576789	0.713702165	0.655638341	0.545979747	0.628308144	0.634154252	0.457331696	0.605645573	0.68354803	0.513018915	0.510425697	0.576700124	0.541078296	0.761220938	0.505032593	0.411738616	0.840447487	0.618314224	0.675189302	0.810220393	0.782281745	0.833365183
Kohl-LQ-Groundhog-KPM-G048	0.864680154	0.877805213	0.600995682	0.582100027	0.484976187	0.444791848	0.550452902	0.380328483	0.646285672	0.736288214	0.529560332	0.675284642	0.461696371	0.649879275	0.623053942	0.69279723	0.515809189	0.659636711	0.537583799	0	0.556002511	0.426378186	0.529853985	0.551651865	0.491083298	0.524064797	0.609089201	0.822205175	0.467324579	0.746614791	0.662661932	0.43431794	0.631478889	0.469994854	0.609985196	0.610342682	0.482298084	0.468127491	0.722063141	0.56838449	0.676976567	0.566081217	0.501762208	0.520357809	0.503417554	0.534820603	0.83187988	0.670281366	0.616266372	0.820364349	0.653129478	0.764688558	0.845558313	0.815664307	0.867748479
Kohl-LQ-Groundhog-KPM-G049	0.795804373	0.808969764	0.634487868	0.615436283	0.639546007	0.592313075	0.602303058	0.591176231	0.42522075	0.698400972	0.46669626	0.632850828	0.534043372	0.595580432	0.521974896	0.744743574	0.467782985	0.5024102	0.403027602	0.556002511	0	0.570806934	0.683517248	0.541393999	0.568296758	0.557670136	0.36018183	0.867811925	0.338811735	0.689648333	0.623892613	0.602355499	0.411683667	0.574260423	0.790807289	0.631270606	0.597908328	0.539043404	0.650318677	0.503825037	0.602564426	0.658465808	0.600264609	0.532744579	0.474244686	0.560085634	0.762570939	0.528466593	0.558773856	0.865977513	0.607931904	0.629139807	0.795581114	0.777859859	0.836677956
Kohl-LQ-Groundhog-KPM-G050	0.845429704	0.853701483	0.547310031	0.562063548	0.367453079	0.412030236	0.497853869	0.489247513	0.680957732	0.735802189	0.588300253	0.715873767	0.503774739	0.525493848	0.517830627	0.721278056	0.584232435	0.639590652	0.570743396	0.426378186	0.570806934	0	0.619199208	0.494139639	0.454616321	0.433590689	0.602766908	0.83285493	0.45379673	0.73989556	0.660441188	0.56075835	0.696728957	0.552369529	0.650509817	0.635720014	0.450349023	0.537627549	0.694781392	0.595396474	0.608600728	0.697693271	0.438082308	0.531402474	0.63350211	0.433616963	0.824938088	0.648797352	0.609925585	0.8319766	0.573264895	0.734041444	0.845577891	0.815691845	0.866773038
Kohl-LQ-Groundhog-KPM-G051	0.902034038	0.912602914	0.530037939	0.538777225	0.470184354	0.531548677	0.512131447	0.387557808	0.602889633	0.742825345	0.488350132	0.677152198	0.524243957	0.571667336	0.541013315	0.569334556	0.57142276	0.7442186	0.623119094	0.529853985	0.683517248	0.619199208	0	0.561129268	0.431417152	0.447208932	0.66241734	0.785220943	0.554830273	0.705840262	0.692946668	0.40108761	0.731152908	0.494808531	0.545068634	0.58650916	0.503609089	0.553031758	0.685086242	0.554434536	0.625451795	0.467014004	0.425761655	0.568126265	0.573082714	0.643987907	0.876110404	0.625872451	0.569015278	0.772754037	0.643525573	0.819484675	0.89750555	0.874766646	0.904128914
Kohl-LQ-Groundhog-KPM-G052	0.850843163	0.863812456	0.560854131	0.570983851	0.504219645	0.490416323	0.557370861	0.488734933	0.51783646	0.689657905	0.544058684	0.758588912	0.421895861	0.607979994	0.520712041	0.737021757	0.577268938	0.666223227	0.475766926	0.551651865	0.541393999	0.494139639	0.561129268	0	0.490955435	0.547946065	0.608170742	0.83183645	0.491181453	0.772597003	0.692216597	0.534863443	0.611238473	0.475202601	0.628814587	0.675696693	0.510198766	0.618251359	0.694853887	0.534594245	0.650444126	0.654803285	0.470364513	0.569686745	0.658422214	0.53470161	0.814152466	0.558633851	0.422186605	0.815727977	0.62171259	0.766393819	0.825777414	0.797533611	0.848155918
Kohl-LQ-Groundhog-KPM-G053	0.845838792	0.861140768	0.574709788	0.50555527	0.450476758	0.341874628	0.49351736	0.471667985	0.626324957	0.656024012	0.513744328	0.695097633	0.473932219	0.583428451	0.540261366	0.688377601	0.505529164	0.670052878	0.53128779	0.491083298	0.568296758	0.454616321	0.431417152	0.490955435	0	0.540602526	0.613549244	0.835681535	0.428063101	0.746387743	0.654910238	0.478149026	0.6713102	0.51907218	0.671012618	0.662726843	0.359150831	0.602042772	0.710333953	0.531421995	0.625272492	0.593141552	0.409883634	0.538230057	0.533097246	0.469594105	0.820280736	0.607689523	0.584803991	0.830867958	0.600254511	0.744440608	0.842816385	0.810899883	0.861392072
Kohl-LQ-Groundhog-KPM-G054	0.87318864	0.885344816	0.488142657	0.520378211	0.381919536	0.530173578	0.493955004	0.301563572	0.546959219	0.755721527	0.453513346	0.680812262	0.430722737	0.449260817	0.382110566	0.613101867	0.504306511	0.670798974	0.558644061	0.524064797	0.557670136	0.433590689	0.447208932	0.547946065	0.540602526	0	0.506501322	0.797906624	0.519789577	0.626508705	0.626295198	0.366780595	0.712742676	0.420716881	0.618302935	0.55770538	0.555878494	0.463991915	0.598618402	0.508389475	0.468290878	0.620977196	0.46190067	0.487994413	0.626550502	0.598463611	0.858809195	0.544104382	0.59114836	0.80455622	0.534416495	0.76626056	0.887390025	0.865514065	0.896657078
Kohl-LQ-Groundhog-KPM-G055	0.798709927	0.793132692	0.606972098	0.587254616	0.617323742	0.635527957	0.568515601	0.575057073	0.439222894	0.693146367	0.419006851	0.552379983	0.557381249	0.578444065	0.546457093	0.738211683	0.501738311	0.431235687	0.383535264	0.609089201	0.36018183	0.602766908	0.66241734	0.608170742	0.613549244	0.506501322	0	0.850667835	0.39868774	0.666872944	0.613237484	0.576852887	0.437540985	0.532600266	0.780712448	0.595227385	0.615643862	0.507672845	0.636889048	0.508009303	0.547456413	0.681386673	0.651581504	0.564363994	0.562909496	0.59416607	0.778596491	0.486360032	0.554869825	0.85511368	0.574822011	0.581049854	0.784466846	0.786645485	0.818719999
