	Kohl-Grounhog-KPM-R001	Kohl-Grounhog-KPM-R002	Kohl-Grounhog-KPM-R003	Kohl-Grounhog-KPM-R004	Kohl-Grounhog-KPM-R005	Kohl-Grounhog-KPM-R006	Kohl-Grounhog-KPM-R007	Kohl-Grounhog-KPM-R008	Kohl-Grounhog-KPM-R009	Kohl-Grounhog-KPM-R016	Kohl-Grounhog-KPM-R017	Kohl-Grounhog-KPM-R018	Kohl-Grounhog-KPM-R019	Kohl-Grounhog-KPM-R020	Kohl-Grounhog-KPM-R021	Kohl-Grounhog-KPM-R038	Kohl-Grounhog-KPM-R039	Kohl-Grounhog-KPM-R040	Kohl-Grounhog-KPM-R041	Kohl-Grounhog-KPM-R042	Kohl-Grounhog-KPM-R043	Kohl-Grounhog-KPM-R044	Kohl-Grounhog-KPM-R045	Kohl-Grounhog-KPM-R046	Kohl-Grounhog-KPM-R047	Kohl-Grounhog-KPM-R062	Kohl-Grounhog-KPM-R063	Kohl-Grounhog-KPM-R064	Kohl-Grounhog-KPM-R065	Kohl-Grounhog-KPM-R066	Kohl-Grounhog-KPM-R067	Kohl-Grounhog-KPM-R073	Kohl-Grounhog-KPM-R074	Kohl-Grounhog-KPM-R075	Kohl-Grounhog-KPM-R076	Kohl-Grounhog-KPM-R077	Kohl-Grounhog-KPM-R078	Kohl-Grounhog-KPM-R079	Kohl-Grounhog-KPM-R080	Kohl-Grounhog-KPM-R081	Kohl-Grounhog-KPM-R086	Kohl-Grounhog-KPM-R087	Kohl-Grounhog-KPM-R088	Kohl-Grounhog-KPM-R089	Kohl-Grounhog-KPM-R090	Kohl-Grounhog-KPM-R091	Kohl-Grounhog-KPM-R092	Kohl-Grounhog-KPM-R093	Kohl-Grounhog-KPM-R094	Kohl-Grounhog-KPM-R095	Kohl-Grounhog-KPM-R096	Kohl-Grounhog-KPM-R097	Kohl-Grounhog-KPM-R105	Kohl-Grounhog-KPM-R106	Kohl-Grounhog-KPM-R107	Kohl-Grounhog-KPM-R108	Kohl-Grounhog-KPM-R114	Kohl-Grounhog-KPM-R115	Kohl-Grounhog-KPM-R116	Kohl-Grounhog-KPM-R117	Kohl-Grounhog-KPM-R118	Kohl-Grounhog-KPM-R119	Kohl-Grounhog-KPM-R120	Kohl-Grounhog-KPM-R121	Kohl-Grounhog-KPM-R122	Kohl-Grounhog-KPM-R123	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003
Kohl-Grounhog-KPM-R076	0.270754512	0.269170731	0.116882165	0.137149895	0.213818484	0.264281335	0.261424443	0.266981735	0.283900893	0.018155012	0.009462806	0.018353527	0.309829159	0.307578653	0.313716022	0.12978218	0.268905927	0.268211689	0.260102523	0.268028815	0.194488498	0.207499384	0.224883233	0.130818032	0.231534251	0.118032735	0.158674614	0.192930614	0.115451711	0.177030945	0.20065317	0.21942555	0.214803265	0.004045335	0	0.225420728	0.188597628	0.167377079	0.002150238	0.130301703	0.210008936	0.196805561	0.229300646	0.223472956	0.000668384	0.215564619	0.236956881	0.15630875	0.233010717	0.203202964	0.204575361	0.005891569	0.307703054	0.318395917	0.318396535	0.318392923	0.253096506	0.081348149	0.2483486	0.275618082	0.270242108	0.286979412	0.28952718	0.007257386	0.300628367	0.298992429	0.398840729	0.365259066
Kohl-Grounhog-KPM-R077	0.106328794	0.104261478	0.175058803	0.185958757	0.069539763	0.09457723	0.090097159	0.094991885	0.154015656	0.212020187	0.218811201	0.212351226	0.145225991	0.140953418	0.151992566	0.202283693	0.090977074	0.095755638	0.082690067	0.091408366	0.113545344	0.079114988	0.050584325	0.182960243	0.047902813	0.173939551	0.187959671	0.114793499	0.17604516	0.132164455	0.104391954	0.022985923	0.035183285	0.221674634	0.225420728	0	0.069315151	0.206066103	0.223419659	0.162284096	0.045257315	0.066562911	0.081585663	0.032978427	0.224903868	0.03836927	0.02561827	0.17024825	0.101483369	0.065466306	0.070833056	0.220206019	0.146187636	0.160969205	0.161090783	0.16108717	0.067328055	0.145028414	0.056046928	0.096823614	0.116272335	0.111058192	0.114978307	0.219126663	0.135246299	0.129421093	0.380004691	0.356690214
Kohl-Grounhog-KPM-R078	0.161107175	0.159039859	0.125468781	0.139840032	0.088237612	0.149355611	0.14487554	0.149770266	0.197410667	0.17475963	0.181550644	0.175090669	0.201149663	0.196981541	0.20782511	0.164376871	0.146293737	0.150534019	0.137468448	0.147408811	0.077887683	0.055038579	0.078658049	0.137118647	0.092518762	0.12434953	0.143331194	0.070481492	0.126455139	0.088140061	0.062313032	0.053943589	0.045582298	0.184839383	0.188597628	0.069315151	0	0.170881115	0.186816303	0.117456248	0.06048229	0.036749247	0.055009925	0.06036595	0.188249569	0.066173629	0.084727283	0.116132121	0.054808902	0.026751682	0.039382434	0.183749583	0.203041945	0.216744189	0.216923327	0.216919714	0.123450553	0.10812409	0.111966635	0.152501843	0.166080238	0.165781578	0.170280517	0.182292051	0.191861689	0.185375576	0.373329469	0.35000065
Kohl-Grounhog-KPM-R079	0.268070544	0.266294251	0.124643715	0.143167381	0.21193789	0.259110151	0.255516376	0.260556613	0.314954123	0.157628363	0.161523997	0.157968746	0.304650725	0.301717842	0.310952833	0.158832278	0.25923127	0.261505562	0.250989925	0.25930491	0.14901108	0.182998855	0.203717339	0.142141756	0.210553255	0.12364128	0.13136923	0.166779773	0.123830486	0.140637681	0.172916356	0.201848796	0.195417057	0.164612082	0.167377079	0.206066103	0.170881115	0	0.16538382	0.096151339	0.183817597	0.165655991	0.200921298	0.197716768	0.166894849	0.203072205	0.210442108	0.116658445	0.202021652	0.171889483	0.166938349	0.164442692	0.296778685	0.319929473	0.32005105	0.320047438	0.237443393	0.199131396	0.229953846	0.264479535	0.283784204	0.277343831	0.281118532	0.167097571	0.297546837	0.292315971	0.401089457	0.36962559
Kohl-Grounhog-KPM-R080	0.268915323	0.267331543	0.117601261	0.135351744	0.211987503	0.262442146	0.25960167	0.265142546	0.282141413	0.01790004	0.01027083	0.018829106	0.307937189	0.305645645	0.311848033	0.130203126	0.266881897	0.266388916	0.258270194	0.265993446	0.19242698	0.205503527	0.222911999	0.131658887	0.229676466	0.11887359	0.159299575	0.191086048	0.116049049	0.175188438	0.198579182	0.217419692	0.213044804	0.002204799	0.002150238	0.223419659	0.186816303	0.16538382	0	0.129974357	0.208208142	0.19485106	0.227370238	0.221600001	0.00155476	0.21372956	0.235083091	0.156150521	0.231120512	0.201337381	0.202702406	0.003798459	0.30566219	0.316662593	0.316789098	0.316785486	0.251230514	0.07950896	0.246394981	0.273775365	0.268486613	0.285136695	0.28776872	0.005633965	0.29885787	0.297149711	0.397396662	0.364482785
Kohl-Grounhog-KPM-R081	0.25091288	0.248796876	0.071210031	0.097784019	0.177875545	0.239335199	0.234857446	0.240148626	0.272729378	0.117617281	0.123688933	0.117468745	0.291467604	0.287223933	0.298144843	0.108420279	0.236931722	0.241039893	0.228340943	0.238070135	0.115715347	0.150953943	0.172203799	0.089583956	0.182760841	0.070058994	0.09835804	0.135067562	0.072694079	0.115161852	0.14173636	0.153705845	0.147342356	0.129853728	0.130301703	0.162284096	0.117456248	0.096151339	0.129974357	0	0.152711261	0.123245568	0.152110016	0.149571507	0.1301696	0.156402793	0.176740929	0.074811765	0.156871628	0.128092176	0.120832679	0.129462427	0.284916599	0.307118239	0.30724306	0.307239447	0.213576296	0.164359532	0.202771364	0.241991132	0.257003811	0.259085199	0.261796895	0.132327329	0.280737885	0.275132441	0.387224471	0.353953358
Kohl-Grounhog-KPM-R086	0.123972641	0.121977497	0.156837414	0.168815954	0.057441312	0.11291327	0.108652994	0.113583807	0.169823663	0.198734773	0.204203141	0.19861756	0.164114706	0.160533227	0.169886935	0.192032839	0.110348209	0.114393487	0.101772099	0.111040225	0.090136096	0.058818873	0.043406126	0.167888821	0.052439155	0.156284489	0.167309807	0.094508367	0.157175369	0.111141626	0.083488514	0.046583513	0.03399086	0.206498286	0.210008936	0.045257315	0.06048229	0.183817597	0.208208142	0.152711261	0	0.048138216	0.068326512	0.032242452	0.209627445	0.038670079	0.04488384	0.15813719	0.087776243	0.054406284	0.052024105	0.205315633	0.159977248	0.17705529	0.177160465	0.177156852	0.078038665	0.129290669	0.07426221	0.118353662	0.136095056	0.127812328	0.136593017	0.203652846	0.153664803	0.14926943	0.372054577	0.347797934
Kohl-Grounhog-KPM-R087	0.149061156	0.14699384	0.128102163	0.148698924	0.082217779	0.137309592	0.132829521	0.13773737	0.198730762	0.181961751	0.188227477	0.181767501	0.191206981	0.186710081	0.198053759	0.172694072	0.134412852	0.138547049	0.125781684	0.134913658	0.068035212	0.044838392	0.066411135	0.147684726	0.082570703	0.1286356	0.136564053	0.067095579	0.128625758	0.080443073	0.062713288	0.0691431	0.054315827	0.193059468	0.196805561	0.066562911	0.036749247	0.165655991	0.19485106	0.123245568	0.048138216	0	0.045143215	0.045941387	0.196288702	0.076272792	0.074437287	0.116940151	0.053810931	0.019388253	0.023590755	0.191540545	0.193001124	0.206972839	0.206934704	0.206938317	0.108612133	0.115944221	0.096340953	0.138448425	0.166491463	0.153408088	0.158109505	0.190320844	0.179976613	0.171799098	0.36960132	0.346973071
Kohl-Grounhog-KPM-R088	0.170214956	0.16814764	0.163653395	0.180686275	0.100334482	0.158463392	0.153983321	0.158878047	0.217346036	0.215206289	0.221184748	0.214938171	0.210112816	0.205724587	0.216909446	0.205906937	0.154969939	0.1596418	0.146534166	0.156106891	0.10381329	0.073984302	0.085500378	0.179983966	0.100487508	0.16310047	0.173437729	0.100330394	0.16399135	0.117146338	0.095496196	0.073748469	0.05949844	0.225484947	0.229300646	0.081585663	0.055009925	0.200921298	0.227370238	0.152110016	0.068326512	0.045143215	0	0.059371821	0.228797468	0.088003063	0.091463359	0.137526143	0.029292492	0.042283082	0.053744139	0.224049419	0.211668885	0.225828525	0.226007663	0.226004051	0.131565676	0.148769655	0.120888247	0.158087316	0.184282375	0.172137751	0.179052504	0.222937616	0.200975154	0.192502437	0.383154645	0.370312607
Kohl-Grounhog-KPM-R089	0.122316907	0.12024959	0.164797292	0.175794906	0.064788331	0.110565343	0.106085271	0.110979998	0.16964243	0.2086381	0.215297792	0.208837817	0.163771796	0.159274932	0.170564781	0.198746989	0.10707189	0.11174375	0.098639761	0.108278365	0.099027563	0.06719367	0.043841213	0.174227578	0.052178787	0.16533073	0.174991451	0.101800841	0.165714854	0.118927238	0.091126715	0.034318555	0.028092792	0.21961673	0.223472956	0.032978427	0.06036595	0.197716768	0.221600001	0.149571507	0.032242452	0.045941387	0.059371821	0	0.223027232	0.041333768	0.040771632	0.150502485	0.07925531	0.049959731	0.051543162	0.218186727	0.164481649	0.179483861	0.179445726	0.179449339	0.083943926	0.142516047	0.072022207	0.109776897	0.136898116	0.124789095	0.130978505	0.217004425	0.152474657	0.143873442	0.38035648	0.357698349
Kohl-Grounhog-KPM-R090	0.270307958	0.268724177	0.117037552	0.136736171	0.21337193	0.263834781	0.260986096	0.26653518	0.283534447	0.017823365	0.009707121	0.018265397	0.309298072	0.307006528	0.313258034	0.129727478	0.26833341	0.267773342	0.259680595	0.267464968	0.19390671	0.206958478	0.224372474	0.131095177	0.231097003	0.11830988	0.158736756	0.192451537	0.115485339	0.176568439	0.200072444	0.218943319	0.214405688	0.003616859	0.000668384	0.224903868	0.188249569	0.166894849	0.00155476	0.1301696	0.209627445	0.196288702	0.228797468	0.223027232	0	0.215181859	0.236502949	0.156239566	0.23254037	0.202757239	0.204129637	0.005261329	0.307132277	0.317982254	0.318088969	0.318085357	0.252651051	0.080901595	0.247886236	0.275221876	0.269894048	0.286583206	0.28917912	0.006933836	0.300257296	0.298546705	0.398398123	0.365135723
Kohl-Grounhog-KPM-R091	0.12416334	0.122096024	0.168415779	0.179315734	0.0632484	0.112411776	0.107931704	0.112826431	0.159990732	0.202152567	0.208943581	0.202483605	0.165531395	0.161804901	0.171533302	0.191769807	0.109305503	0.113590183	0.101113718	0.110941399	0.113131851	0.084791863	0.055667709	0.176259766	0.049474018	0.167296528	0.186979496	0.114906932	0.169402137	0.131855613	0.102935612	0.032065275	0.039792544	0.211967614	0.215564619	0.03836927	0.066173629	0.203072205	0.21372956	0.156402793	0.038670079	0.076272792	0.088003063	0.041333768	0.215181859	0	0.045972084	0.175723263	0.107295215	0.07234423	0.073559495	0.210766408	0.162412907	0.179448278	0.179581367	0.179577755	0.08536622	0.135160794	0.077844125	0.117565498	0.13088583	0.133149698	0.137205699	0.209259043	0.155470007	0.149839952	0.382353878	0.358480207
Kohl-Grounhog-KPM-R092	0.094861862	0.092794545	0.183292381	0.192489203	0.075436258	0.083110298	0.078630226	0.083524953	0.159573328	0.220663725	0.227518697	0.220395606	0.139494591	0.135274893	0.145814602	0.210041927	0.079616845	0.084288705	0.071159201	0.08082332	0.113374054	0.079901362	0.055847082	0.191403066	0.04400422	0.183825818	0.19049435	0.117413873	0.183684654	0.134267846	0.1064611	0.040098147	0.051655105	0.233202579	0.236956881	0.02561827	0.084727283	0.210442108	0.235083091	0.176740929	0.04488384	0.074437287	0.091463359	0.040771632	0.236502949	0.045972084	0	0.184269336	0.107428046	0.071386717	0.071067456	0.231763076	0.137745408	0.154733681	0.154695546	0.154699159	0.060052353	0.156432969	0.049663216	0.085905517	0.115322043	0.099387779	0.107973521	0.230480142	0.129021437	0.120360394	0.381935728	0.3598783
Kohl-Grounhog-KPM-R093	0.258443187	0.25637587	0.080463734	0.10895692	0.188274915	0.246691623	0.242211551	0.247106278	0.303106219	0.143905498	0.149699224	0.14345795	0.296984836	0.29273053	0.30376151	0.134019754	0.24323428	0.24787003	0.234740526	0.244476865	0.130144402	0.153648948	0.174564034	0.106073749	0.18963459	0.078907639	0.088113945	0.129751926	0.079015403	0.096318978	0.144407239	0.158725507	0.143756238	0.155614547	0.15630875	0.17024825	0.116132121	0.116658445	0.156150521	0.074811765	0.15813719	0.116940151	0.137526143	0.150502485	0.156239566	0.175723263	0.184269336	0	0.140907617	0.115885581	0.123826094	0.154983328	0.298976771	0.31273815	0.312859728	0.312856115	0.219532427	0.189644632	0.208040819	0.247237804	0.269738963	0.263664245	0.2663806	0.157750045	0.286053301	0.278724458	0.390679147	0.357789216
Kohl-Grounhog-KPM-R094	0.184649642	0.182582326	0.163374947	0.179684455	0.116276129	0.172898078	0.168418006	0.173312733	0.234320466	0.218605535	0.224592202	0.218337417	0.228271748	0.223782174	0.235082959	0.20593846	0.169404625	0.174076486	0.160946981	0.1706111	0.102253857	0.081398274	0.09998728	0.178949316	0.114239618	0.163908384	0.169458108	0.097562861	0.16376722	0.113676747	0.09267446	0.091684572	0.076985693	0.229227849	0.233010717	0.101483369	0.054808902	0.202021652	0.231120512	0.156871628	0.087776243	0.053810931	0.029292492	0.07925531	0.23254037	0.107295215	0.107428046	0.140907617	0	0.049594699	0.062423601	0.227792321	0.229529443	0.244002038	0.243963903	0.243967516	0.149309661	0.152458238	0.135600928	0.172970711	0.203869739	0.187011229	0.194012203	0.226517563	0.216255309	0.207391498	0.387925592	0.376979012
Kohl-Grounhog-KPM-R095	0.153088212	0.150813975	0.126660873	0.14794714	0.082230034	0.139448673	0.134968602	0.139863328	0.204980458	0.185630693	0.193772988	0.184849436	0.196203816	0.191725436	0.202996801	0.174524108	0.13595522	0.140627081	0.127523092	0.137161695	0.071992685	0.043339166	0.067308314	0.146990395	0.081761571	0.126603781	0.135789372	0.066434387	0.127072697	0.079581416	0.061979194	0.06026914	0.047116109	0.19945687	0.203202964	0.065466306	0.026751682	0.171889483	0.201337381	0.128092176	0.054406284	0.019388253	0.042283082	0.049959731	0.202757239	0.07234423	0.071386717	0.115885581	0.049594699	0	0.028088946	0.198021342	0.197888644	0.211915881	0.211914716	0.211911103	0.117608659	0.122696502	0.106301613	0.142011068	0.171480739	0.157965958	0.164346401	0.19676216	0.186793628	0.17800695	0.375829123	0.352866502
Kohl-Grounhog-KPM-R096	0.163415987	0.16134867	0.140036729	0.157746823	0.095643118	0.151664423	0.147184351	0.152079078	0.212108011	0.191056819	0.197183016	0.190788701	0.203264341	0.19876015	0.210064616	0.181933504	0.14817097	0.15284283	0.139731551	0.149377445	0.066220383	0.053667723	0.079625492	0.156872155	0.089953545	0.140081303	0.148945429	0.078605868	0.140374684	0.092716607	0.070497665	0.076723701	0.063790654	0.200829267	0.204575361	0.070833056	0.039382434	0.166938349	0.202702406	0.120832679	0.052024105	0.023590755	0.053744139	0.051543162	0.204129637	0.073559495	0.071067456	0.123826094	0.062423601	0.028088946	0	0.199399264	0.201899129	0.218983695	0.218945561	0.218949174	0.124218689	0.123975979	0.113195708	0.151822113	0.178774572	0.165487835	0.171767345	0.198098737	0.19333299	0.186245953	0.378779003	0.355880719
Kohl-Grounhog-KPM-R097	0.26614168	0.2645579	0.118243532	0.135872256	0.209205653	0.259668503	0.256811611	0.262368903	0.279158809	0.018542311	0.010913101	0.019471377	0.3048458	0.302437997	0.30894818	0.13077737	0.264091839	0.263598857	0.255341824	0.263119183	0.189551865	0.202552069	0.219968209	0.132301157	0.226811478	0.11951586	0.159959152	0.188046755	0.11669132	0.172396844	0.195802971	0.214416096	0.209876415	0.001987143	0.005891569	0.220206019	0.183749583	0.164442692	0.003798459	0.129462427	0.205315633	0.191540545	0.224049419	0.218186727	0.005261329	0.210766408	0.231763076	0.154983328	0.227792321	0.198021342	0.199399264	0	0.303190549	0.314489014	0.314610592	0.314606979	0.248354088	0.076664552	0.24334669	0.270530491	0.265470604	0.281997195	0.284614851	0.003454206	0.295698093	0.293791161	0.396108594	0.363187363
Kohl-Grounhog-KPM-R105	0.097039892	0.10070097	0.295323398	0.305369759	0.178390133	0.107431054	0.112179494	0.097768872	0.212260833	0.301885617	0.304227409	0.302730329	0.012516611	0.009599711	0.017227212	0.311794681	0.085902307	0.093938386	0.107324953	0.090157262	0.224116682	0.19849894	0.170405906	0.30435749	0.155799223	0.294770473	0.302663309	0.23065537	0.295661352	0.246469912	0.216078339	0.15075771	0.167599709	0.304263288	0.307703054	0.146187636	0.203041945	0.296778685	0.30566219	0.284916599	0.159977248	0.193001124	0.211668885	0.164481649	0.307132277	0.162412907	0.137745408	0.298976771	0.229529443	0.197888644	0.201899129	0.303190549	0	0.023205488	0.023372661	0.023369049	0.086050638	0.228098022	0.100397361	0.075292781	0.056210094	0.045310406	0.03989368	0.301298986	0.031638972	0.037143953	0.393654316	0.371421334
Kohl-Grounhog-KPM-R106	0.110750344	0.114429139	0.309025642	0.319072003	0.192092377	0.121159222	0.125881739	0.111497041	0.223504147	0.315587861	0.317502071	0.316432573	0.016897917	0.021550632	0.009936053	0.325496925	0.099805808	0.10764063	0.121027197	0.10414278	0.246193086	0.214228987	0.185057206	0.318059735	0.172390284	0.308472717	0.316473614	0.244357615	0.309363597	0.26019808	0.233891401	0.166640235	0.181301954	0.315072222	0.318395917	0.160969205	0.216744189	0.319929473	0.316662593	0.307118239	0.17705529	0.206972839	0.225828525	0.179483861	0.317982254	0.179448278	0.154733681	0.31273815	0.244002038	0.211915881	0.218983695	0.314489014	0.023205488	0	0.000216655	0.000213042	0.100234352	0.239758269	0.114636377	0.089500568	0.069660174	0.059458009	0.053595925	0.311991849	0.045320362	0.051038785	0.398407763	0.376942418
Kohl-Grounhog-KPM-R107	0.110738134	0.114416929	0.308987507	0.319033868	0.19206245	0.121147012	0.125843604	0.111484831	0.223466012	0.315766999	0.317681209	0.316611711	0.017054031	0.021654013	0.010095147	0.325458791	0.099767673	0.107602496	0.120989063	0.104104646	0.246180876	0.214190853	0.185019071	0.3180216	0.172352149	0.308597537	0.316454079	0.244345405	0.309325462	0.26018587	0.233871866	0.166819372	0.181263819	0.3151938	0.318396535	0.161090783	0.216923327	0.32005105	0.316789098	0.30724306	0.177160465	0.206934704	0.226007663	0.179445726	0.318088969	0.179581367	0.154695546	0.312859728	0.243963903	0.211914716	0.218945561	0.314610592	0.023372661	0.000216655	0	3.61E-06	0.100196217	0.239891296	0.114598242	0.089462434	0.069839312	0.059419875	0.05355779	0.311865217	0.045282228	0.051000651	0.398377836	0.376841414
Kohl-Grounhog-KPM-R108	0.110741746	0.114420541	0.30899112	0.319037481	0.192066063	0.121150625	0.125847217	0.111488443	0.223469625	0.315763386	0.317677596	0.316608098	0.017050419	0.021654013	0.010091534	0.325462403	0.099771286	0.107606109	0.120992675	0.104108258	0.246184488	0.214194465	0.185022684	0.318025213	0.172355762	0.308595731	0.316457692	0.244349017	0.309329075	0.260189483	0.233875479	0.16681576	0.181267432	0.315190187	0.318392923	0.16108717	0.216919714	0.320047438	0.316785486	0.307239447	0.177156852	0.206938317	0.226004051	0.179449339	0.318085357	0.179577755	0.154699159	0.312856115	0.243967516	0.211911103	0.218949174	0.314606979	0.023369049	0.000213042	3.61E-06	0	0.10019983	0.23988949	0.114601855	0.089466047	0.0698357	0.059423487	0.053561403	0.311867023	0.04528584	0.051004263	0.398381449	0.376841414
Kohl-Grounhog-KPM-R114	0.046689231	0.044672357	0.21535178	0.225414556	0.099742765	0.043553909	0.046849435	0.036278667	0.156468759	0.241490322	0.246917651	0.241373108	0.087424194	0.083704644	0.093064508	0.234415487	0.033043069	0.037088347	0.037416151	0.034335476	0.151642622	0.120073654	0.090890579	0.224385873	0.077720783	0.215124764	0.222911863	0.150839299	0.215689735	0.166679765	0.139854991	0.07286513	0.087637333	0.249481291	0.253096506	0.067328055	0.123450553	0.237443393	0.251230514	0.213576296	0.078038665	0.108612133	0.131565676	0.083943926	0.252651051	0.08536622	0.060052353	0.219532427	0.149309661	0.117608659	0.124218689	0.248354088	0.086050638	0.100234352	0.100196217	0.10019983	0	0.172169504	0.017029318	0.041788122	0.064556958	0.055253492	0.061190109	0.246562314	0.07805564	0.073359862	0.377524904	0.355586774
Kohl-Grounhog-KPM-R115	0.190115694	0.188531913	0.152252374	0.169881099	0.133110813	0.183642517	0.18080204	0.186342916	0.204121462	0.076601449	0.078515659	0.077446161	0.229328441	0.226948042	0.233200595	0.16484147	0.188283524	0.187589286	0.17951295	0.187431034	0.125254584	0.126926226	0.144334699	0.166309999	0.150961093	0.153524703	0.194120528	0.122661104	0.150689218	0.139908778	0.120014352	0.138964164	0.134287561	0.077566905	0.081348149	0.145028414	0.10812409	0.199131396	0.07950896	0.164359532	0.129290669	0.115944221	0.148769655	0.142516047	0.080901595	0.135160794	0.156432969	0.189644632	0.152458238	0.122696502	0.123975979	0.076664552	0.228098022	0.239758269	0.239891296	0.23988949	0.172169504	0	0.167377128	0.194992246	0.189670589	0.206451557	0.208901344	0.074812702	0.220002531	0.218366593	0.3838611	0.357256061
Kohl-Grounhog-KPM-R116	0.05461594	0.052548624	0.206960223	0.213197308	0.088685381	0.043389262	0.039128986	0.044059798	0.150388063	0.235019083	0.2410944	0.23490187	0.099148661	0.094907423	0.105717298	0.223218574	0.040717497	0.044869478	0.03269787	0.041913094	0.140089811	0.108076364	0.078905702	0.212029095	0.066636665	0.207493661	0.21102134	0.138884601	0.207352496	0.157111698	0.127962518	0.061348932	0.075293084	0.24450596	0.2483486	0.056046928	0.111966635	0.229953846	0.246394981	0.202771364	0.07426221	0.096340953	0.120888247	0.072022207	0.247886236	0.077844125	0.049663216	0.208040819	0.135600928	0.106301613	0.113195708	0.24334669	0.100397361	0.114636377	0.114598242	0.114601855	0.017029318	0.167377128	0	0.046461789	0.077360753	0.062940835	0.064328695	0.241880069	0.086054215	0.078895884	0.378125542	0.356204694
Kohl-Grounhog-KPM-R117	0.03851031	0.041549461	0.243812549	0.23779523	0.110848435	0.043732667	0.046808398	0.032183513	0.176686161	0.258794354	0.266188107	0.258526236	0.073854529	0.069588748	0.08058149	0.244097038	0.01880034	0.027955166	0.039613672	0.022782365	0.168475434	0.132132067	0.102877479	0.236659847	0.090320453	0.244345986	0.235519537	0.163074647	0.244204822	0.194282537	0.15244191	0.102343138	0.115743707	0.271761857	0.275618082	0.096823614	0.152501843	0.264479535	0.273775365	0.241991132	0.118353662	0.138448425	0.158087316	0.109776897	0.275221876	0.117565498	0.085905517	0.247237804	0.172970711	0.142011068	0.151822113	0.270530491	0.075292781	0.089500568	0.089462434	0.089466047	0.041788122	0.194992246	0.046461789	0	0.051337953	0.034840046	0.037678584	0.269149551	0.057939573	0.05150875	0.390159452	0.368344905
Kohl-Grounhog-KPM-R118	0.073402834	0.077103358	0.253893972	0.264793926	0.143642905	0.083833441	0.088530033	0.074171259	0.164626394	0.260447983	0.263509331	0.261891852	0.056519087	0.052871062	0.062318244	0.269619243	0.062855193	0.0702816	0.082991202	0.066186444	0.209169597	0.174195105	0.14551855	0.262189378	0.135066189	0.252774721	0.27913719	0.206182114	0.254880329	0.223987789	0.196528995	0.121712393	0.136235379	0.266534533	0.270242108	0.116272335	0.166080238	0.283784204	0.268486613	0.257003811	0.136095056	0.166491463	0.184282375	0.136898116	0.269894048	0.13088583	0.115322043	0.269738963	0.203869739	0.171480739	0.178774572	0.265470604	0.056210094	0.069660174	0.069839312	0.0698357	0.064556958	0.189670589	0.077360753	0.051337953	0	0.029465456	0.033072984	0.263874853	0.036709829	0.032397017	0.381634525	0.358295075
Kohl-Grounhog-KPM-R119	0.065164914	0.068405386	0.261210909	0.267735999	0.140789204	0.07118321	0.075035006	0.060676233	0.18826516	0.273041698	0.278608544	0.272924484	0.044806787	0.040918351	0.050847667	0.273988561	0.048886855	0.056786573	0.069428484	0.052495849	0.193975303	0.158532132	0.130970938	0.266551371	0.120428097	0.261744346	0.265606053	0.192792461	0.261603182	0.211358877	0.182588609	0.11955165	0.130813657	0.283221167	0.286979412	0.111058192	0.165781578	0.277343831	0.285136695	0.259085199	0.127812328	0.153408088	0.172137751	0.124789095	0.286583206	0.133149698	0.099387779	0.263664245	0.187011229	0.157965958	0.165487835	0.281997195	0.045310406	0.059458009	0.059419875	0.059423487	0.055253492	0.206451557	0.062940835	0.034840046	0.029465456	0	0.011314197	0.280510881	0.030956282	0.023276715	0.389168423	0.367231676
Kohl-Grounhog-KPM-R120	0.067158344	0.070326645	0.265625949	0.27106274	0.144115945	0.074053256	0.078749848	0.064391074	0.19045135	0.275558177	0.28176645	0.275381926	0.037955733	0.033697242	0.044676845	0.277208603	0.052673917	0.060501415	0.07311781	0.056357019	0.198897924	0.165879185	0.136708522	0.269771412	0.125102847	0.266159386	0.269357005	0.196590715	0.26609209	0.216359136	0.18674881	0.121073997	0.133755424	0.285670954	0.28952718	0.114978307	0.170280517	0.281118532	0.28776872	0.261796895	0.136593017	0.158109505	0.179052504	0.130978505	0.28917912	0.137205699	0.107973521	0.2663806	0.194012203	0.164346401	0.171767345	0.284614851	0.03989368	0.053595925	0.05355779	0.053561403	0.061190109	0.208901344	0.064328695	0.037678584	0.033072984	0.011314197	0	0.283058649	0.023163726	0.016396951	0.389387688	0.367082751
Kohl-Grounhog-KPM-R121	0.264187489	0.262603709	0.120130778	0.137759502	0.207161558	0.257714312	0.25485742	0.260414712	0.277257027	0.020706267	0.013077058	0.021635334	0.303449714	0.30100427	0.307323466	0.132724549	0.262338905	0.261644666	0.253560123	0.261478207	0.187921475	0.200973399	0.218381872	0.134188403	0.225008266	0.121511742	0.16206025	0.186363592	0.118578566	0.170463922	0.194086147	0.213119973	0.208334734	0.004030459	0.007257386	0.219126663	0.182292051	0.167097571	0.005633965	0.132327329	0.203652846	0.190320844	0.222937616	0.217004425	0.006933836	0.209259043	0.230480142	0.157750045	0.226517563	0.19676216	0.198098737	0.003454206	0.301298986	0.311991849	0.311865217	0.311867023	0.246562314	0.074812702	0.241880069	0.269149551	0.263874853	0.280510881	0.283058649	0	0.294159836	0.292523898	0.394748753	0.362123386
