	Kohl-Grounhog-KPM-R001	Kohl-Grounhog-KPM-R002	Kohl-Grounhog-KPM-R003	Kohl-Grounhog-KPM-R004	Kohl-Grounhog-KPM-R005	Kohl-Grounhog-KPM-R006	Kohl-Grounhog-KPM-R007	Kohl-Grounhog-KPM-R008	Kohl-Grounhog-KPM-R009	Kohl-Grounhog-KPM-R016	Kohl-Grounhog-KPM-R017	Kohl-Grounhog-KPM-R018	Kohl-Grounhog-KPM-R019	Kohl-Grounhog-KPM-R020	Kohl-Grounhog-KPM-R021	Kohl-Grounhog-KPM-R038	Kohl-Grounhog-KPM-R039	Kohl-Grounhog-KPM-R040	Kohl-Grounhog-KPM-R041	Kohl-Grounhog-KPM-R042	Kohl-Grounhog-KPM-R043	Kohl-Grounhog-KPM-R044	Kohl-Grounhog-KPM-R045	Kohl-Grounhog-KPM-R046	Kohl-Grounhog-KPM-R047	Kohl-Grounhog-KPM-R062	Kohl-Grounhog-KPM-R063	Kohl-Grounhog-KPM-R064	Kohl-Grounhog-KPM-R065	Kohl-Grounhog-KPM-R066	Kohl-Grounhog-KPM-R067	Kohl-Grounhog-KPM-R073	Kohl-Grounhog-KPM-R074	Kohl-Grounhog-KPM-R075	Kohl-Grounhog-KPM-R076	Kohl-Grounhog-KPM-R077	Kohl-Grounhog-KPM-R078	Kohl-Grounhog-KPM-R079	Kohl-Grounhog-KPM-R080	Kohl-Grounhog-KPM-R081	Kohl-Grounhog-KPM-R086	Kohl-Grounhog-KPM-R087	Kohl-Grounhog-KPM-R088	Kohl-Grounhog-KPM-R089	Kohl-Grounhog-KPM-R090	Kohl-Grounhog-KPM-R091	Kohl-Grounhog-KPM-R092	Kohl-Grounhog-KPM-R093	Kohl-Grounhog-KPM-R094	Kohl-Grounhog-KPM-R095	Kohl-Grounhog-KPM-R096	Kohl-Grounhog-KPM-R097	Kohl-Grounhog-KPM-R105	Kohl-Grounhog-KPM-R106	Kohl-Grounhog-KPM-R107	Kohl-Grounhog-KPM-R108	Kohl-Grounhog-KPM-R114	Kohl-Grounhog-KPM-R115	Kohl-Grounhog-KPM-R116	Kohl-Grounhog-KPM-R117	Kohl-Grounhog-KPM-R118	Kohl-Grounhog-KPM-R119	Kohl-Grounhog-KPM-R120	Kohl-Grounhog-KPM-R121	Kohl-Grounhog-KPM-R122	Kohl-Grounhog-KPM-R123	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003
Kohl-Grounhog-KPM-R046	0.066003492	0.15105103	0.099616774	0.045918835	0.045918835	0.157977288	0.199249512	0.144894291	0.536055682	0.158223707	0.158223707	0.158223716	0.356585711	0.42005839	0.337085412	0.446872631	0.150063864	0.175589149	0.143058626	0.315122191	0.275881298	0.242129203	0.236697272	0	0.147371256	0.237210989	0.400875939	0.382319733	0.102705906	0.182026651	0.25484152	0.346694784	0.294167053	0.433968501	0.229631137	0.362813651	0.653135387	0.384249531	0.294588663	0.432438519	0.4325056	0.44465539	0.605611626	0.404708367	0.273049748	0.341836235	0.520820967	0.653790942	0.566928217	0.402080592	0.442622237	0.618490518	0.304803732	0.201681224	0.164453314	0.16806583	0.177964967	0.308294904	0.418541105	0.537862283	0.535619264	0.503559541	0.462518448	0.349372839	0.520694464	0.463554083	0.949152777	0.955412257
Kohl-Grounhog-KPM-R047	0.121866218	0.125588563	0.158228698	0.108904111	0.108904111	0.132934732	0.177961913	0.119055548	0.543300663	0.212801805	0.212801805	0.212801813	0.307371758	0.383616369	0.318655062	0.496658704	0.081538091	0.153007225	0.118633014	0.324247203	0.193013706	0.251650947	0.151903899	0.147371256	0	0.293550228	0.352329437	0.369729663	0.161069196	0.158414226	0.197499588	0.356773563	0.333434431	0.469196172	0.28321453	0.335938154	0.672946427	0.394296756	0.305558367	0.423374741	0.410372257	0.426507732	0.594073501	0.384239241	0.283936808	0.314182401	0.506714238	0.642069009	0.555023687	0.381034402	0.424359795	0.607250963	0.244430158	0.177558412	0.139205586	0.142927262	0.060704654	0.351572608	0.426912954	0.489834533	0.562999045	0.488581136	0.49115991	0.388926721	0.506581441	0.446456127	0.951555882	0.957611919
Kohl-Grounhog-KPM-R062	0.22247149	0.305264706	0.143826868	0.202658668	0.202658668	0.310857236	0.336019758	0.300294546	0.60984127	0.313443555	0.313443555	0.313443562	0.479846877	0.51752156	0.478151189	0.500665083	0.295752881	0.250993257	0.290022706	0.425863952	0.406246001	0.365335827	0.366716884	0.237210989	0.293550228	0	0.259751436	0.486415799	0.146896901	0.330285152	0.327759113	0.465541814	0.408474357	0.539136539	0.383884525	0.481814246	0.714826454	0.499068735	0.42965543	0.537490427	0.538800426	0.533588572	0.676004512	0.500324545	0.409693167	0.461609301	0.597117496	0.628550859	0.63564254	0.500026374	0.53189464	0.68842018	0.448528423	0.356312898	0.319588848	0.323152469	0.318587448	0.421703027	0.511838809	0.614847288	0.618936765	0.582707763	0.548475521	0.453909389	0.597011866	0.549338846	0.953727762	0.962717368
Kohl-Grounhog-KPM-R063	0.366259425	0.346481658	0.351195363	0.377209226	0.377209226	0.351432654	0.419879938	0.342085605	0.633029968	0.468987715	0.468987715	0.46898772	0.466790597	0.50635408	0.507058669	0.59796107	0.302077179	0.261121178	0.378586875	0.454358968	0.344189803	0.408415679	0.355976891	0.400875939	0.352329437	0.259751436	0	0.503817669	0.353194546	0.35308042	0.185928816	0.510019405	0.508518887	0.628189178	0.530611285	0.517583732	0.760428067	0.540330334	0.461492054	0.566749068	0.60761531	0.558732427	0.712179122	0.559072934	0.454573875	0.547707334	0.640013708	0.673781271	0.672798719	0.560118643	0.58525077	0.703491824	0.396001804	0.448297089	0.414918128	0.418157148	0.373793908	0.517880168	0.548009563	0.633567686	0.685672961	0.632742121	0.621943837	0.555539236	0.639924271	0.599807043	0.955239621	0.9669806
Kohl-Grounhog-KPM-R064	0.372300501	0.381491783	0.388037963	0.362379438	0.362379438	0.385176374	0.398534523	0.378230231	0.495625993	0.43730224	0.43730224	0.437302244	0.475868695	0.507706301	0.507527751	0.588957881	0.371202195	0.38528298	0.351757548	0.450178992	0.393026007	0.427791889	0.349487476	0.382319733	0.369729663	0.486415799	0.503817669	0	0.389540605	0.345221928	0.436133854	0.529529568	0.458314039	0.405171375	0.487634015	0.485633556	0.713307202	0.545270011	0.4992296	0.566358183	0.573978749	0.528129959	0.652097205	0.365067832	0.476822031	0.529767719	0.603872456	0.588553713	0.636277178	0.52687533	0.551179685	0.528640731	0.48568149	0.419521497	0.392452109	0.395078862	0.386604862	0.313225851	0.393384055	0.464724635	0.490480794	0.603147763	0.423599102	0.519826857	0.450471747	0.409746844	0.940716752	0.947603898
Kohl-Grounhog-KPM-R065	0.081948383	0.165441436	0.003585762	0.062206605	0.062206605	0.172135798	0.211343081	0.159492384	0.53995607	0.172594244	0.172594244	0.172594252	0.365467948	0.426428413	0.347536331	0.414683982	0.163676115	0.117991562	0.156894361	0.323587974	0.286377042	0.252482043	0.247693925	0.102705906	0.161069196	0.146896901	0.353194546	0.389540605	0	0.195394357	0.20232008	0.355383889	0.303155415	0.440684327	0.242782629	0.3713114	0.655600181	0.392188707	0.305198306	0.439164164	0.439309855	0.450234726	0.60879499	0.411114608	0.284089649	0.350654188	0.52498057	0.656857024	0.570328687	0.408669981	0.448242295	0.62155327	0.315937729	0.215309868	0.178717501	0.182268346	0.190704877	0.312561495	0.424654611	0.541916299	0.540026485	0.508022828	0.46774632	0.356988716	0.524856254	0.468761926	0.945781232	0.955450889
Kohl-Grounhog-KPM-R066	0.126901539	0.057997851	0.192622956	0.144446603	0.144446603	0.066518076	0.21186946	0.050411435	0.579417554	0.250386648	0.250386648	0.250386656	0.359725871	0.424981796	0.270109449	0.520559049	0.161196187	0.187527657	0.147876303	0.327040684	0.130788041	0.301387712	0.177737991	0.182026651	0.158414226	0.330285152	0.35308042	0.345221928	0.195394357	0	0.209961964	0.414674768	0.349890769	0.494940246	0.322094736	0.377637922	0.690080932	0.450324884	0.347301858	0.485635833	0.494124457	0.458117718	0.620170984	0.452659531	0.339532988	0.414433914	0.560223269	0.695025097	0.602827015	0.451184697	0.487825192	0.655564886	0.233315384	0.216180373	0.177089784	0.180883051	0.189974748	0.361216915	0.47550356	0.550928026	0.58464491	0.549842586	0.512468997	0.416660111	0.534216587	0.507221808	0.953395345	0.960162391
Kohl-Grounhog-KPM-R067	0.210178591	0.181103287	0.199765507	0.224325948	0.224325948	0.187549716	0.279283591	0.175376193	0.558801467	0.318981487	0.318981487	0.318981493	0.346150974	0.411175791	0.358939316	0.510846221	0.127841301	0.09708347	0.232020786	0.348622494	0.210210427	0.291637344	0.227254161	0.25484152	0.197499588	0.327759113	0.185928816	0.436133854	0.20232008	0.209961964	0	0.381485879	0.405957891	0.528101244	0.382873858	0.405972393	0.70086872	0.416627224	0.312705911	0.460629215	0.504433002	0.47473048	0.647568335	0.47113695	0.315798708	0.427920069	0.569646376	0.697460844	0.609362616	0.470183076	0.503068209	0.633445644	0.219916932	0.291429457	0.256771861	0.260134959	0.225044096	0.404465165	0.450876572	0.55588544	0.605699707	0.554866007	0.538808664	0.452188824	0.569537881	0.520794106	0.947202393	0.959676088
Kohl-Grounhog-KPM-R073	0.333795266	0.400979861	0.353578045	0.322552062	0.322552062	0.404936308	0.417935735	0.397473358	0.593283851	0.255239782	0.255239782	0.255239789	0.312049977	0.485046014	0.377636247	0.58464449	0.301474159	0.403805534	0.35133157	0.413844322	0.403442153	0.367316357	0.368628796	0.346694784	0.356773563	0.465541814	0.510019405	0.529529568	0.355383889	0.414674768	0.381485879	0	0.258999864	0.455073076	0.318417391	0.290141706	0.549320616	0.158332083	0.202388646	0.149625685	0.270710941	0.341694306	0.467050477	0.477712142	0.21598622	0.110429402	0.480248808	0.524970389	0.508038454	0.299081871	0.366886107	0.564806722	0.284310627	0.29368875	0.413260766	0.411544895	0.376092024	0.483554108	0.48081561	0.516293035	0.547172225	0.457425686	0.434243411	0.507437053	0.475899598	0.544953809	0.952350182	0.958291147
Kohl-Grounhog-KPM-R074	0.279836219	0.344331852	0.301286529	0.269246839	0.269246839	0.348471001	0.365567802	0.340665457	0.579901922	0.350943186	0.350943186	0.350943191	0.376588548	0.429254099	0.453993627	0.544093319	0.335081222	0.350805971	0.260570271	0.416183993	0.398723916	0.341284057	0.341336693	0.294167053	0.333434431	0.408474357	0.508518887	0.458314039	0.303155415	0.349890769	0.405957891	0.258999864	0	0.498984506	0.406002326	0.401080934	0.580150822	0.268748182	0.399950883	0.295685262	0.352673064	0.314410444	0.455100413	0.42184204	0.356344146	0.283533653	0.396598226	0.528841768	0.42029584	0.188532285	0.305009836	0.612940075	0.456136722	0.384451373	0.355746563	0.358532014	0.352280112	0.436053167	0.487164471	0.464887642	0.561125403	0.41235408	0.35931956	0.462130866	0.434660146	0.467403613	0.946660388	0.953050373
Kohl-Grounhog-KPM-R075	0.425626075	0.484776964	0.439286979	0.415410558	0.415410558	0.487799295	0.49311238	0.482102097	0.540095665	0.364448402	0.364448402	0.364448407	0.456134289	0.578160326	0.440950733	0.625221556	0.470418007	0.48210582	0.42786128	0.530022294	0.528811449	0.491658845	0.49800899	0.433968501	0.469196172	0.539136539	0.628189178	0.405171375	0.440684327	0.494940246	0.528101244	0.455073076	0.498984506	0	0.3911239	0.43503216	0.680728111	0.451248441	0.386031471	0.500206818	0.509294219	0.58722092	0.641600799	0.403094139	0.38114503	0.471796829	0.635127763	0.541956094	0.665283512	0.550025659	0.585973413	0.517571275	0.469646197	0.398182036	0.470900937	0.469506036	0.48320345	0.192668672	0.427570382	0.526229264	0.437436064	0.624066523	0.456128001	0.561452022	0.510486767	0.457086927	0.933951226	0.940256535
Kohl-Grounhog-KPM-R076	0.206708218	0.295094037	0.240057657	0.192554165	0.192554165	0.30114034	0.32882426	0.289715198	0.61461486	0.084829462	0.084829462	0.084829473	0.328507081	0.519963365	0.257614075	0.556788537	0.285588463	0.308056421	0.279410779	0.424290759	0.403287372	0.360406618	0.361579354	0.229631137	0.28321453	0.383884525	0.530611285	0.487634015	0.242782629	0.322094736	0.382873858	0.318417391	0.406002326	0.3911239	0	0.302013766	0.660419742	0.329200893	0.211473994	0.393547659	0.380423509	0.53642571	0.610168867	0.502010993	0.184826208	0.312632946	0.601635314	0.64564013	0.640852647	0.483162417	0.5346777	0.607922659	0.262344998	0.136455431	0.173028589	0.169615908	0.310144332	0.424316717	0.513944766	0.620001228	0.534368942	0.586903471	0.551767137	0.457671362	0.601527449	0.552655674	0.958843286	0.961330187
Kohl-Grounhog-KPM-R077	0.350524205	0.417802502	0.369545377	0.339199343	0.339199343	0.421658716	0.433260425	0.414384711	0.589495045	0.273334941	0.273334941	0.273334948	0.25417611	0.448261372	0.363447775	0.595298431	0.328184805	0.419465789	0.354355208	0.376534685	0.333524118	0.3312649	0.267559879	0.362813651	0.335938154	0.481814246	0.517583732	0.485633556	0.3713114	0.377637922	0.405972393	0.290141706	0.401080934	0.43503216	0.302013766	0	0.641967778	0.301924409	0.160959774	0.295604474	0.373473853	0.389244453	0.507195684	0.41154028	0.156193848	0.301431387	0.527572383	0.579042234	0.562085145	0.398273304	0.428366141	0.509247231	0.313638825	0.311904671	0.400405093	0.398613093	0.356378148	0.496846488	0.495763618	0.582797999	0.539351665	0.551814768	0.557192615	0.519915278	0.537239291	0.492161477	0.956872964	0.961247092
Kohl-Grounhog-KPM-R078	0.652805033	0.686946128	0.655085382	0.646445629	0.646445629	0.688030136	0.681926574	0.685991097	0.745276294	0.628943192	0.628943192	0.628943194	0.656453054	0.707712805	0.681688282	0.734033159	0.673397321	0.677753023	0.652052407	0.689112277	0.701298681	0.667639328	0.676128249	0.653135387	0.672946427	0.714826454	0.760428067	0.713307202	0.655600181	0.690080932	0.70086872	0.549320616	0.580150822	0.680728111	0.660419742	0.641967778	0	0.588848458	0.632818357	0.586000983	0.60289245	0.625921669	0.497005326	0.68420932	0.643287883	0.55998397	0.668988203	0.706386429	0.525378685	0.596455518	0.621638195	0.732778816	0.682390288	0.648099359	0.694218761	0.69375338	0.678166076	0.698386119	0.710713211	0.691693742	0.706893703	0.49111063	0.642210597	0.704359671	0.666579116	0.713285316	0.948672766	0.954616433
Kohl-Grounhog-KPM-R079	0.373219921	0.438032589	0.390538181	0.362224798	0.362224798	0.441626297	0.451205652	0.434848843	0.597676643	0.30108284	0.30108284	0.301082846	0.323897866	0.491964156	0.386982741	0.604053144	0.341938911	0.438280733	0.376537429	0.433303785	0.425929114	0.3772215	0.378986361	0.384249531	0.394296756	0.499068735	0.540330334	0.545270011	0.392188707	0.450324884	0.416627224	0.158332083	0.268748182	0.451248441	0.329200893	0.301924409	0.588848458	0	0.233800567	0.243898415	0.293499736	0.398739331	0.488813731	0.506800012	0.228043739	0.242381304	0.440813199	0.537962895	0.52740358	0.279176371	0.428553922	0.571879965	0.329131427	0.338179774	0.421741497	0.420074941	0.411936974	0.51057589	0.508074933	0.515336899	0.552737403	0.488547644	0.468040091	0.532185755	0.505522754	0.550418903	0.953694259	0.958328613
Kohl-Grounhog-KPM-R080	0.251131864	0.329305105	0.302996401	0.264911957	0.264911957	0.334417607	0.378194307	0.324765244	0.575615395	0.180602645	0.180602645	0.180602654	0.239236957	0.450386006	0.259201702	0.572213495	0.240712136	0.361179527	0.28330382	0.366953877	0.324318947	0.309843398	0.308184995	0.294588663	0.305558367	0.42965543	0.461492054	0.4992296	0.305198306	0.347301858	0.312705911	0.202388646	0.399950883	0.386031471	0.211473994	0.160959774	0.632818357	0.233800567	0	0.288860998	0.382497318	0.451689181	0.558482175	0.439569006	0.094582382	0.290454056	0.554425977	0.610164343	0.597213478	0.426546922	0.475324467	0.529950782	0.183710487	0.224984198	0.332736558	0.330465039	0.329115102	0.439182207	0.460404515	0.588197529	0.522168033	0.555622869	0.539031594	0.484983616	0.570752579	0.520356082	0.956489497	0.961779468
Kohl-Grounhog-KPM-R081	0.424052669	0.483135356	0.437764756	0.413854483	0.413854483	0.486163429	0.491595305	0.480455447	0.628839938	0.362828525	0.362828525	0.36282853	0.343019782	0.498406201	0.443073462	0.624049427	0.395424295	0.480569164	0.417397289	0.47014858	0.426569464	0.42516472	0.382082326	0.432438519	0.423374741	0.537490427	0.566749068	0.566358183	0.439164164	0.485635833	0.460629215	0.149625685	0.295685262	0.500206818	0.393547659	0.295604474	0.586000983	0.243898415	0.288860998	0	0.31935091	0.311572066	0.467195669	0.48332665	0.25604534	0.207758634	0.479821477	0.507301856	0.483344201	0.316209628	0.339865597	0.552922527	0.388298294	0.396514726	0.472841195	0.471456519	0.438999917	0.54175301	0.536323305	0.531736076	0.584061273	0.476805722	0.47584832	0.560142546	0.482160117	0.541628072	0.953814506	0.958578147
Kohl-Grounhog-KPM-R086	0.424018342	0.48382883	0.43789425	0.413694328	0.413694328	0.48688986	0.492326919	0.481119384	0.547564088	0.361968632	0.361968632	0.361968637	0.44207435	0.469539099	0.466183692	0.616258618	0.44349248	0.481189549	0.451534166	0.509225844	0.480996534	0.457558923	0.445285073	0.4325056	0.410372257	0.538800426	0.60761531	0.573978749	0.439309855	0.494124457	0.504433002	0.270710941	0.352673064	0.509294219	0.380423509	0.373473853	0.60289245	0.293499736	0.382497318	0.31935091	0	0.417705412	0.515525448	0.526576548	0.377548884	0.188957321	0.528083581	0.53169599	0.530023429	0.37574982	0.399687713	0.616512197	0.44047485	0.396107456	0.46234968	0.460909264	0.414584864	0.533686721	0.572376359	0.543799723	0.504500557	0.489318901	0.491694612	0.452196903	0.505759232	0.57167533	0.945885956	0.95082354
Kohl-Grounhog-KPM-R087	0.437961749	0.487670613	0.449072154	0.429343947	0.429343947	0.490201316	0.49457329	0.485434782	0.576836259	0.493455841	0.493455841	0.493455845	0.451494108	0.473859466	0.569604704	0.5187757	0.420939437	0.48524856	0.422571075	0.446055767	0.415976797	0.41927876	0.374115941	0.44465539	0.426507732	0.533588572	0.558732427	0.528129959	0.450234726	0.458117718	0.47473048	0.341694306	0.314410444	0.58722092	0.53642571	0.389244453	0.625921669	0.398739331	0.451689181	0.311572066	0.417705412	0	0.483767928	0.435175158	0.438314213	0.364709352	0.452283017	0.55840933	0.454717328	0.330397016	0.269156239	0.602050151	0.519858669	0.519606674	0.497204546	0.499378399	0.426109183	0.529926709	0.526153437	0.509430832	0.612681507	0.464069874	0.467901377	0.543128484	0.443325504	0.514729721	0.937377206	0.946004572
Kohl-Grounhog-KPM-R088	0.604104548	0.643186782	0.608130622	0.596940257	0.596940257	0.644594338	0.639979501	0.641945568	0.7113362	0.574034438	0.574034438	0.57403444	0.56013409	0.635321708	0.63600521	0.706957104	0.613502609	0.634623292	0.591541472	0.614876403	0.611248789	0.599969809	0.574284794	0.605611626	0.594073501	0.676004512	0.712179122	0.652097205	0.60879499	0.620170984	0.647568335	0.467050477	0.455100413	0.641600799	0.610168867	0.507195684	0.497005326	0.488813731	0.558482175	0.467195669	0.515525448	0.483767928	0	0.570366163	0.553270088	0.45828737	0.55158656	0.615965134	0.141236254	0.45542203	0.498883165	0.65975177	0.620682769	0.596025323	0.651327313	0.650722091	0.596587717	0.662297994	0.667443294	0.616379978	0.664929118	0.177254109	0.592920281	0.670520582	0.581768028	0.62520384	0.947894035	0.953982478
Kohl-Grounhog-KPM-R089	0.396237288	0.4498139	0.409780496	0.387079974	0.387079974	0.452731351	0.460014478	0.447234613	0.491668178	0.455851138	0.455851138	0.455851142	0.453511329	0.487563491	0.538873806	0.592919141	0.414437615	0.449357543	0.387386294	0.473255689	0.432222113	0.413241031	0.399836386	0.404708367	0.384239241	0.500324545	0.559072934	0.365067832	0.411114608	0.452659531	0.47113695	0.477712142	0.42184204	0.403094139	0.502010993	0.41154028	0.68420932	0.506800012	0.439569006	0.48332665	0.526576548	0.435175158	0.570366163	0	0.43267869	0.467709654	0.516844304	0.518829693	0.532750683	0.424132472	0.429626581	0.485655745	0.518288919	0.48394335	0.459878138	0.462213373	0.388179562	0.332210613	0.378355103	0.438308722	0.471337294	0.533456763	0.415381293	0.528806726	0.43419975	0.344608181	0.939638095	0.946564772
Kohl-Grounhog-KPM-R090	0.254815112	0.332581794	0.281798719	0.242152129	0.242152129	0.337644652	0.358903158	0.328086333	0.572458712	0.154234039	0.154234039	0.154234048	0.179673763	0.412421269	0.263099431	0.56085784	0.217624818	0.341194748	0.277208273	0.353515147	0.331497299	0.27961076	0.276243194	0.273049748	0.283936808	0.409693167	0.454573875	0.476822031	0.284089649	0.339532988	0.315798708	0.21598622	0.356344146	0.38114503	0.184826208	0.156193848	0.643287883	0.228043739	0.094582382	0.25604534	0.377548884	0.438314213	0.553270088	0.43267869	0	0.302601149	0.543703771	0.581164004	0.587741176	0.411808177	0.468951042	0.519026071	0.188175887	0.199125374	0.310115898	0.307742503	0.308460646	0.441250445	0.446642041	0.584929858	0.518431743	0.552259965	0.535435131	0.470668703	0.562275825	0.488968438	0.956501989	0.960940915
Kohl-Grounhog-KPM-R091	0.328640943	0.396372513	0.34882171	0.317326349	0.317326349	0.400389852	0.413870917	0.392811702	0.615837376	0.248919163	0.248919163	0.24891917	0.377903168	0.53023057	0.395615474	0.582685919	0.353668784	0.399540243	0.372571236	0.456474619	0.424837209	0.406696446	0.390223676	0.341836235	0.314182401	0.461609301	0.547707334	0.529767719	0.350654188	0.414433914	0.427920069	0.110429402	0.283533653	0.471796829	0.312632946	0.301431387	0.55998397	0.242381304	0.290454056	0.207758634	0.188957321	0.364709352	0.45828737	0.467709654	0.302601149	0	0.471557542	0.515983065	0.477502812	0.285574266	0.340868021	0.585823432	0.341871594	0.287694439	0.408721254	0.406978691	0.335390536	0.480462029	0.524633476	0.507944178	0.56020524	0.448187861	0.448631728	0.504680262	0.467143126	0.536601775	0.952325735	0.958271507
Kohl-Grounhog-KPM-R092	0.517021983	0.559469193	0.524112883	0.509464389	0.509464389	0.561341582	0.561106987	0.557817127	0.657766668	0.564709888	0.564709888	0.564709891	0.551058771	0.554711957	0.628282612	0.64119933	0.529032484	0.554092696	0.503643639	0.562768168	0.553254127	0.52027245	0.513762932	0.520820967	0.506714238	0.597117496	0.640013708	0.603872456	0.52498057	0.560223269	0.569646376	0.480248808	0.396598226	0.635127763	0.601635314	0.527572383	0.668988203	0.440813199	0.554425977	0.479821477	0.528083581	0.452283017	0.55158656	0.516844304	0.543703771	0.471557542	0	0.626877777	0.52102894	0.37160285	0.444696918	0.637224776	0.612560033	0.587182162	0.567931274	0.569799337	0.513601931	0.592689822	0.604446677	0.561048595	0.66511102	0.536107544	0.543076896	0.604637622	0.554953104	0.560133804	0.941808975	0.94842762
Kohl-Grounhog-KPM-R093	0.653393506	0.696205556	0.656217534	0.645414373	0.645414373	0.697523577	0.689416932	0.695042431	0.427787111	0.623112178	0.623112178	0.62311218	0.604778884	0.677849382	0.673307575	0.749078762	0.662621921	0.684354596	0.639474082	0.679055899	0.6775023	0.644450652	0.642959701	0.653790942	0.642069009	0.628550859	0.673781271	0.588553713	0.656857024	0.695025097	0.697460844	0.524970389	0.528841768	0.541956094	0.64564013	0.579042234	0.706386429	0.537962895	0.610164343	0.507301856	0.53169599	0.55840933	0.615965134	0.518829693	0.581164004	0.515983065	0.626877777	0	0.635816657	0.532662251	0.554938465	0.591389051	0.673468734	0.647450621	0.68943833	0.688837594	0.638926863	0.580640931	0.350226419	0.316881181	0.315386122	0.621128467	0.24250782	0.71536426	0.230644529	0.257724964	0.929641925	0.936216388
Kohl-Grounhog-KPM-R094	0.564569144	0.60269147	0.569618885	0.55767309	0.55767309	0.604215103	0.601798132	0.601348177	0.680773155	0.607562374	0.607562374	0.607562376	0.592951591	0.601802571	0.663857512	0.675929838	0.574485824	0.596032725	0.552425032	0.599881667	0.5949239	0.563711919	0.5594135	0.566928217	0.555023687	0.63564254	0.672798719	0.636277178	0.570328687	0.602827015	0.609362616	0.508038454	0.42029584	0.665283512	0.640852647	0.562085145	0.525378685	0.52740358	0.597213478	0.483344201	0.530023429	0.454717328	0.141236254	0.532750683	0.587741176	0.477502812	0.52102894	0.635816657	0	0.435060657	0.431171899	0.67822688	0.649952082	0.627822347	0.610466628	0.612150788	0.558039155	0.627035405	0.635013852	0.586255239	0.684515729	0.149983803	0.561599696	0.636562997	0.552035375	0.599639701	0.942437599	0.94894001
Kohl-Grounhog-KPM-R095	0.39331023	0.448241123	0.407298013	0.383930393	0.383930393	0.451239708	0.458797508	0.445589443	0.609158954	0.435255439	0.435255439	0.435255443	0.434430278	0.487076685	0.522111493	0.594244232	0.412036486	0.447864781	0.384259409	0.472448033	0.448034804	0.411017037	0.397182999	0.402080592	0.381034402	0.500026374	0.560118643	0.52687533	0.408669981	0.451184697	0.470183076	0.299081871	0.188532285	0.550025659	0.483162417	0.398273304	0.596455518	0.279176371	0.426546922	0.316209628	0.37574982	0.330397016	0.45542203	0.424132472	0.411808177	0.285574266	0.37160285	0.532662251	0.435060657	0	0.321776658	0.592444957	0.50056782	0.464410924	0.458550781	0.457251483	0.388868228	0.509971779	0.533119086	0.440981817	0.596685262	0.431905021	0.440167245	0.529115729	0.454642534	0.493713153	0.948243784	0.95443924
Kohl-Grounhog-KPM-R096	0.435842459	0.485747186	0.447071272	0.42719692	0.42719692	0.48829688	0.492808821	0.483494499	0.55980264	0.491545804	0.491545804	0.491545807	0.480618528	0.498353782	0.568039882	0.581894694	0.451876232	0.483418267	0.420398528	0.501882342	0.476952148	0.447823902	0.436874506	0.442622237	0.424359795	0.53189464	0.58525077	0.551179685	0.448242295	0.487825192	0.503068209	0.366886107	0.305009836	0.585973413	0.5346777	0.428366141	0.621638195	0.428553922	0.475324467	0.339865597	0.399687713	0.269156239	0.498883165	0.429626581	0.468951042	0.340868021	0.444696918	0.554938465	0.431171899	0.321776658	0	0.620055047	0.549087681	0.517795244	0.495308644	0.497490693	0.427376206	0.53113111	0.550675923	0.508134736	0.611667359	0.44912164	0.463920316	0.541776426	0.460258224	0.511013781	0.940051696	0.945085888
Kohl-Grounhog-KPM-R097	0.617296475	0.656115831	0.620914052	0.610149055	0.610149055	0.657464868	0.652198191	0.65492627	0.609228635	0.588124317	0.588124317	0.588124319	0.554095995	0.552326887	0.633971474	0.652569048	0.59819671	0.647051331	0.609606896	0.621596578	0.623384286	0.590142982	0.586688954	0.618490518	0.607250963	0.68842018	0.703491824	0.528640731	0.62155327	0.655564886	0.633445644	0.564806722	0.612940075	0.517571275	0.607922659	0.509247231	0.732778816	0.571879965	0.529950782	0.552922527	0.616512197	0.602050151	0.65975177	0.485655745	0.519026071	0.585823432	0.637224776	0.591389051	0.67822688	0.592444957	0.620055047	0	0.604653502	0.609985742	0.64942352	0.648811664	0.609554576	0.558235813	0.543842029	0.593448698	0.568144155	0.674254972	0.580853574	0.680993556	0.584419893	0.530834869	0.934472627	0.939431872
Kohl-Grounhog-KPM-R105	0.258967924	0.201851443	0.313628814	0.273542804	0.273542804	0.208903564	0.329670068	0.195574733	0.600541641	0.183776982	0.183776982	0.183776991	0.234150621	0.457829476	0.195274358	0.589065845	0.16952152	0.309384639	0.281448308	0.395481956	0.231893449	0.338668915	0.273102138	0.304803732	0.244430158	0.448528423	0.396001804	0.48568149	0.315937729	0.233315384	0.219916932	0.284310627	0.456136722	0.469646197	0.262344998	0.313638825	0.682390288	0.329131427	0.183710487	0.388298294	0.44047485	0.519858669	0.620682769	0.518288919	0.188175887	0.341871594	0.612560033	0.673468734	0.649952082	0.50056782	0.549087681	0.604653502	0	0.14278915	0.311705179	0.309142941	0.272829112	0.454669499	0.496683157	0.599522715	0.569088999	0.598555205	0.584585032	0.501311348	0.612457409	0.566084401	0.959616601	0.965856058
