	Kohl-Grounhog-KPM-R001	Kohl-Grounhog-KPM-R002	Kohl-Grounhog-KPM-R003	Kohl-Grounhog-KPM-R004	Kohl-Grounhog-KPM-R005	Kohl-Grounhog-KPM-R006	Kohl-Grounhog-KPM-R007	Kohl-Grounhog-KPM-R008	Kohl-Grounhog-KPM-R009	Kohl-Grounhog-KPM-R016	Kohl-Grounhog-KPM-R017	Kohl-Grounhog-KPM-R018	Kohl-Grounhog-KPM-R019	Kohl-Grounhog-KPM-R020	Kohl-Grounhog-KPM-R021	Kohl-Grounhog-KPM-R038	Kohl-Grounhog-KPM-R039	Kohl-Grounhog-KPM-R040	Kohl-Grounhog-KPM-R041	Kohl-Grounhog-KPM-R042	Kohl-Grounhog-KPM-R043	Kohl-Grounhog-KPM-R044	Kohl-Grounhog-KPM-R045	Kohl-Grounhog-KPM-R046	Kohl-Grounhog-KPM-R047	Kohl-Grounhog-KPM-R062	Kohl-Grounhog-KPM-R063	Kohl-Grounhog-KPM-R064	Kohl-Grounhog-KPM-R065	Kohl-Grounhog-KPM-R066	Kohl-Grounhog-KPM-R067	Kohl-Grounhog-KPM-R073	Kohl-Grounhog-KPM-R074	Kohl-Grounhog-KPM-R075	Kohl-Grounhog-KPM-R076	Kohl-Grounhog-KPM-R077	Kohl-Grounhog-KPM-R078	Kohl-Grounhog-KPM-R079	Kohl-Grounhog-KPM-R080	Kohl-Grounhog-KPM-R081	Kohl-Grounhog-KPM-R086	Kohl-Grounhog-KPM-R087	Kohl-Grounhog-KPM-R088	Kohl-Grounhog-KPM-R089	Kohl-Grounhog-KPM-R090	Kohl-Grounhog-KPM-R091	Kohl-Grounhog-KPM-R092	Kohl-Grounhog-KPM-R093	Kohl-Grounhog-KPM-R094	Kohl-Grounhog-KPM-R095	Kohl-Grounhog-KPM-R096	Kohl-Grounhog-KPM-R097	Kohl-Grounhog-KPM-R105	Kohl-Grounhog-KPM-R106	Kohl-Grounhog-KPM-R107	Kohl-Grounhog-KPM-R108	Kohl-Grounhog-KPM-R114	Kohl-Grounhog-KPM-R115	Kohl-Grounhog-KPM-R116	Kohl-Grounhog-KPM-R117	Kohl-Grounhog-KPM-R118	Kohl-Grounhog-KPM-R119	Kohl-Grounhog-KPM-R120	Kohl-Grounhog-KPM-R121	Kohl-Grounhog-KPM-R122	Kohl-Grounhog-KPM-R123	Kohl-LQ-Groundhog-KPM-G002	Kohl-LQ-Groundhog-KPM-G003
Kohl-Grounhog-KPM-R106	0.177299999	0.183477116	0.21248603	0.163259054	0.163259054	0.190810745	0.232078794	0.176948034	0.600632621	0.051625969	0.051625969	0.05162598	0.231700718	0.45723082	0.185610237	0.540708289	0.180403796	0.207292058	0.172997497	0.403403332	0.31380862	0.337201397	0.271042449	0.201681224	0.177558412	0.356312898	0.448297089	0.419521497	0.215309868	0.216180373	0.291429457	0.29368875	0.384451373	0.398182036	0.136455431	0.311904671	0.648099359	0.338179774	0.224984198	0.396514726	0.396107456	0.519606674	0.596025323	0.48394335	0.199125374	0.287694439	0.587182162	0.647450621	0.627822347	0.464410924	0.517795244	0.609985742	0.14278915	0	0.198513648	0.195308473	0.209786913	0.40297549	0.496310095	0.572971278	0.517475284	0.571915829	0.535504706	0.437995023	0.587070383	0.536425482	0.95731756	0.962914192
Kohl-Grounhog-KPM-R107	0.138129698	0.142755553	0.17576198	0.124239408	0.124239408	0.150454924	0.19626841	0.135900853	0.582008967	0.235161565	0.235161565	0.235161573	0.366640863	0.431919926	0.307587979	0.51929019	0.142183658	0.170325798	0.134431982	0.375582306	0.279586939	0.306293184	0.237049053	0.164453314	0.139205586	0.319588848	0.414918128	0.392452109	0.178717501	0.177089784	0.256771861	0.413260766	0.355746563	0.470900937	0.173028589	0.400405093	0.694218761	0.421741497	0.332736558	0.472841195	0.46234968	0.497204546	0.651327313	0.459878138	0.310115898	0.408721254	0.567931274	0.68943833	0.610466628	0.458550781	0.495308644	0.64942352	0.311705179	0.198513648	0	0.004323538	0.172936995	0.374550026	0.47282158	0.553057696	0.587707748	0.551953028	0.51384395	0.411787108	0.567814283	0.514807663	0.955285368	0.958058489
Kohl-Grounhog-KPM-R108	0.1419307	0.146707086	0.179325603	0.128025791	0.128025791	0.154370967	0.199743373	0.139883983	0.583816164	0.232243335	0.232243335	0.232243344	0.364641023	0.434376039	0.304994939	0.521368554	0.145892459	0.173912924	0.138174297	0.378281997	0.282907736	0.309292449	0.240347698	0.16806583	0.142927262	0.323152469	0.418157148	0.395078862	0.182268346	0.180883051	0.260134959	0.411544895	0.358532014	0.469506036	0.169615908	0.398613093	0.69375338	0.420074941	0.330465039	0.471456519	0.460909264	0.499378399	0.650722091	0.462213373	0.307742503	0.406978691	0.569799337	0.688837594	0.612150788	0.457251483	0.497490693	0.648811664	0.309142941	0.195308473	0.004323538	0	0.176512832	0.37730837	0.475100853	0.554990065	0.586861248	0.553890174	0.515945861	0.414330266	0.569682851	0.516905408	0.955482568	0.958239824
Kohl-Grounhog-KPM-R114	0.154857914	0.159609354	0.188061835	0.142266613	0.142266613	0.166397226	0.206436376	0.153576564	0.552000526	0.24237703	0.24237703	0.242377037	0.32972006	0.399358764	0.343297791	0.507479732	0.116059529	0.183204979	0.151284334	0.343121783	0.209463515	0.274729512	0.180912663	0.177964967	0.060704654	0.318587448	0.373793908	0.386604862	0.190704877	0.189974748	0.225044096	0.376092024	0.352280112	0.48320345	0.310144332	0.356378148	0.678166076	0.411936974	0.329115102	0.438999917	0.414584864	0.426109183	0.596587717	0.388179562	0.308460646	0.335390536	0.513601931	0.638926863	0.558039155	0.388868228	0.427376206	0.609554576	0.272829112	0.209786913	0.172936995	0.176512832	0	0.357046004	0.430248134	0.468546307	0.572268293	0.493152374	0.502216059	0.404802543	0.510703287	0.455382522	0.951659985	0.957695479
Kohl-Grounhog-KPM-R115	0.277792595	0.342481624	0.315225634	0.284042725	0.284042725	0.346644093	0.382555357	0.33879445	0.477417944	0.369793394	0.369793394	0.369793399	0.495683159	0.5246755	0.478204483	0.549629959	0.353159757	0.36831867	0.349035241	0.449741388	0.412092917	0.40270957	0.405460999	0.308294904	0.351572608	0.421703027	0.517880168	0.313225851	0.312561495	0.361216915	0.404465165	0.483554108	0.436053167	0.192668672	0.424316717	0.496846488	0.698386119	0.51057589	0.439182207	0.54175301	0.533686721	0.529926709	0.662297994	0.332210613	0.441250445	0.480462029	0.592689822	0.580640931	0.627035405	0.509971779	0.53113111	0.558235813	0.454669499	0.40297549	0.374550026	0.37730837	0.357046004	0	0.343314685	0.476695974	0.469827882	0.580060197	0.399591023	0.472055664	0.461053634	0.400678137	0.930406435	0.939109872
Kohl-Grounhog-KPM-R116	0.410705815	0.462938467	0.42338121	0.401734018	0.401734018	0.465718739	0.471955417	0.460481043	0.243204955	0.468891082	0.468891082	0.468891086	0.494701471	0.521142652	0.549511769	0.59943561	0.392989282	0.46176904	0.426188625	0.472008808	0.457287464	0.432349174	0.435893544	0.418541105	0.426912954	0.511838809	0.548009563	0.393384055	0.424654611	0.47550356	0.450876572	0.48081561	0.487164471	0.427570382	0.513944766	0.495763618	0.710713211	0.508074933	0.460404515	0.536323305	0.572376359	0.526153437	0.667443294	0.378355103	0.446642041	0.524633476	0.604446677	0.350226419	0.635013852	0.533119086	0.550675923	0.543842029	0.496683157	0.496310095	0.47282158	0.475100853	0.430248134	0.343314685	0	0.240287796	0.23686403	0.593323527	0.157365195	0.537515473	0.22618132	0.133958536	0.920312801	0.928746583
Kohl-Grounhog-KPM-R117	0.534463556	0.541542655	0.541070699	0.526790165	0.526790165	0.546365628	0.546999357	0.542595378	0.373919858	0.582672418	0.582672418	0.58267242	0.565608668	0.579103478	0.615893795	0.664174537	0.513184472	0.539523048	0.492457482	0.582580677	0.532968749	0.548882412	0.500301984	0.537862283	0.489834533	0.614847288	0.633567686	0.464724635	0.541916299	0.550928026	0.55588544	0.516293035	0.464887642	0.526229264	0.620001228	0.582797999	0.691693742	0.515336899	0.588197529	0.531736076	0.543799723	0.509430832	0.616379978	0.438308722	0.584929858	0.507944178	0.561048595	0.316881181	0.586255239	0.440981817	0.508134736	0.593448698	0.599522715	0.572971278	0.553057696	0.554990065	0.468546307	0.476695974	0.240287796	0	0.336771596	0.537414706	0.165502683	0.619406998	0.20742395	0.232733122	0.920657018	0.928951065
Kohl-Grounhog-KPM-R118	0.531868616	0.578348578	0.53910774	0.52354986	0.52354986	0.580312752	0.578885245	0.57661419	0.234526923	0.491208426	0.491208426	0.491208429	0.53355886	0.538119183	0.567763538	0.662316515	0.563803683	0.571538383	0.523260264	0.59977887	0.606271264	0.562575783	0.572895576	0.535619264	0.562999045	0.618936765	0.685672961	0.490480794	0.540026485	0.58464491	0.605699707	0.547172225	0.561125403	0.437436064	0.534368942	0.539351665	0.706893703	0.552737403	0.522168033	0.584061273	0.504500557	0.612681507	0.664929118	0.471337294	0.518431743	0.56020524	0.66511102	0.315386122	0.684515729	0.596685262	0.611667359	0.568144155	0.569088999	0.517475284	0.587707748	0.586861248	0.572268293	0.469827882	0.23686403	0.336771596	0	0.650630662	0.257199157	0.542551252	0.292002237	0.202411746	0.91577154	0.924978309
Kohl-Grounhog-KPM-R119	0.499161071	0.543241122	0.507092023	0.491359617	0.491359617	0.545253685	0.545954058	0.541464852	0.651253603	0.548612513	0.548612513	0.548612516	0.564619003	0.578276618	0.614974718	0.641706222	0.512008379	0.53844292	0.491210344	0.553901704	0.531879297	0.51741714	0.499134146	0.503559541	0.488581136	0.582707763	0.632742121	0.603147763	0.508022828	0.549842586	0.554866007	0.457425686	0.41235408	0.624066523	0.586903471	0.551814768	0.49111063	0.488547644	0.555622869	0.476805722	0.489318901	0.464069874	0.177254109	0.533456763	0.552259965	0.448187861	0.536107544	0.621128467	0.149983803	0.431905021	0.44912164	0.674254972	0.598555205	0.571915829	0.551953028	0.553890174	0.493152374	0.580060197	0.593323527	0.537414706	0.650630662	0	0.51505544	0.592960285	0.527112184	0.575490955	0.941591349	0.94824951
Kohl-Grounhog-KPM-R120	0.456561721	0.504554287	0.466656704	0.448188879	0.448188879	0.506921327	0.510101466	0.502463691	0.316907836	0.510219304	0.510219304	0.510219306	0.543731222	0.561230592	0.583356446	0.620809157	0.492120127	0.501345863	0.441639991	0.539375686	0.539397143	0.49952565	0.50510256	0.462518448	0.49115991	0.548475521	0.621943837	0.423599102	0.46774632	0.512468997	0.538808664	0.434243411	0.35931956	0.456128001	0.551767137	0.557192615	0.642210597	0.468040091	0.539031594	0.47584832	0.491694612	0.467901377	0.592920281	0.415381293	0.535435131	0.448631728	0.543076896	0.24250782	0.561599696	0.440167245	0.463920316	0.580853574	0.584585032	0.535504706	0.51384395	0.515945861	0.502216059	0.399591023	0.157365195	0.165502683	0.257199157	0.51505544	0	0.565774605	0.132175018	0.176762715	0.917474004	0.926109633
Kohl-Grounhog-KPM-R121	0.342479845	0.401075607	0.355403894	0.328340534	0.328340534	0.404531214	0.416041345	0.398017837	0.536752137	0.407401554	0.407401554	0.407401559	0.519443276	0.446367685	0.522322332	0.556625251	0.390311016	0.403558005	0.386714712	0.474386028	0.466017852	0.432433667	0.436212437	0.349372839	0.388926721	0.453909389	0.555539236	0.519826857	0.356988716	0.416660111	0.452188824	0.507437053	0.462130866	0.561452022	0.457671362	0.519915278	0.704359671	0.532185755	0.484983616	0.560142546	0.452196903	0.543128484	0.670520582	0.528806726	0.470668703	0.504680262	0.604637622	0.71536426	0.636562997	0.529115729	0.541776426	0.680993556	0.501311348	0.437995023	0.411787108	0.414330266	0.404802543	0.472055664	0.537515473	0.619406998	0.542551252	0.592960285	0.565774605	0	0.604551508	0.566450799	0.933827188	0.94130818
Kohl-Grounhog-KPM-R122	0.516891207	0.559350357	0.523988112	0.509331818	0.509331818	0.561223753	0.560995777	0.557697397	0.31872761	0.564592025	0.564592025	0.564592027	0.581348648	0.59236379	0.628185063	0.650718152	0.528907735	0.553977903	0.517490579	0.537981442	0.525528735	0.527824299	0.493389418	0.520694464	0.506581441	0.597011866	0.639924271	0.450471747	0.524856254	0.534216587	0.569537881	0.475899598	0.434660146	0.510486767	0.601527449	0.537239291	0.666579116	0.505522754	0.570752579	0.482160117	0.505759232	0.443325504	0.581768028	0.43419975	0.562275825	0.467143126	0.554953104	0.230644529	0.552035375	0.454642534	0.460258224	0.584419893	0.612457409	0.587070383	0.567814283	0.569682851	0.510703287	0.461053634	0.22618132	0.20742395	0.292002237	0.527112184	0.132175018	0.604551508	0	0.168456409	0.914911657	0.923690757
Kohl-Grounhog-KPM-R123	0.457638985	0.505532297	0.467676468	0.449280415	0.449280415	0.507890023	0.511003153	0.503449964	0.251097982	0.511190202	0.511190202	0.511190205	0.499398851	0.52395447	0.584153909	0.62132491	0.472537247	0.502280038	0.442744505	0.517932958	0.50187441	0.467067537	0.457389931	0.463554083	0.446456127	0.549338846	0.599807043	0.409746844	0.468761926	0.507221808	0.520794106	0.544953809	0.467403613	0.457086927	0.552655674	0.492161477	0.713285316	0.550418903	0.520356082	0.541628072	0.57167533	0.514729721	0.62520384	0.344608181	0.488968438	0.536601775	0.560133804	0.257724964	0.599639701	0.493713153	0.511013781	0.530834869	0.566084401	0.536425482	0.514807663	0.516905408	0.455382522	0.400678137	0.133958536	0.232733122	0.202411746	0.575490955	0.176762715	0.566450799	0.168456409	0	0.917371877	0.926015296
Kohl-LQ-Groundhog-KPM-G002	0.948969411	0.953298258	0.945770437	0.949025349	0.949025349	0.953319381	0.947041549	0.953279753	0.89784623	0.954945308	0.954945308	0.954945308	0.957871226	0.942884612	0.960906632	0.92777386	0.951564761	0.945921839	0.951541771	0.945203309	0.953736986	0.945039099	0.951881723	0.949152777	0.951555882	0.953727762	0.955239621	0.940716752	0.945781232	0.953395345	0.947202393	0.952350182	0.946660388	0.933951226	0.958843286	0.956872964	0.948672766	0.953694259	0.956489497	0.953814506	0.945885956	0.937377206	0.947894035	0.939638095	0.956501989	0.952325735	0.941808975	0.929641925	0.942437599	0.948243784	0.940051696	0.934472627	0.959616601	0.95731756	0.955285368	0.955482568	0.951659985	0.930406435	0.920312801	0.920657018	0.91577154	0.941591349	0.917474004	0.933827188	0.914911657	0.917371877	0	0.476344306
Kohl-LQ-Groundhog-KPM-G003	0.956123205	0.960086362	0.95544278	0.955309798	0.955309798	0.960102901	0.953475765	0.960071874	0.908418969	0.960739042	0.960739042	0.960739042	0.963355766	0.948822243	0.96584619	0.937671205	0.957619045	0.95768878	0.957600595	0.951708351	0.960430141	0.951599502	0.957873559	0.955412257	0.957611919	0.962717368	0.9669806	0.947603898	0.955450889	0.960162391	0.959676088	0.958291147	0.953050373	0.940256535	0.961330187	0.961247092	0.954616433	0.958328613	0.961779468	0.958578147	0.95082354	0.946004572	0.953982478	0.946564772	0.960940915	0.958271507	0.94842762	0.936216388	0.94894001	0.95443924	0.945085888	0.939431872	0.965856058	0.962914192	0.958058489	0.958239824	0.957695479	0.939109872	0.928746583	0.928951065	0.924978309	0.94824951	0.926109633	0.94130818	0.923690757	0.926015296	0.476344306	0
