#SampleID	faith_pd
Kohl-LQ-Groundhog-KPM-G018	2.066922998016305
Kohl-LQ-Groundhog-KPM-G019	3.117385638390492
Kohl-LQ-Groundhog-KPM-G020	6.308011517172838
Kohl-LQ-Groundhog-KPM-G021	3.275261733217289
Kohl-LQ-Groundhog-KPM-G022	2.421959032239143
Kohl-LQ-Groundhog-KPM-G023	3.565443778738457
Kohl-LQ-Groundhog-KPM-G025	3.698901456619771
Kohl-LQ-Groundhog-KPM-G026	3.402449409620223
Kohl-LQ-Groundhog-KPM-G027	2.509343224718894
Kohl-LQ-Groundhog-KPM-G028	3.185758461348593
Kohl-LQ-Groundhog-KPM-G029	3.782275948693917
Kohl-LQ-Groundhog-KPM-G030	2.853217966907279
Kohl-LQ-Groundhog-KPM-G031	3.569859959861638
Kohl-LQ-Groundhog-KPM-G032	2.75699512608239
Kohl-LQ-Groundhog-KPM-G033	2.810140759506899
Kohl-LQ-Groundhog-KPM-G034	3.001299437119869
Kohl-LQ-Groundhog-KPM-G035	1.554871141220669
Kohl-LQ-Groundhog-KPM-G036	3.450652473973836
Kohl-LQ-Groundhog-KPM-G037	6.525606367030431
Kohl-LQ-Groundhog-KPM-G038	3.461510801370844
Kohl-LQ-Groundhog-KPM-G039	3.10257189298121
Kohl-LQ-Groundhog-KPM-G040	2.49491074340361
Kohl-LQ-Groundhog-KPM-G041	3.157190104236642
Kohl-LQ-Groundhog-KPM-G042	3.342503997468324
Kohl-LQ-Groundhog-KPM-G043	2.75949630091475
Kohl-LQ-Groundhog-KPM-G044	3.311075342582497
Kohl-LQ-Groundhog-KPM-G045	3.771354180038731
Kohl-LQ-Groundhog-KPM-G046	3.244363723078411
Kohl-LQ-Groundhog-KPM-G047	4.113614630498504
Kohl-LQ-Groundhog-KPM-G048	2.716913956608084
Kohl-LQ-Groundhog-KPM-G049	4.02981020478857
Kohl-LQ-Groundhog-KPM-G050	3.050838127256123
Kohl-LQ-Groundhog-KPM-G051	1.805996127044107
Kohl-LQ-Groundhog-KPM-G052	3.017074643681489
Kohl-LQ-Groundhog-KPM-G053	3.146735363192164
Kohl-LQ-Groundhog-KPM-G054	2.326109204391328
Kohl-LQ-Groundhog-KPM-G055	4.078279573648274
Kohl-LQ-Groundhog-KPM-G056	3.455733462792586
Kohl-LQ-Groundhog-KPM-G057	2.644987041055998
Kohl-LQ-Groundhog-KPM-G058	3.490480936411669
Kohl-LQ-Groundhog-KPM-G059	4.298357026465139
Kohl-LQ-Groundhog-KPM-G060	17.93204960197892
Kohl-LQ-Groundhog-KPM-G061	18.61468030706406
Kohl-LQ-Groundhog-KPM-G062	1.92819967885737
Kohl-LQ-Groundhog-KPM-G063	2.801697243633476
Kohl-LQ-Groundhog-KPM-G064	1.176991153453347
Kohl-LQ-Groundhog-KPM-G065	19.51756171402196
Kohl-LQ-Groundhog-KPM-G066	3.998876331627415
Kohl-LQ-Groundhog-KPM-G067	3.208319460025364
Kohl-LQ-Groundhog-KPM-G068	4.248547439416924
Kohl-LQ-Groundhog-KPM-G069	2.121183324299361
Kohl-LQ-Groundhog-KPM-G070	3.774161173850567
Kohl-LQ-Groundhog-KPM-G071	2.576838859252981
Kohl-LQ-Groundhog-KPM-G072	1.286064932200112
Kohl-LQ-Groundhog-KPM-G073	2.888115611036524
Kohl-LQ-Groundhog-KPM-G074	3.275722535123137
Kohl-LQ-Groundhog-KPM-G075	3.246556117063994
Kohl-LQ-Groundhog-KPM-G076	3.014848179457234
Kohl-LQ-Groundhog-KPM-G077	3.21318030557147
Kohl-LQ-Groundhog-KPM-G078	2.935194166471287
Kohl-LQ-Groundhog-KPM-G079	4.038073043003751
Kohl-LQ-Groundhog-KPM-G080	4.484887723483995
Kohl-LQ-Groundhog-KPM-G081	18.0384734401257
Kohl-LQ-Groundhog-KPM-G082	18.58443769595224
Kohl-LQ-Groundhog-KPM-G083	21.91951888070976
Kohl-LQ-Groundhog-KPM-G084	2.380079942849501
Kohl-LQ-Groundhog-KPM-G085	2.802566741611117
Kohl-LQ-Groundhog-KPM-G086	3.123726560751385
Kohl-LQ-Groundhog-KPM-G087	3.770334327946413
Kohl-LQ-Groundhog-KPM-G088	2.531531304815871
Kohl-LQ-Groundhog-KPM-G089	2.176108543481626
Kohl-LQ-Groundhog-KPM-G090	3.45815733090508
Kohl-LQ-Groundhog-KPM-G091	3.851373289378304
Kohl-LQ-Groundhog-KPM-G092	3.29575079182302
Kohl-LQ-Groundhog-KPM-G093	3.168841944930769
Kohl-LQ-Groundhog-KPM-G094	4.91905357830788
Kohl-LQ-Groundhog-KPM-G095	3.375910440267625
Kohl-LQ-Groundhog-KPM-G096	3.617837177443317
Kohl-LQ-Groundhog-KPM-G097	2.58788100649637
Kohl-LQ-Groundhog-KPM-G098	4.52363963898234
Kohl-LQ-Groundhog-KPM-G099	20.12817865536214
Kohl-LQ-Groundhog-KPM-G100	22.70105724965186
Kohl-LQ-Groundhog-KPM-G101	21.64343741588645
Kohl-LQ-Groundhog-KPM-G102	13.81973715617441
Kohl-LQ-Groundhog-KPM-G103	3.986178995429537
Kohl-LQ-Groundhog-KPM-G104	3.016895437518012
Kohl-LQ-Groundhog-KPM-G105	2.982748137807543
Kohl-LQ-Groundhog-KPM-G106	4.137256224651027
Kohl-LQ-Groundhog-KPM-G107	8.777642149311514
Kohl-LQ-Groundhog-KPM-G108	12.4843286053458
Kohl-LQ-Groundhog-KPM-G109	11.640897398509
Kohl-LQ-Groundhog-KPM-G110	16.06003854438278
